"NO","ROI_ID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_vPC"
1,"ROI53","Dn1.2",16,80620037.67,3.348,49.82,5,5,"vPC1"
2,"ROI53","Dn1.3",16,51798901.64,3.348,49.83,5,5,"vPC1"
3,"ROI53","Dn4.3",19,42141988.39,3.349,49.83,5,5,"vPC1"
4,"ROI53","Dn6.3",21,32595677.59,3.348,49.84,5,5,"vPC1"
5,"ROI53","Dc1.1",0,28244472.36,3.348,49.78,5,5,"vPC1"
6,"ROI53","Dn4.1",19,27745382.43,3.348,49.83,5,5,"vPC1"
7,"ROI53","Dd4.2",8,21928323.22,3.349,49.77,5,5,"vPC1"
8,"ROI53","Dd4.3",8,21340445.44,3.348,49.78,5,5,"vPC1"
9,"ROI53","Dd5.2",9,16771036.66,3.35,49.83,5,5,"vPC1"
10,"ROI53","Dd6.1",10,15645089.57,3.348,49.76,5,5,"vPC1"
11,"ROI53","Dn2.2",17,14608165.51,3.348,49.78,5,5,"vPC1"
12,"ROI53","Df3.3",14,13821324.55,3.348,49.76,5,5,"vPC1"
13,"ROI53","Dd4.1",8,13695154.75,3.348,49.79,5,5,"vPC1"
14,"ROI53","Dd2.3",6,13636719.97,3.348,49.74,5,5,"vPC1"
15,"ROI53","Dn5.2",20,12353597.82,3.349,49.79,5,5,"vPC1"
16,"ROI53","Dd1.1",5,12035345.07,3.348,49.77,5,5,"vPC1"
17,"ROI53","Dd5.1",9,12011367.23,3.348,49.8,5,5,"vPC1"
18,"ROI53","Dd7.1",11,11947290.28,3.349,49.77,5,5,"vPC1"
19,"ROI53","Dd2.2",6,11739343.81,3.348,49.76,5,5,"vPC1"
20,"ROI53","Dn1.1",16,11632551.7,3.348,49.81,5,5,"vPC1"
21,"ROI53","Df4.1",15,11174805.72,3.348,49.76,5,5,"vPC1"
22,"ROI53","Df3.1",14,10385565.94,3.348,49.76,5,5,"vPC1"
23,"ROI53","Do6.1",27,10353338.25,3.348,49.75,5,5,"vPC1"
24,"ROI53","Df2.1",13,10098509.23,3.348,49.73,5,5,"vPC1"
25,"ROI53","Dd5.3",9,9986323.32,3.348,49.8,5,5,"vPC1"
26,"ROI53","Dn2.3",17,9666699.62,3.349,49.77,5,5,"vPC1"
27,"ROI53","Dn5.3",20,9338251.72,3.349,49.78,5,5,"vPC1"
28,"ROI53","Dn4.2",19,9261975.99,3.349,49.84,5.1,5.4,"vPC1"
29,"ROI53","Df3.2",14,8747635.73,3.348,49.76,5,5,"vPC1"
30,"ROI53","Df1.1",12,8681725.3,3.349,49.77,5,5,"vPC1"
31,"ROI53","Dc1.3",0,8660307.41,3.348,49.78,5,5,"vPC1"
32,"ROI53","Df1.2",12,8545875.07,3.349,49.77,5,5,"vPC1"
33,"ROI53","Dc2.2",1,7446128.55,3.348,49.75,5,5,"vPC1"
34,"ROI53","Dn3.2",18,7398713.22,3.349,49.71,5,5,"vPC1"
35,"ROI53","Dd1.2",5,7358821.35,3.349,49.77,5,5,"vPC1"
36,"ROI53","Dc2.3",1,7123913.34,3.348,49.75,5,5,"vPC1"
37,"ROI53","Dc3.2",2,7049781.75,3.349,49.77,5,5,"vPC1"
38,"ROI53","Dn2.1",17,6503851.85,3.348,49.78,5,5,"vPC1"
39,"ROI53","Dd2.1",6,6419259.11,3.348,49.76,5,5,"vPC1"
40,"ROI53","Dn6.1",21,6226524.57,3.348,49.84,5,5,"vPC1"
41,"ROI53","Dd1.3",5,6060091.58,3.348,49.76,5,5,"vPC1"
42,"ROI53","Dc3.3",2,5954881.6,3.348,49.77,5,5,"vPC1"
43,"ROI53","Df2.2",13,5868072.43,3.348,49.73,5,5,"vPC1"
44,"ROI53","Df1.3",12,5553532.2,3.348,49.77,5,5,"vPC1"
45,"ROI53","Do3.1",24,5422744.33,3.349,49.69,5,13.1,"vPC1"
46,"ROI53","Dd7.3",11,5116105.21,3.348,49.79,5,5,"vPC1"
47,"ROI53","Df4.3",15,5097510.23,3.349,49.76,5,5,"vPC1"
48,"ROI53","Do6.2",27,4984513.92,3.348,49.76,5,5,"vPC1"
49,"ROI53","Dd6.2",10,4723497.78,3.348,49.76,5,5,"vPC1"
50,"ROI53","Dn3.1",18,4181416.54,3.348,49.7,5,5,"vPC1"
51,"ROI53","Df2.3",13,3906769.03,3.349,49.72,5,5,"vPC1"
52,"ROI53","Dn6.2",21,3894782.71,3.348,49.85,5,5,"vPC1"
53,"ROI53","Dc3.1",2,3806332.14,3.348,49.77,5,5,"vPC1"
54,"ROI53","Do5.3",26,3575974.75,3.348,49.72,5,5,"vPC1"
55,"ROI53","Do5.2",26,3482136.81,3.349,49.72,5,8.1,"vPC1"
56,"ROI53","Do4.3",25,3299233.46,3.349,49.69,5,8.7,"vPC1"
57,"ROI53","Dn5.1",20,3132861.98,3.348,49.78,5,5,"vPC1"
58,"ROI53","Dd7.2",11,2757588.09,3.348,49.77,5,5,"vPC1"
59,"ROI53","Dd6.3",10,2573066.97,3.349,49.75,5,5,"vPC1"
60,"ROI53","Do6.3",27,2502572.28,3.349,49.73,5,5,"vPC1"
61,"ROI53","Dd3.2",7,2280090.82,3.348,49.7,5,7.8,"vPC1"
62,"ROI53","Dc4.2",3,2253653.95,3.348,49.69,5,5,"vPC1"
63,"ROI53","Dc4.3",3,2045114.46,3.348,49.7,5,5,"vPC1"
64,"ROI53","Df4.2",15,1958407.1,3.348,49.76,5,5,"vPC1"
65,"ROI53","Dn3.3",18,1846189.87,3.348,49.7,5,5,"vPC1"
66,"ROI53","Do7.1",28,1679503.21,3.348,49.73,5,5,"vPC1"
67,"ROI53","Dc2.1",1,1475647,3.348,49.76,5,5,"vPC1"
68,"ROI53","Dc5.2",4,1326900.68,3.348,49.71,5,5,"vPC1"
69,"ROI53","Do2.2",23,1273056.54,3.348,49.73,20,20,"vPC1"
70,"ROI53","Do2.3",23,1187671.77,3.349,49.79,20,20,"vPC1"
71,"ROI53","Dc1.2",0,1100542.57,3.348,49.78,5,5,"vPC1"
72,"ROI53","Dc5.1",4,1085388.35,3.348,49.71,5,5,"vPC1"
73,"ROI53","Do7.3",28,1050704.1,3.349,49.73,5,5,"vPC1"
74,"ROI53","Dc5.3",4,965454.29,3.349,49.73,5,5,"vPC1"
75,"ROI53","Dd3.3",7,906222.19,3.348,49.71,7.3,19.8,"vPC1"
76,"ROI53","Do1.2",22,893993.84,3.348,49.7,5,5,"vPC1"
77,"ROI53","Do3.3",24,776650.47,3.349,49.81,20,20,"vPC1"
78,"ROI53","Do2.1",23,579652.48,3.349,49.79,20,20,"vPC1"
79,"ROI53","Do1.3",22,567730.03,3.348,49.84,20,20,"vPC1"
80,"ROI53","Do3.2",24,446515.97,3.352,50.1,20,20,"vPC1"
81,"ROI53","Do7.2",28,406591.1,3.348,49.74,5,5,"vPC1"
82,"ROI53","Dd3.1",7,346520.03,3.349,49.76,20,20,"vPC1"
83,"ROI53","Do1.1",22,306111.63,3.349,49.98,20,20,"vPC1"
84,"ROI46","Dc2.3",1,64034573.74,3.766,63.25,12.3,5.7,"vPC2"
85,"ROI46","Dc2.2",1,63673299.51,3.766,63.25,12.2,5.9,"vPC2"
86,"ROI46","Dc2.1",1,63137482.42,3.766,63.26,12.2,5,"vPC2"
87,"ROI46","Dc1.1",0,60961276.86,3.767,63.28,13.5,5,"vPC2"
88,"ROI46","Dc1.3",0,60521038.38,3.767,63.28,13.7,5,"vPC2"
89,"ROI46","Dc1.2",0,60472007.84,3.767,63.28,13.5,5,"vPC2"
90,"ROI46","Dc3.3",2,58437553.27,3.767,63.25,13.8,6.6,"vPC2"
91,"ROI46","Dc3.1",2,58161113.19,3.766,63.25,14.5,5.6,"vPC2"
92,"ROI46","Dc3.2",2,57671767.99,3.767,63.25,15.4,5.1,"vPC2"
93,"ROI46","Dc5.1",4,56300260.95,3.762,63.24,11.8,5,"vPC2"
94,"ROI46","Dc5.3",4,55710066.17,3.765,63.26,11.9,7,"vPC2"
95,"ROI46","Dc5.2",4,54461435.96,3.762,63.24,11.7,5,"vPC2"
96,"ROI46","Do1.2",22,48457692.36,3.76,63.21,13.2,5.9,"vPC2"
97,"ROI46","Do1.1",22,47436790.81,3.76,63.21,13.2,5,"vPC2"
98,"ROI46","Do1.3",22,46227879.92,3.76,63.19,13.1,5.1,"vPC2"
99,"ROI46","Do3.3",24,44302336.98,3.762,63.25,11.8,9.1,"vPC2"
100,"ROI46","Do3.2",24,39574304.26,3.762,63.25,11.4,5,"vPC2"
101,"ROI46","Do3.1",24,39008842.41,3.762,63.25,12.1,5,"vPC2"
102,"ROI46","Dd5.3",9,38723151.89,3.768,63.28,15.9,15.3,"vPC2"
103,"ROI46","Dd5.1",9,38673386.85,3.768,63.28,15.9,14.2,"vPC2"
104,"ROI46","Dd1.3",5,38550170.38,3.765,63.25,15.6,10.7,"vPC2"
105,"ROI46","Dc4.2",3,38467538.86,3.762,63.25,11.3,5,"vPC2"
106,"ROI46","Dd5.2",9,38212759.91,3.773,63.3,18.6,20,"vPC2"
107,"ROI46","Dn1.2",16,38016065.93,3.769,63.31,14.2,13.4,"vPC2"
108,"ROI46","Dd4.3",8,37744638.41,3.766,63.26,15.2,17.4,"vPC2"
109,"ROI46","Dn1.1",16,37699755.98,3.769,63.3,13.7,12.4,"vPC2"
110,"ROI46","Dc4.1",3,37608136.38,3.762,63.26,10.9,5,"vPC2"
111,"ROI46","Dn6.3",21,37460558.24,3.771,63.31,14.3,5,"vPC2"
112,"ROI46","Do6.3",27,37293446.07,3.764,63.24,15.3,9.9,"vPC2"
113,"ROI46","Dn6.1",21,37124725.14,3.771,63.31,14.5,5,"vPC2"
114,"ROI46","Dn6.2",21,36865146.8,3.771,63.31,15,5,"vPC2"
115,"ROI46","Dc4.3",3,36837228.5,3.762,63.26,10.7,5,"vPC2"
116,"ROI46","Do6.1",27,36558962.78,3.764,63.26,13.8,7.7,"vPC2"
117,"ROI46","Dd1.1",5,36459273.6,3.766,63.26,15.7,15.2,"vPC2"
118,"ROI46","Do7.1",28,36294565.02,3.764,63.25,12.7,5,"vPC2"
119,"ROI46","Do7.2",28,36167386.42,3.764,63.25,12.9,5,"vPC2"
120,"ROI46","Dn1.3",16,36159744.46,3.77,63.31,14,5,"vPC2"
121,"ROI46","Dd6.1",10,36127592.7,3.765,63.26,14.8,10.8,"vPC2"
122,"ROI46","Do6.2",27,35886335.99,3.765,63.26,14,5,"vPC2"
123,"ROI46","Dd6.2",10,35638434.2,3.765,63.26,15,9.7,"vPC2"
124,"ROI46","Dn5.3",20,35124948.92,3.767,63.3,12.1,7.8,"vPC2"
125,"ROI46","Dn5.2",20,34908008.22,3.768,63.3,12,6.7,"vPC2"
126,"ROI46","Dd1.2",5,34905941.45,3.767,63.25,15.4,12,"vPC2"
127,"ROI46","Do7.3",28,34505038.79,3.765,63.25,12.6,5,"vPC2"
128,"ROI46","Dn5.1",20,34468555.35,3.767,63.29,11.8,7.8,"vPC2"
129,"ROI46","Dd6.3",10,33974956.95,3.766,63.25,14.4,5,"vPC2"
130,"ROI46","Dd4.1",8,33657076.34,3.767,63.27,14.9,8.8,"vPC2"
131,"ROI46","Df3.1",14,33182611.52,3.765,63.24,14.6,5,"vPC2"
132,"ROI46","Dd7.2",11,32780543.24,3.766,63.25,16.5,19,"vPC2"
133,"ROI46","Dd4.2",8,32654361.62,3.767,63.26,14.7,5,"vPC2"
134,"ROI46","Dd2.3",6,32393625.09,3.763,63.23,18.8,20,"vPC2"
135,"ROI46","Dd7.3",11,32269756.21,3.767,63.27,16.3,16.4,"vPC2"
136,"ROI46","Dd7.1",11,32169689.05,3.766,63.26,15.7,13.1,"vPC2"
137,"ROI46","Df3.2",14,31100064.15,3.765,63.24,14.2,7,"vPC2"
138,"ROI46","Df3.3",14,30972241.18,3.764,63.24,14.2,7.4,"vPC2"
139,"ROI46","Dd2.2",6,30224601.53,3.765,63.24,16.1,14.2,"vPC2"
140,"ROI46","Dd2.1",6,29212440.82,3.765,63.24,15.6,5,"vPC2"
141,"ROI46","Df1.3",12,25824718.93,3.765,63.26,13.6,6.1,"vPC2"
142,"ROI46","Df1.1",12,25650840.27,3.766,63.26,13.6,8,"vPC2"
143,"ROI46","Df2.1",13,25586778.99,3.762,63.22,14.2,6,"vPC2"
144,"ROI46","Df1.2",12,25251423.14,3.766,63.26,13.7,5,"vPC2"
145,"ROI46","Dn4.1",19,25059082.55,3.769,63.31,14.5,12,"vPC2"
146,"ROI46","Do4.2",25,24829490.35,3.763,63.25,13.5,5,"vPC2"
147,"ROI46","Do4.1",25,24724181.71,3.762,63.24,11.8,5,"vPC2"
148,"ROI46","Do4.3",25,24538377.58,3.762,63.25,11.9,5,"vPC2"
149,"ROI46","Dn4.3",19,24469325.38,3.77,63.3,14.4,12.7,"vPC2"
150,"ROI46","Dn4.2",19,24216251.31,3.77,63.31,16.3,5,"vPC2"
151,"ROI46","Df2.2",13,24130722.41,3.762,63.22,15.1,5,"vPC2"
152,"ROI46","Df2.3",13,23538503.27,3.764,63.22,14.1,8.4,"vPC2"
153,"ROI46","Do5.3",26,22848116.61,3.764,63.27,11.9,5,"vPC2"
154,"ROI46","Df4.2",15,22666142.97,3.765,63.24,14.4,8.4,"vPC2"
155,"ROI46","Df4.1",15,22485633.86,3.766,63.25,14.3,9.1,"vPC2"
156,"ROI46","Df4.3",15,22270641.17,3.766,63.25,14.1,9.1,"vPC2"
157,"ROI46","Do2.1",23,21453221.17,3.761,63.23,13.6,17.9,"vPC2"
158,"ROI46","Do5.2",26,20940482.33,3.766,63.27,12.5,7,"vPC2"
159,"ROI46","Do5.1",26,20497825.78,3.765,63.27,11.8,5,"vPC2"
160,"ROI46","Do2.2",23,20459356.97,3.76,63.22,13.2,13.4,"vPC2"
161,"ROI46","Dn2.2",17,20429473.06,3.765,63.27,14,5,"vPC2"
162,"ROI46","Dn2.1",17,20202630.81,3.766,63.28,13.1,5,"vPC2"
163,"ROI46","Do2.3",23,19625530.75,3.762,63.22,12.7,9,"vPC2"
164,"ROI46","Dn2.3",17,19560969.29,3.766,63.27,13.3,5,"vPC2"
165,"ROI46","Dn3.2",18,8405192.95,3.761,63.23,13.3,20,"vPC2"
166,"ROI46","Dn3.3",18,8386911.26,3.761,63.23,13.2,20,"vPC2"
167,"ROI46","Dn3.1",18,8333062.44,3.761,63.23,13.6,20,"vPC2"
168,"ROI46","Dd3.3",7,8240263.18,3.761,63.21,16.7,20,"vPC2"
169,"ROI46","Dd3.2",7,7673840.01,3.761,63.21,14.5,6.1,"vPC2"
170,"ROI46","Dd3.1",7,7635160.92,3.761,63.21,14.3,5,"vPC2"
171,"ROI26","Do1.1",22,47266199.81,1.286,30.54,9,20,"vPC3"
172,"ROI26","Do3.3",24,46867825.82,1.286,30.54,8.5,20,"vPC3"
173,"ROI26","Do4.2",25,46805585.19,1.284,30.55,8.7,20,"vPC3"
174,"ROI26","Do4.3",25,45639150.37,1.284,30.55,8.2,20,"vPC3"
175,"ROI26","Do3.1",24,44677467.31,1.285,30.54,9,20,"vPC3"
176,"ROI26","Do4.1",25,44315408.26,1.285,30.53,8.4,20,"vPC3"
177,"ROI26","Do2.2",23,43984427.72,1.286,30.54,8.9,20,"vPC3"
178,"ROI26","Do2.1",23,43940575.25,1.286,30.54,8.7,20,"vPC3"
179,"ROI26","Do3.2",24,43340959.92,1.284,30.55,8,20,"vPC3"
180,"ROI26","Do1.3",22,43213925.74,1.287,30.53,8,20,"vPC3"
181,"ROI26","Do1.2",22,43199844.23,1.287,30.54,8.7,20,"vPC3"
182,"ROI26","Do5.3",26,43121660.47,1.282,30.54,8.5,20,"vPC3"
183,"ROI26","Dd3.3",7,42647954.52,1.287,30.53,9.9,20,"vPC3"
184,"ROI26","Dd3.2",7,41528239.72,1.287,30.53,10,20,"vPC3"
185,"ROI26","Do5.2",26,40437963.8,1.282,30.53,8,20,"vPC3"
186,"ROI26","Do5.1",26,39996814.63,1.282,30.54,8.7,20,"vPC3"
187,"ROI26","Do2.3",23,39342351.91,1.287,30.53,8.2,20,"vPC3"
188,"ROI26","Dd3.1",7,36980536.13,1.288,30.53,9.6,20,"vPC3"
189,"ROI26","Dn3.1",18,34402584.04,1.284,30.55,9.9,20,"vPC3"
190,"ROI26","Dc5.2",4,34188615.73,1.282,30.54,9,20,"vPC3"
191,"ROI26","Dc4.3",3,34114347.66,1.284,30.54,9.2,20,"vPC3"
192,"ROI26","Dc4.2",3,33558689.42,1.284,30.54,8.9,20,"vPC3"
193,"ROI26","Dn3.3",18,33343554.84,1.284,30.55,9.9,20,"vPC3"
194,"ROI26","Dc5.3",4,33153468.39,1.281,30.54,9.2,20,"vPC3"
195,"ROI26","Dc5.1",4,31706499.21,1.283,30.54,9,20,"vPC3"
196,"ROI26","Dn3.2",18,30894207.38,1.284,30.55,10,20,"vPC3"
197,"ROI26","Dc4.1",3,30822213.69,1.284,30.54,8.4,20,"vPC3"
198,"ROI26","Do6.2",27,27902314.72,1.28,30.54,9.3,20,"vPC3"
199,"ROI26","Dc2.1",1,27229501.78,1.274,30.54,10.2,20,"vPC3"
200,"ROI26","Df4.1",15,26887633.57,1.276,30.55,8.6,20,"vPC3"
201,"ROI26","Do6.3",27,26709000.1,1.283,30.54,9.3,20,"vPC3"
202,"ROI26","Df2.1",13,26382316.42,1.282,30.55,8.3,20,"vPC3"
203,"ROI26","Do7.2",28,26377900.54,1.281,30.54,8.7,20,"vPC3"
204,"ROI26","Dc2.2",1,26089674.35,1.275,30.54,9.4,20,"vPC3"
205,"ROI26","Df4.3",15,26021432.2,1.276,30.55,8.1,20,"vPC3"
206,"ROI26","Do6.1",27,25728949.69,1.281,30.54,8.4,20,"vPC3"
207,"ROI26","Df2.2",13,24608573.76,1.283,30.55,8.4,20,"vPC3"
208,"ROI26","Dc2.3",1,24476438.5,1.275,30.54,9.6,20,"vPC3"
209,"ROI26","Do7.1",28,24328565.88,1.282,30.54,8.7,20,"vPC3"
210,"ROI26","Df1.1",12,24138241.16,1.281,30.55,8.7,20,"vPC3"
211,"ROI26","Df4.2",15,23918050.07,1.277,30.55,8.4,20,"vPC3"
212,"ROI26","Do7.3",28,22900248.88,1.282,30.53,8.2,20,"vPC3"
213,"ROI26","Dc3.1",2,22607062.17,1.272,30.54,11.4,20,"vPC3"
214,"ROI26","Df2.3",13,22085646.56,1.282,30.54,7.5,20,"vPC3"
215,"ROI26","Dd1.3",5,21688472.82,1.28,30.54,9,20,"vPC3"
216,"ROI26","Df3.1",14,21656387.61,1.281,30.55,8.7,20,"vPC3"
217,"ROI26","Df3.2",14,21558741.4,1.281,30.55,9,20,"vPC3"
218,"ROI26","Df1.2",12,21550608.85,1.281,30.54,8.6,20,"vPC3"
219,"ROI26","Df1.3",12,21529445.03,1.281,30.55,9,20,"vPC3"
220,"ROI26","Dn2.1",17,21483163.2,1.28,30.54,11.9,20,"vPC3"
221,"ROI26","Dd2.1",6,21089569.13,1.282,30.54,8.7,20,"vPC3"
222,"ROI26","Dd2.2",6,21030414.29,1.282,30.54,9,20,"vPC3"
223,"ROI26","Dc3.2",2,21013692.18,1.271,30.54,11.5,20,"vPC3"
224,"ROI26","Dn2.2",17,20937062.22,1.28,30.54,12.6,20,"vPC3"
225,"ROI26","Df3.3",14,20782804.4,1.281,30.55,8.9,20,"vPC3"
226,"ROI26","Dd2.3",6,20530811.74,1.283,30.54,8.8,20,"vPC3"
227,"ROI26","Dd7.2",11,20303955.84,1.28,30.53,9.4,20,"vPC3"
228,"ROI26","Dd1.1",5,19964952.67,1.28,30.54,8.8,20,"vPC3"
229,"ROI26","Dd4.3",8,19795804.31,1.278,30.54,8.5,20,"vPC3"
230,"ROI26","Dd6.2",10,19542987.08,1.282,30.54,8.7,20,"vPC3"
231,"ROI26","Dc3.3",2,19416770.73,1.271,30.54,10.2,20,"vPC3"
232,"ROI26","Dd6.1",10,19101650.78,1.282,30.54,8.6,20,"vPC3"
233,"ROI26","Dd7.3",11,18840126.84,1.278,30.54,8.9,20,"vPC3"
234,"ROI26","Dn2.3",17,18480209.5,1.28,30.53,11.5,20,"vPC3"
235,"ROI26","Dd4.1",8,18365449.56,1.277,30.54,8,20,"vPC3"
236,"ROI26","Dd7.1",11,18162082.64,1.28,30.53,9.1,20,"vPC3"
237,"ROI26","Dc1.3",0,17948110.96,1.277,30.53,8.8,20,"vPC3"
238,"ROI26","Dd5.1",9,17846848.1,1.275,30.54,8.8,20,"vPC3"
239,"ROI26","Dd1.2",5,17826037.19,1.28,30.52,8.6,20,"vPC3"
240,"ROI26","Dd6.3",10,17546994.04,1.283,30.53,7.6,20,"vPC3"
241,"ROI26","Dc1.2",0,17223660.31,1.277,30.53,8.7,20,"vPC3"
242,"ROI26","Dd5.2",9,16747922.6,1.274,30.54,10.2,20,"vPC3"
243,"ROI26","Dc1.1",0,16659945.76,1.277,30.53,8.5,20,"vPC3"
244,"ROI26","Dn5.3",20,16557943.72,1.28,30.54,9.4,20,"vPC3"
245,"ROI26","Dd4.2",8,16334798.36,1.279,30.53,8.4,20,"vPC3"
246,"ROI26","Dn5.2",20,16281147.93,1.278,30.54,9.7,20,"vPC3"
247,"ROI26","Dd5.3",9,16042843.15,1.275,30.54,8.5,20,"vPC3"
248,"ROI26","Dn5.1",20,15892755.95,1.279,30.54,10.2,20,"vPC3"
249,"ROI26","Dn1.3",16,15860530.32,1.274,30.54,9.7,20,"vPC3"
250,"ROI26","Dn1.1",16,15679397.16,1.276,30.53,9.2,20,"vPC3"
251,"ROI26","Dn1.2",16,15082015.46,1.275,30.53,9.6,20,"vPC3"
252,"ROI26","Dn4.2",19,12793050.64,1.275,30.55,11,20,"vPC3"
253,"ROI26","Dn4.3",19,12720943.67,1.274,30.54,11.5,20,"vPC3"
254,"ROI26","Dn4.1",19,12665698.2,1.275,30.55,8.9,20,"vPC3"
255,"ROI26","Dn6.2",21,11197811.08,1.271,30.54,9.2,20,"vPC3"
256,"ROI26","Dn6.3",21,10691476.59,1.271,30.53,9.3,20,"vPC3"
257,"ROI26","Dn6.1",21,10272589.99,1.272,30.54,8.7,20,"vPC3"
258,"ROI26","Do1.1",22,44178715.29,1.327,30.05,20,20,"vPC4"
259,"ROI26","Dc5.1",4,44145372.39,1.325,30.06,20,20,"vPC4"
260,"ROI26","Do1.3",22,43412588.94,1.328,30.03,20,20,"vPC4"
261,"ROI26","Dc5.2",4,43191261.59,1.325,30.06,20,20,"vPC4"
262,"ROI26","Do1.2",22,42955187.78,1.327,30.05,20,20,"vPC4"
263,"ROI26","Do3.3",24,42752591.69,1.327,30.06,20,20,"vPC4"
264,"ROI26","Dc4.1",3,42745269.57,1.326,30.08,20,20,"vPC4"
265,"ROI26","Dc5.3",4,42183911.93,1.323,30.07,20,20,"vPC4"
266,"ROI26","Dc4.3",3,41217710.95,1.326,30.08,20,20,"vPC4"
267,"ROI26","Dc4.2",3,41036388.6,1.327,30.08,20,20,"vPC4"
268,"ROI26","Do3.2",24,39015940.97,1.326,30.06,20,20,"vPC4"
269,"ROI26","Do2.1",23,38197012.04,1.327,30.06,20,20,"vPC4"
270,"ROI26","Do2.2",23,38194936.36,1.327,30.06,20,20,"vPC4"
271,"ROI26","Do3.1",24,37956305.1,1.326,30.06,20,20,"vPC4"
272,"ROI26","Do2.3",23,37066690.08,1.328,30.04,20,20,"vPC4"
273,"ROI26","Do4.2",25,35245512.87,1.326,30.06,20,20,"vPC4"
274,"ROI26","Do4.3",25,34885667.56,1.326,30.05,20,20,"vPC4"
275,"ROI26","Do4.1",25,34687948.26,1.326,30.05,20,20,"vPC4"
276,"ROI26","Dc2.2",1,32848573.08,1.318,30.06,20,20,"vPC4"
277,"ROI26","Do5.3",26,32582930.47,1.323,30.05,20,20,"vPC4"
278,"ROI26","Dc2.3",1,32568489.6,1.318,30.07,20,20,"vPC4"
279,"ROI26","Dc2.1",1,31986918.2,1.316,30.06,20,20,"vPC4"
280,"ROI26","Do5.1",26,28488184.86,1.323,30.05,20,20,"vPC4"
281,"ROI26","Dc3.1",2,27864623.21,1.314,30.05,20,20,"vPC4"
282,"ROI26","Dc3.2",2,27657599.64,1.314,30.06,20,20,"vPC4"
283,"ROI26","Dc3.3",2,27413250.76,1.314,30.05,20,20,"vPC4"
284,"ROI26","Dn2.1",17,28622082.35,1.31,30.13,20,20,"vPC4"
285,"ROI26","Dn2.2",17,28653407.42,1.31,30.12,20,20,"vPC4"
286,"ROI26","Dn4.3",19,25049451.47,1.311,30.15,20,20,"vPC4"
287,"ROI26","Do5.2",26,24955732.25,1.324,30.02,20,20,"vPC4"
288,"ROI26","Dn2.3",17,28556049.28,1.311,30.11,20,20,"vPC4"
289,"ROI26","Do7.2",28,23953170.06,1.323,30.05,20,20,"vPC4"
290,"ROI26","Dn4.1",19,23857709.88,1.311,30.15,19.5,20,"vPC4"
291,"ROI26","Df2.1",13,23636698.88,1.324,30.06,20,20,"vPC4"
292,"ROI26","Dn4.2",19,23559132.21,1.311,30.17,20,20,"vPC4"
293,"ROI26","Do6.2",27,23464176.74,1.322,30.05,20,20,"vPC4"
294,"ROI26","Do6.3",27,23332334.55,1.325,30.05,20,20,"vPC4"
295,"ROI26","Do6.1",27,22434238.25,1.322,30.05,20,20,"vPC4"
296,"ROI26","Do7.1",28,22396048.96,1.323,30.05,20,20,"vPC4"
297,"ROI26","Df2.2",13,22065558.07,1.324,30.06,20,20,"vPC4"
298,"ROI26","Do7.3",28,21543842.12,1.323,30.04,20,20,"vPC4"
299,"ROI26","Df4.1",15,21305946.87,1.318,30.08,20,20,"vPC4"
300,"ROI26","Df4.3",15,21231540.7,1.318,30.08,20,20,"vPC4"
301,"ROI26","Df4.2",15,20964163.41,1.319,30.07,20,20,"vPC4"
302,"ROI26","Df2.3",13,20394703.56,1.324,30.04,20,20,"vPC4"
303,"ROI26","Df1.1",12,20107152.49,1.322,30.08,20,20,"vPC4"
304,"ROI26","Df3.1",14,20044415.24,1.322,30.07,20,20,"vPC4"
305,"ROI26","Dc1.3",0,20028477.74,1.32,30.04,20,20,"vPC4"
306,"ROI26","Dc1.2",0,19726496.14,1.32,30.05,20,20,"vPC4"
307,"ROI26","Dd2.2",6,19495930.16,1.322,30.04,20,20,"vPC4"
308,"ROI26","Dc1.1",0,19398498.71,1.32,30.05,20,20,"vPC4"
309,"ROI26","Df1.3",12,19321036.25,1.322,30.07,20,20,"vPC4"
310,"ROI26","Dd2.3",6,19304149.63,1.323,30.04,20,20,"vPC4"
311,"ROI26","Dn1.1",16,19259706.01,1.313,30.11,20,20,"vPC4"
312,"ROI26","Dd2.1",6,19153166.53,1.322,30.05,20,20,"vPC4"
313,"ROI26","Dd4.3",8,19102344.27,1.318,30.05,20,20,"vPC4"
314,"ROI26","Dd1.3",5,19028780.41,1.32,30.05,20,20,"vPC4"
315,"ROI26","Df3.2",14,19003997.28,1.322,30.07,20,20,"vPC4"
316,"ROI26","Df3.3",14,18897221.31,1.322,30.07,20,20,"vPC4"
317,"ROI26","Df1.2",12,18819214.63,1.322,30.05,20,20,"vPC4"
318,"ROI26","Dn1.3",16,18811197.66,1.312,30.12,20,20,"vPC4"
319,"ROI26","Dn1.2",16,18758100.3,1.313,30.11,20,20,"vPC4"
320,"ROI26","Dd3.3",7,18297289.11,1.326,30.06,20,20,"vPC4"
321,"ROI26","Dd4.1",8,18185499.08,1.318,30.05,20,20,"vPC4"
322,"ROI26","Dd3.2",7,18055101.2,1.326,30.06,20,20,"vPC4"
323,"ROI26","Dn5.1",20,17958285.19,1.311,30.11,20,20,"vPC4"
324,"ROI26","Dn5.2",20,17906187.71,1.311,30.12,20,20,"vPC4"
325,"ROI26","Dd1.1",5,17654003.75,1.32,30.05,20,20,"vPC4"
