"NO","ROI_ID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_vPC"
19874,"ROI383","Dn3.1","18",706161.75,3.676,61.79,20,20,"vPC263"
19875,"ROI512","Dd5.2","38",706151.1,7.152,128.57,20,20,"vPC987"
19877,"ROI50","Dc5.1","4",706054.02,3.666,65.61,5,20,"vPC135"
19878,"ROI278","Df4.1","15",706025.03,1.723,40.64,20,20,"vPC333"
19881,"ROI81","Dd4.1","8",705816.47,3.378,74.68,9.8,20,"vPC831"
19883,"ROI386","Dc4.2","32",705779.51,4.14,66.31,20,20,"vPC989"
19885,"ROI181","Dn4.1","19",705572.33,4.235,104.05,20,20,"vPC919"
19887,"ROI27","Do6.3","85",705543.41,1.258,32.91,20,20,"vPC616"
19888,"ROI275","Df4.1","15",705536.15,1.921,30.52,13.7,20,"vPC954"
19890,"ROI144","Dn3.2","47",705512.64,1.497,29.08,20,20,"vPC912"
19891,"ROI43","Dd2.2","35",918317.31,3.876,61.28,20,5,"vPC650"
19893,"ROI184","Do2.2","52",1082298.85,3.665,72.71,20,20,"vPC108"
19894,"ROI33","Dn1.2","45",705351.5,2.993,40.49,20,20,"vPC349"
19896,"ROI56","Dd1.3","63",705338.65,3.47,64.31,5,20,"vPC755"
19897,"ROI392","Dd3.1","7",705289.2,3.645,67.28,20,20,"vPC229"
19899,"ROI208","Dn5.2","49",705217.69,3.501,60.71,13.3,20,"vPC805"
19900,"ROI145","Dn1.1","16",705207.99,1.771,25.52,20,20,"vPC621"
19901,"ROI3","Dd5.1","9",705196.43,0.971,12.159,20,20,"vPC690"
19902,"ROI417","Df3.1","14",705075.99,6.689,115.99,20,20,"vPC562"
19903,"ROI63","Dd1.1","5",705071.52,4.444,63.84,20,20,"vPC300"
19904,"ROI31","Dc3.1","2",705070.89,2.551,30.54,7.3,20,"vPC471"
19905,"ROI142","Df1.3","70",705038.07,1.131,23.52,20,20,"vPC1058"
19906,"ROI10","Dd7.1","11",705027.14,1.026,17.74,16.4,20,"vPC502"
19907,"ROI384","Dd5.2","38",705016.62,3.539,62.56,20,20,"vPC833"
19908,"ROI119","Do1.1","22",704973.5,5.234,71.69,17.3,5,"vPC1067"
19909,"ROI261","Dc3.1","2",704972.6,2.181,28.47,20,20,"vPC481"
19910,"ROI131","Dn1.1","16",704954.5,5.306,128.91,20,20,"vPC293"
19911,"ROI63","Do3.1","24",704930.92,4.428,63.64,5,20,"vPC785"
19912,"ROI232","Dn1.2","45",704928.89,1.918,28.97,20,20,"vPC493"
19914,"ROI401","Dn5.1","20",704875.76,3.707,83.57,20,20,"vPC1046"
19915,"ROI384","Dc4.3","61",704849.12,3.538,62.73,20,20,"vPC833"
19917,"ROI475","Do4.3","83",704771.99,3.278,53.67,17.4,20,"vPC360"
19919,"ROI145","Dn3.3","76",704720.49,1.788,25.27,20,20,"vPC621"
19920,"ROI52","Do1.2","51",960776.67,3.566,64.92,13.8,20,"vPC552"
19921,"ROI91","Dn5.1","20",704676.34,3.443,77.43,20,20,"vPC578"
19923,"ROI280","Do4.2","54",704607.68,1.129,40.87,20,20,"vPC678"
19925,"ROI39","Dd4.2","37",704589.77,3.858,57.18,8,5,"vPC401"
19926,"ROI115","Dc3.3","60",704418.79,4.895,102.46,20,20,"vPC603"
19929,"ROI120","Dn2.3","75",704355.07,6.721,105.05,20,20,"vPC668"
19930,"ROI49","Dd3.2","36",704340.42,3.733,63.86,5,20,"vPC188"
19931,"ROI280","Df1.1","12",704286.7,1.094,40.57,20,20,"vPC599"
19932,"ROI392","Dc5.3","62",704237.26,3.651,68.38,20,20,"vPC683"
19933,"ROI39","Dc2.1","1",704231.9,3.615,56.36,20,20,"vPC787"
19934,"ROI87","Do2.3","81",704121.65,3.235,74.84,20,20,"vPC295"
19935,"ROI181","Df3.1","14",704043.76,4.252,105.11,20,5,"vPC392"
19937,"ROI95","Dc1.1","0",703976.76,3.149,77.83,20,20,"vPC763"
19938,"ROI260","Dn3.1","18",703946.42,1.457,33.04,20,20,"vPC526"
19939,"ROI501","Df1.2","41",703888.17,3.653,78.81,16.3,6.2,"vPC1032"
19940,"ROI260","Do5.2","55",703866.01,1.392,33.66,20,20,"vPC1068"
19941,"ROI145","Dn3.2","47",703862.81,1.788,25.27,20,20,"vPC621"
19943,"ROI151","Dn1.2","45",703825.5,2.062,29.17,20,20,"vPC720"
19944,"ROI17","Dd1.1","5",703811.29,1.388,21.02,20,20,"vPC385"
19945,"ROI363","Dn3.3","76",703795.02,1.376,37.19,20,20,"vPC935"
19946,"ROI78","Do1.3","80",703786.62,3.424,71.04,11.3,20,"vPC90"
19947,"ROI31","Dc3.2","31",703781.38,2.552,30.5,8.1,20,"vPC471"
19949,"ROI18","Dc1.1","0",703748.41,1.506,21.98,20,20,"vPC236"
19951,"ROI121","Do4.3","83",703696.65,6.657,104.19,20,20,"vPC767"
19952,"ROI392","Dc1.2","29",703561.57,3.653,68.34,20,20,"vPC683"
19954,"ROI295","Dn3.2","47",703530.4,3.861,72.35,20,20,"vPC157"
19956,"ROI81","Dc3.2","31",703341.37,3.364,74.43,20,20,"vPC831"
19957,"ROI307","Df3.1","14",703322.12,4.49,104.35,17.3,5,"vPC393"
19959,"ROI506","Dd1.2","34",703250.08,4.055,73.05,20,20,"vPC800"
19961,"ROI378","Dc2.2","30",703223.08,3.881,62.22,17,5,"vPC126"
19962,"ROI202","Dc2.2","30",703175.24,4.547,64.85,20,20,"vPC764"
19963,"ROI10","Dn6.1","21",703062.53,1.043,17.32,20,20,"vPC932"
19964,"ROI50","Df1.3","70",702955.78,3.645,65.11,20,20,"vPC190"
19966,"ROI78","Dc1.2","29",702842.14,3.45,72.18,12.6,20,"vPC670"
19968,"ROI453","Do2.1","23",702759.36,3.727,71.25,19.8,20,"vPC662"
19973,"ROI112","Dd1.3","63",702441.05,4.446,98.54,20,20,"vPC779"
19974,"ROI87","Dc2.3","59",702421.11,3.273,74.84,20,20,"vPC389"
19975,"ROI31","Df2.3","71",702229.26,2.551,30.52,5,20,"vPC471"
19976,"ROI384","Dn3.2","47",702224.04,3.569,61.95,20,20,"vPC311"
19977,"ROI152","Dn4.2","48",702198.93,2.069,27.19,20,20,"vPC931"
19978,"ROI59","Dd6.1","10",702159.51,4.109,65.76,13.4,20,"vPC543"
19979,"ROI348","Do4.2","54",702103.8,1.25,24.03,20,5,"vPC995"
19982,"ROI317","Dn3.2","47",701975.95,2.136,26.96,20,20,"vPC694"
19983,"ROI120","Dd2.2","35",701812.81,6.773,104.99,20,20,"vPC797"
19984,"ROI279","Df4.3","73",701805.65,1.039,38.32,12.9,20,"vPC329"
19985,"ROI102","Dd2.2","35",701766.38,4.041,79.08,9.1,20,"vPC567"
19986,"ROI279","Dd3.3","65",701753.49,1.086,38.29,20,20,"vPC886"
19988,"ROI213","Df1.3","70",701658.92,0.865,12.224,20,20,"vPC405"
19989,"ROI453","Dd6.2","39",701656.65,3.715,71.87,20,20,"vPC742"
19990,"ROI120","Dd7.3","69",701631.57,6.728,105.16,20,20,"vPC1071"
19991,"ROI87","Dc2.1","1",701622.8,3.206,74.87,20,20,"vPC187"
19992,"ROI401","Dc2.2","30",701610.92,3.707,83.56,20,20,"vPC1046"
19993,"ROI8","Do1.3","80",701566.21,1.514,15.52,15.3,20,"vPC585"
19995,"ROI39","Df4.2","44",701473.57,3.865,56.88,19.7,20,"vPC401"
19996,"ROI39","Dc1.2","29",701472.59,3.659,56.44,20,20,"vPC520"
19997,"ROI146","Dn6.3","79",701444.05,1.844,26.94,20,20,"vPC772"
19998,"ROI88","Dc2.2","30",701414.08,3.54,75.38,20,20,"vPC996"
20000,"ROI50","Dc2.1","1",701337.24,3.651,65.13,20,5,"vPC190"
20001,"ROI211","Do1.3","80",701330.46,2.006,40.85,20,20,"vPC783"
20002,"ROI84","Df1.1","12",701306.69,3.517,72.19,20,20,"vPC366"
20003,"ROI151","Dn1.3","74",701289.79,2.061,29.17,20,20,"vPC720"
20005,"ROI135","Dn1.3","74",701147.4,1.002,22.52,20,20,"vPC544"
20006,"ROI516","Dd4.2","37",701118.11,7.004,111.51,20,20,"vPC848"
20007,"ROI363","Dn3.2","47",701094.42,1.376,37.2,20,20,"vPC935"
20008,"ROI377","Do4.1","25",701079.74,3.484,77.51,20,20,"vPC428"
20009,"ROI377","Dn3.3","76",701014.76,3.487,75.45,20,20,"vPC472"
20011,"ROI363","Do5.1","26",700851.11,1.353,37.22,20,20,"vPC935"
20012,"ROI102","Do6.3","85",700739.7,4.037,79.09,6.2,20,"vPC567"
20013,"ROI491","Dc4.1","3",700717.51,4.864,105.22,19.2,20,"vPC1073"
20014,"ROI391","Dn6.3","79",700700.24,3.908,70.6,20,20,"vPC459"
20018,"ROI35","Do3.1","24",700427.92,3.107,49.42,20,20,"vPC508"
20021,"ROI11","Do7.2","57",700333.53,1.068,18.96,20,20,"vPC452"
20023,"ROI360","Do3.1","24",700214.51,1.358,34.85,20,20,"vPC880"
20024,"ROI411","Dc4.3","61",700198.77,6.734,113.95,20,20,"vPC1005"
20027,"ROI91","Dc1.3","58",699779.43,3.444,77.47,20,20,"vPC578"
20028,"ROI491","Dc4.2","32",699750.69,4.864,105.23,18.8,20,"vPC1073"
20029,"ROI46","Df4.3","73",699720.19,3.75,62.48,5,20,"vPC335"
20031,"ROI377","Dd2.3","64",699617.75,3.482,75.41,20,20,"vPC472"
20032,"ROI212","Dd4.2","37",699595.59,1.32,26.07,20,20,"vPC550"
20033,"ROI102","Dd6.2","39",699527.79,4.04,79.09,5.8,20,"vPC567"
20034,"ROI232","Dn1.1","16",699442.59,1.918,28.97,20,20,"vPC493"
20036,"ROI181","Dn6.2","50",699273.67,4.236,104.04,20,20,"vPC919"
20038,"ROI444","Do3.3","82",699050.82,5.378,132.56,20,20,"vPC985"
20039,"ROI226","Dn4.1","19",698979.02,1.169,29.09,20,20,"vPC482"
20040,"ROI34","Dd6.2","39",698953.93,2.755,41.07,20,20,"vPC312"
20041,"ROI134","Dd5.1","9",698841.76,0.973,21.98,12.6,20,"vPC534"
20042,"ROI73","Dn3.2","47",698832,3.781,70.98,20,20,"vPC193"
20044,"ROI299","Df3.2","43",698729.59,3.565,79.09,20,20,"vPC975"
20045,"ROI401","Dc2.3","59",698720.53,3.698,83.54,20,20,"vPC1046"
20046,"ROI59","Dn1.1","16",698659.46,4.109,65.76,13.1,20,"vPC543"
20049,"ROI246","Dc5.2","33",698430.12,3.741,68.59,20,20,"vPC398"
20050,"ROI83","Dc1.1","0",698388.25,3.478,74.86,20,20,"vPC507"
20051,"ROI73","Do4.3","83",698195.98,3.813,71.64,14.6,14.2,"vPC158"
20052,"ROI6","Dd1.2","34",698108.19,1.015,14.972,20,20,"vPC622"
20053,"ROI246","Dc5.3","62",697901.5,3.742,68.59,20,20,"vPC398"
20056,"ROI417","Dn6.2","50",697753.13,6.675,115.1,9.9,20,"vPC1077"
20057,"ROI261","Dc3.3","60",697716.75,2.18,28.46,20,20,"vPC481"
20058,"ROI54","Dd6.1","10",697699.73,3.303,49.6,5,5,"vPC171"
20061,"ROI87","Do6.3","85",697422.78,3.164,74.85,20,20,"vPC233"
20062,"ROI61","Dn1.3","74",697422.04,4.207,63.76,20,20,"vPC272"
20063,"ROI18","Dd7.3","69",697420.51,1.496,21.97,20,20,"vPC236"
20064,"ROI34","Dd6.1","10",697419.35,2.754,41.07,20,20,"vPC312"
20065,"ROI364","Do4.1","25",697402.63,0.944,47.03,20,5,"vPC1031"
20066,"ROI121","Do6.3","85",697364.09,6.656,104.25,20,20,"vPC767"
20067,"ROI231","Do5.3","84",697318.94,1.824,29.13,20,20,"vPC998"
20068,"ROI59","Dn3.2","47",697283.81,4.108,65.83,20,20,"vPC543"
20069,"ROI11","Dd5.3","67",697279.7,1.062,19.03,20,20,"vPC452"
20070,"ROI384","Df3.3","72",697277.92,3.54,62.64,20,20,"vPC833"
20071,"ROI84","Dd6.3","68",697243.06,3.516,72.17,20,20,"vPC366"
20072,"ROI83","Dc1.1","0",697140.28,3.55,74.53,20,20,"vPC576"
20073,"ROI95","Dc1.3","58",697130.62,3.149,77.83,20,20,"vPC763"
20074,"ROI247","Dn4.1","19",697121.94,3.75,78.69,14.5,20,"vPC1047"
20079,"ROI152","Dn4.3","77",696937.24,2.068,27.07,20,20,"vPC931"
20080,"ROI115","Dc5.1","4",696899.83,4.891,102.53,20,20,"vPC603"
20081,"ROI59","Dd6.2","39",696775.19,4.109,65.77,14,20,"vPC543"
20083,"ROI246","Df1.2","41",696718.37,3.746,68.6,20,20,"vPC398"
20084,"ROI181","Dn4.3","77",696672.46,4.237,104.05,20,20,"vPC919"
20085,"ROI153","Dn1.1","16",696637.82,2.301,34.76,20,20,"vPC575"
20089,"ROI10","Do3.2","53",696550.13,1.028,17.65,16.4,20,"vPC502"
20090,"ROI334","Dn5.2","49",696548.48,0.943,21.73,20,20,"vPC758"
20091,"ROI121","Dc5.1","4",696465.17,6.65,104.11,20,20,"vPC767"
20093,"ROI126","Df3.3","72",696440.93,6.768,116.6,20,20,"vPC774"
20094,"ROI146","Dn6.3","79",696405.89,1.776,26.94,20,20,"vPC475"
20096,"ROI27","Do7.2","57",696351.83,1.257,32.92,18.6,20,"vPC616"
20097,"ROI25","Dn5.1","20",696192.43,2.022,27.92,20,20,"vPC213"
20098,"ROI37","Dn1.3","74",696158.04,3.232,54.72,10.9,20,"vPC60"
20099,"ROI276","Dn3.2","47",696134.83,1.967,32.87,20,20,"vPC317"
20103,"ROI20","Dc5.3","62",696076.7,1.597,26.48,19.6,20,"vPC1053"
20104,"ROI212","Do6.2","56",695993.12,1.32,25.9,20,20,"vPC550"
20105,"ROI102","Df3.2","43",695971.95,4.04,79.09,7.4,20,"vPC567"
20106,"ROI378","Dd5.2","38",695915.11,3.882,61.32,20,20,"vPC680"
20107,"ROI364","Do5.3","84",695913.52,0.94,47.03,20,5,"vPC1031"
20108,"ROI516","Dd1.3","63",695882.71,7.003,111.48,20,20,"vPC848"
20109,"ROI50","Df1.1","12",695854.44,3.645,65.11,20,20,"vPC190"
20110,"ROI5","Dn2.1","17",695848.58,0.963,14.225,17.7,20,"vPC423"
20113,"ROI91","Do5.2","55",695751.1,3.442,77.5,20,20,"vPC578"
20115,"ROI10","Dd1.3","63",695688.96,1.025,17.73,15.1,20,"vPC502"
20116,"ROI70","Dd3.1","7",695685.49,3.905,70.9,12.2,20,"vPC459"
20117,"ROI271","Df3.1","14",695575.39,1.589,31.24,20,20,"vPC955"
20118,"ROI196","Dc5.1","4",695571.52,2.746,38.5,17.7,20,"vPC601"
20119,"ROI392","Do7.2","57",695556.08,3.666,67.31,20,20,"vPC229"
20121,"ROI252","Dn5.1","20",695528.91,4.73,86.13,8.3,20,"vPC571"
20122,"ROI260","Do3.2","53",695515.19,1.446,32.9,20,20,"vPC606"
20124,"ROI315","Df4.1","15",695450.79,7.329,130.12,20,20,"vPC986"
20125,"ROI280","Df1.3","70",695433.27,1.096,40.57,20,20,"vPC599"
20126,"ROI37","Dd4.3","66",695426.84,3.195,54.6,5,20,"vPC159"
20127,"ROI77","Dd6.2","39",695387.62,3.71,72.71,20,20,"vPC89"
20128,"ROI55","Dn5.1","20",695385.23,3.528,64.16,20,20,"vPC41"
20130,"ROI57","Dn2.2","46",695336.62,3.418,65.19,20,20,"vPC564"
20131,"ROI385","Dc5.2","33",695332.19,4.068,66.29,20,20,"vPC1079"
20132,"ROI120","Dc4.1","3",695274.66,6.719,104.73,20,20,"vPC668"
20133,"ROI377","Dn3.2","47",695258.79,3.485,77.54,20,20,"vPC428"
20134,"ROI111","Do1.3","80",695201.14,4.873,100.43,7.1,5,"vPC860"
20135,"ROI384","Df2.1","13",695152.35,3.575,62.66,20,20,"vPC666"
20138,"ROI98","Dd1.3","63",694995.84,4.109,75.42,5,20,"vPC737"
20139,"ROI140","Dn3.2","47",694982.29,1.084,20.27,20,20,"vPC1069"
20140,"ROI10","Dc5.3","62",694963.71,1.025,17.65,14.7,20,"vPC502"
20141,"ROI285","Do4.3","83",694945.12,0.882,51.45,20,9.3,"vPC489"
20142,"ROI126","Df2.1","13",694930.45,6.767,116.58,20,20,"vPC774"
20143,"ROI115","Dc5.2","33",694821.48,4.891,102.53,20,20,"vPC603"
20145,"ROI26","Df3.1","14",694747.01,1.375,30.43,8.2,20,"vPC397"
20146,"ROI98","Dn3.2","47",694731.66,4.049,76.53,20,20,"vPC106"
20147,"ROI83","Dn2.3","75",694684.95,3.519,74.55,20,20,"vPC382"
20148,"ROI95","Df4.1","15",694607.99,3.145,77.84,20,20,"vPC763"
20150,"ROI8","Dd5.1","9",694547.18,1.518,15.61,20,20,"vPC585"
20151,"ROI223","Dn5.1","20",694539.33,1.049,23.73,20,20,"vPC925"
20152,"ROI63","Df3.3","72",694528.69,4.444,63.85,20,20,"vPC300"
20153,"ROI87","Dc5.1","4",952095.85,3.2,74.84,20,20,"vPC187"
20154,"ROI39","Do6.1","27",694514.6,3.862,57.1,9.8,5,"vPC401"
20157,"ROI119","Dc4.3","61",694324.42,5.258,71.61,20,20,"vPC246"
20159,"ROI140","Dn3.3","76",694304.14,1.083,20.27,20,20,"vPC1069"
20160,"ROI62","Dd6.3","68",694265.7,4.356,63.15,20,20,"vPC627"
20161,"ROI95","Df4.3","73",694248.02,3.145,77.86,20,20,"vPC763"
20163,"ROI39","Dn3.3","76",694220.18,3.606,56.34,20,20,"vPC787"
20164,"ROI87","Df2.2","42",694195.88,3.175,74.88,20,20,"vPC233"
20167,"ROI280","Do5.1","26",694116.8,1.153,40.35,20,20,"vPC673"
20169,"ROI261","Df2.3","71",694040.98,2.195,28.43,20,20,"vPC481"
20170,"ROI153","Dd5.3","67",693855.34,2.3,34.71,12.5,20,"vPC575"
20172,"ROI126","Dd5.2","38",693752.1,6.766,115.8,20,20,"vPC704"
20173,"ROI58","Df2.3","71",693737.04,4.02,65,20,17.7,"vPC322"
20174,"ROI94","Df4.1","15",693725.83,3.207,77.89,20,20,"vPC1064"
20176,"ROI126","Dc4.3","61",693700.91,6.753,115.74,20,20,"vPC704"
20178,"ROI104","Dc3.3","60",693639.92,3.968,83,6.2,5,"vPC258"
20179,"ROI50","Dn2.2","46",693630.44,3.705,64.96,20,20,"vPC219"
20180,"ROI87","Do7.2","57",693559.42,3.164,74.88,20,20,"vPC233"
20181,"ROI102","Do7.1","28",693524.11,4.035,79.11,5,20,"vPC567"
20183,"ROI39","Df2.2","42",693415.48,3.866,56.43,13.2,20,"vPC380"
20184,"ROI336","Dn1.3","74",693406.76,1.513,31.48,20,20,"vPC753"
20185,"ROI94","Do5.3","84",693401.8,3.243,77.77,20,20,"vPC273"
20187,"ROI375","Df1.3","70",693299.13,3.649,73.01,17.4,19.7,"vPC67"
20188,"ROI348","Dn1.2","45",693250.79,1.263,23.64,20,20,"vPC607"
20189,"ROI336","Dn5.2","49",693155.23,1.512,31.49,20,20,"vPC753"
20190,"ROI279","Dn3.3","76",693143.42,1.054,38.32,20,20,"vPC329"
20191,"ROI348","Dn1.3","74",693140.23,1.264,23.65,20,20,"vPC607"
20192,"ROI401","Dc1.1","0",693103.36,3.697,83.51,20,20,"vPC1046"
20193,"ROI430","Dn3.2","47",693043.3,1.683,30.13,20,20,"vPC821"
20194,"ROI99","Dn3.3","76",692977.52,4.044,77.36,18.1,20,"vPC98"
20195,"ROI289","Do1.1","22",692917,2.049,20.58,6.2,5,"vPC769"
20197,"ROI29","Dd4.2","37",692885.58,2.268,35.14,20,11.7,"vPC117"
20198,"ROI39","Df2.2","42",1378129.52,3.708,56.41,20,20,"vPC321"
20199,"ROI514","Dd5.3","67",692775.87,7.162,130.7,11.5,20,"vPC997"
20200,"ROI237","Dn2.3","75",937629.15,2.325,49.66,20,20,"vPC491"
20201,"ROI420","Do4.1","25",692739.82,4.93,73.84,20,20,"vPC963"
20202,"ROI18","Dd2.3","64",692677.59,1.515,21.98,20,20,"vPC236"
20203,"ROI330","Do5.2","55",692607.92,0.873,20.31,20,20,"vPC820"
20204,"ROI39","Dd2.1","6",692606.53,3.635,56.44,20,20,"vPC913"
20205,"ROI384","Do6.2","56",692570.01,3.586,62.67,19.4,20,"vPC666"
20209,"ROI94","Dd3.3","65",692432.51,3.25,77.74,20,20,"vPC273"
20211,"ROI375","Dc5.3","62",692395.88,3.616,74.19,20,20,"vPC351"
20212,"ROI91","Dn4.3","77",692395.77,3.437,77.43,20,20,"vPC578"
20214,"ROI390","Dn2.1","17",692384.79,3.849,70.07,19.1,20,"vPC546"
20215,"ROI81","Dc3.3","60",692321.06,3.364,74.37,14.6,20,"vPC831"
20217,"ROI63","Dd6.2","39",692292,4.444,63.81,20,20,"vPC300"
20218,"ROI383","Dc2.2","30",692280.4,3.64,62.1,17.8,20,"vPC400"
20219,"ROI153","Dc2.2","30",692280.26,2.299,34.74,11.6,8.1,"vPC575"
20221,"ROI363","Dn3.1","18",692233.19,1.377,37.2,20,20,"vPC935"
20222,"ROI84","Dd5.1","9",692178.05,3.522,72.21,20,20,"vPC366"
20223,"ROI52","Df3.1","14",692171.95,3.574,64.97,19.6,20,"vPC283"
20226,"ROI256","Dn4.1","19",692005.52,4.337,104.62,20,20,"vPC796"
20227,"ROI115","Dc5.3","62",691989.35,4.895,102.51,20,20,"vPC603"
20231,"ROI230","Dn1.1","16",691895.58,1.807,33.99,20,20,"vPC649"
20232,"ROI46","Dn4.1","19",691867.56,3.755,62.51,5,5,"vPC335"
20233,"ROI112","Dd4.1","8",691860.77,4.453,98.55,20,20,"vPC779"
20235,"ROI219","Dn2.3","75",691731.58,1.198,15.86,19.2,20,"vPC1082"
20236,"ROI19","Dn2.1","17",691608.83,1.333,23.48,20,20,"vPC315"
20237,"ROI197","Dn3.1","18",691595.87,2.224,42.82,20,20,"vPC920"
20238,"ROI377","Dc4.1","3",691556.01,3.461,77.62,19.3,20,"vPC652"
20239,"ROI55","Do7.1","28",691493.58,3.521,64.3,5,20,"vPC41"
20240,"ROI102","Dd1.1","5",691489.48,4.042,79.06,6.3,20,"vPC567"
20241,"ROI5","Dn4.1","19",691453.89,0.959,14.17,20,20,"vPC423"
20242,"ROI83","Dn6.3","79",691402.65,3.488,75.01,20,20,"vPC507"
20243,"ROI106","Dn3.3","76",691344.89,3.782,83.58,5,5,"vPC143"
20245,"ROI223","Dn3.2","47",691287.06,1.058,23.77,20,20,"vPC925"
20246,"ROI77","Dn4.1","19",691191.02,3.746,73.95,20,5,"vPC477"
20247,"ROI223","Dn2.3","75",691188.83,1.052,23.73,20,20,"vPC925"
20249,"ROI20","Dn3.2","47",691114.38,1.602,26.49,20,20,"vPC1053"
20250,"ROI11","Dd2.3","64",691090.78,1.063,19,20,20,"vPC452"
20251,"ROI115","Dc3.2","31",691089.99,4.895,102.46,20,20,"vPC603"
20252,"ROI212","Dd1.1","5",691058.21,1.319,25.97,20,20,"vPC550"
20253,"ROI437","Dn3.2","47",691047.13,1.789,32.14,20,20,"vPC899"
20254,"ROI3","Dc1.1","0",690982.51,0.971,12.133,20,20,"vPC690"
20255,"ROI417","Dn6.3","79",690907.46,6.675,115.1,9.3,20,"vPC1077"
20256,"ROI417","Dd5.2","38",690846.52,6.691,115.97,20,20,"vPC562"
20257,"ROI382","Do3.3","82",690823.96,3.704,60.98,20,20,"vPC182"
20258,"ROI59","Dn3.3","76",690660.96,4.107,65.82,20,20,"vPC543"
20260,"ROI377","Dn5.3","78",690567.9,3.501,77.58,20,20,"vPC114"
20261,"ROI25","Dn3.1","18",690537.63,2.081,27.36,20,20,"vPC931"
20262,"ROI314","Df2.2","42",690513,5.277,102.28,6.5,5,"vPC426"
20263,"ROI140","Dn5.3","78",690481.74,1.08,20.33,20,20,"vPC1069"
20264,"ROI56","Dd5.3","67",690477.96,3.477,64.33,5,20,"vPC755"
20265,"ROI376","Dn3.1","18",690452.37,3.804,64.83,20,20,"vPC118"
20266,"ROI2","Dn5.1","20",690442.34,0.864,12.21,20,20,"vPC405"
20267,"ROI176","Dd3.3","65",690408.16,6.953,116.89,20,20,"vPC745"
20268,"ROI39","Dc4.1","3",690382.29,3.857,56.1,7.4,5,"vPC380"
20269,"ROI120","Dd6.2","39",1032091.42,6.736,104.32,20,20,"vPC911"
20271,"ROI31","Do5.3","84",690362.84,2.557,30.24,5,18.1,"vPC471"
20274,"ROI81","Do6.3","85",690299.15,3.371,72.87,16.4,20,"vPC608"
20278,"ROI153","Dd5.1","9",690124.43,2.3,34.71,12.3,20,"vPC575"
20279,"ROI6","Dd1.3","63",690046.55,1.029,15.45,19.6,20,"vPC780"
20281,"ROI50","Dn6.2","50",690012,3.652,65.09,20,20,"vPC190"
20283,"ROI141","Dn4.2","48",689931.06,1.092,21.62,20,20,"vPC696"
20284,"ROI329","Dc3.3","60",689897.99,2.624,31.04,20,20,"vPC1084"
20286,"ROI417","Dd5.3","67",689867.26,6.689,115.95,20,20,"vPC562"
20287,"ROI63","Dc4.2","32",689774.26,4.444,63.83,20,20,"vPC300"
20289,"ROI286","Do5.1","26",689697.05,1.067,57.2,20,20,"vPC700"
20291,"ROI310","Dd2.3","64",689595.54,4.868,102.51,20,20,"vPC1018"
20293,"ROI384","Dd5.3","67",689539.4,3.537,62.55,20,20,"vPC833"
20294,"ROI383","Do1.1","22",689506.61,3.66,61.31,20,20,"vPC456"
20295,"ROI88","Dc2.1","1",689501.32,3.541,75.37,20,20,"vPC996"
20296,"ROI406","Dd7.1","11",689347.01,7.101,117.04,20,20,"vPC840"
20297,"ROI88","Dd4.2","37",689295.63,3.531,76.5,20,20,"vPC506"
20299,"ROI486","Dd4.1","8",689254.34,6.846,120.6,20,20,"vPC878"
20300,"ROI40","Dn4.3","77",689190.36,4.014,56.96,15.8,20,"vPC516"
20301,"ROI10","Dc5.2","33",689099.82,1.024,17.63,14.4,20,"vPC502"
20303,"ROI151","Dn2.2","46",688821.86,2.023,29.54,20,20,"vPC982"
20304,"ROI317","Dn6.2","50",688794.25,2.131,26.99,11.5,20,"vPC694"
20305,"ROI161","Dn3.3","76",688725.03,2.459,47.25,20,20,"vPC301"
20306,"ROI62","Dd6.2","39",688694.25,4.36,63.19,20,5,"vPC627"
20307,"ROI434","Dn5.2","49",688669.35,0.992,23.11,20,20,"vPC446"
20309,"ROI126","Df3.2","43",688658.36,6.768,116.6,20,20,"vPC774"
20311,"ROI56","Dd1.3","63",688636.62,3.521,64.29,5,20,"vPC41"
20312,"ROI10","Do3.3","82",688594.97,1.027,17.64,14.3,20,"vPC502"
20314,"ROI94","Df4.3","73",688444.99,3.209,77.9,20,20,"vPC1064"
20315,"ROI119","Dd3.3","65",688439.73,5.249,71.62,20,19.9,"vPC246"
20316,"ROI279","Do1.1","22",688434.77,1.089,38.22,20,20,"vPC886"
20319,"ROI83","Dn5.3","78",688422.44,3.481,74.96,20,20,"vPC507"
20320,"ROI515","Dd6.3","68",688416.35,6.953,111.95,20,20,"vPC1023"
20321,"ROI50","Dd6.1","10",688374.93,3.701,64.95,20,20,"vPC219"
20322,"ROI63","Do1.2","51",688357.73,4.428,63.68,5,20,"vPC785"
20325,"ROI87","Df3.3","72",688218.3,3.179,74.84,20,20,"vPC233"
20327,"ROI280","Do4.1","25",688196.3,1.136,40.85,20,20,"vPC678"
20328,"ROI205","Dc1.1","0",688196.02,6.404,106.7,6.5,18.4,"vPC211"
20329,"ROI195","Do4.1","25",688171.31,2.765,38.16,20,20,"vPC226"
20331,"ROI375","Dn1.1","16",688124.75,3.65,75.35,20,20,"vPC1086"
20332,"ROI376","Dd2.1","6",688083.4,3.784,64.67,20,20,"vPC707"
20333,"ROI384","Dn6.3","79",688057.78,3.572,62.01,20,20,"vPC311"
20334,"ROI417","Dd2.2","35",688051.78,6.688,115.97,20,20,"vPC562"
