"NO","ROI_ID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_vPC"
1,"ROI53","Dn1.2","45",80620037.67,3.348,49.82,5,5,"vPC1"
2,"ROI46","Dc2.3","59",64034573.74,3.766,63.25,12.3,5.7,"vPC2"
3,"ROI46","Dc2.2","30",63673299.51,3.766,63.25,12.2,5.9,"vPC2"
4,"ROI46","Dc2.1","1",63137482.42,3.766,63.26,12.2,5,"vPC2"
5,"ROI46","Dc1.1","0",60961276.86,3.767,63.28,13.5,5,"vPC2"
6,"ROI46","Dc1.3","58",60521038.38,3.767,63.28,13.7,5,"vPC2"
7,"ROI46","Dc1.2","29",60472007.84,3.767,63.28,13.5,5,"vPC2"
8,"ROI46","Dc3.3","60",58437553.27,3.767,63.25,13.8,6.6,"vPC2"
9,"ROI46","Dc3.1","2",58161113.19,3.766,63.25,14.5,5.6,"vPC2"
10,"ROI46","Dc3.2","31",57671767.99,3.767,63.25,15.4,5.1,"vPC2"
11,"ROI46","Dc5.1","4",56300260.95,3.762,63.24,11.8,5,"vPC2"
12,"ROI46","Dc5.3","62",55710066.17,3.765,63.26,11.9,7,"vPC2"
13,"ROI46","Dc5.2","33",54461435.96,3.762,63.24,11.7,5,"vPC2"
14,"ROI53","Dn1.3","74",51798901.64,3.348,49.83,5,5,"vPC1"
15,"ROI46","Do1.2","51",48457692.36,3.76,63.21,13.2,5.9,"vPC2"
16,"ROI46","Do1.1","22",47436790.81,3.76,63.21,13.2,5,"vPC2"
17,"ROI26","Do1.1","22",47266199.81,1.286,30.54,9,20,"vPC3"
18,"ROI26","Do3.3","82",46867825.82,1.286,30.54,8.5,20,"vPC3"
19,"ROI26","Do4.2","54",46805585.19,1.284,30.55,8.7,20,"vPC3"
20,"ROI46","Do1.3","80",46227879.92,3.76,63.19,13.1,5.1,"vPC2"
21,"ROI26","Do4.3","83",45639150.37,1.284,30.55,8.2,20,"vPC3"
22,"ROI26","Do3.1","24",44677467.31,1.285,30.54,9,20,"vPC3"
23,"ROI26","Do4.1","25",44315408.26,1.285,30.53,8.4,20,"vPC3"
24,"ROI46","Do3.3","82",44302336.98,3.762,63.25,11.8,9.1,"vPC2"
25,"ROI26","Do1.1","22",44178715.29,1.327,30.05,20,20,"vPC4"
26,"ROI26","Dc5.1","4",44145372.39,1.325,30.06,20,20,"vPC4"
27,"ROI26","Do2.2","52",43984427.72,1.286,30.54,8.9,20,"vPC3"
28,"ROI26","Do2.1","23",43940575.25,1.286,30.54,8.7,20,"vPC3"
29,"ROI26","Do1.3","80",43412588.94,1.328,30.03,20,20,"vPC4"
30,"ROI26","Do3.2","53",43340959.92,1.284,30.55,8,20,"vPC3"
31,"ROI26","Do1.3","80",43213925.74,1.287,30.53,8,20,"vPC3"
32,"ROI26","Do1.2","51",43199844.23,1.287,30.54,8.7,20,"vPC3"
33,"ROI26","Dc5.2","33",43191261.59,1.325,30.06,20,20,"vPC4"
34,"ROI26","Do5.3","84",43121660.47,1.282,30.54,8.5,20,"vPC3"
35,"ROI26","Do1.2","51",42955187.78,1.327,30.05,20,20,"vPC4"
36,"ROI26","Do3.3","82",42752591.69,1.327,30.06,20,20,"vPC4"
37,"ROI26","Dc4.1","3",42745269.57,1.326,30.08,20,20,"vPC4"
38,"ROI26","Dd3.3","65",42647954.52,1.287,30.53,9.9,20,"vPC3"
39,"ROI26","Dc5.3","62",42183911.93,1.323,30.07,20,20,"vPC4"
40,"ROI53","Dn4.3","77",42141988.39,3.349,49.83,5,5,"vPC1"
41,"ROI26","Dd3.2","36",41528239.72,1.287,30.53,10,20,"vPC3"
42,"ROI26","Dc4.3","61",41217710.95,1.326,30.08,20,20,"vPC4"
43,"ROI26","Dc4.2","32",41036388.6,1.327,30.08,20,20,"vPC4"
44,"ROI26","Do5.2","55",40437963.8,1.282,30.53,8,20,"vPC3"
45,"ROI26","Do5.1","26",39996814.63,1.282,30.54,8.7,20,"vPC3"
46,"ROI46","Do3.2","53",39574304.26,3.762,63.25,11.4,5,"vPC2"
47,"ROI26","Do2.3","81",39342351.91,1.287,30.53,8.2,20,"vPC3"
48,"ROI26","Do3.2","53",39015940.97,1.326,30.06,20,20,"vPC4"
49,"ROI46","Do3.1","24",39008842.41,3.762,63.25,12.1,5,"vPC2"
50,"ROI46","Dd5.3","67",38723151.89,3.768,63.28,15.9,15.3,"vPC2"
51,"ROI46","Dd5.1","9",38673386.85,3.768,63.28,15.9,14.2,"vPC2"
52,"ROI46","Dd1.3","63",38550170.38,3.765,63.25,15.6,10.7,"vPC2"
53,"ROI46","Dc4.2","32",38467538.86,3.762,63.25,11.3,5,"vPC2"
54,"ROI80","Do6.1","27",38230484,3.298,71.54,13.1,18.8,"vPC5"
55,"ROI46","Dd5.2","38",38212759.91,3.773,63.3,18.6,20,"vPC2"
56,"ROI26","Do2.1","23",38197012.04,1.327,30.06,20,20,"vPC4"
57,"ROI26","Do2.2","52",38194936.36,1.327,30.06,20,20,"vPC4"
58,"ROI46","Dn1.2","45",38016065.93,3.769,63.31,14.2,13.4,"vPC2"
59,"ROI26","Do3.1","24",37956305.1,1.326,30.06,20,20,"vPC4"
60,"ROI46","Dd4.3","66",37744638.41,3.766,63.26,15.2,17.4,"vPC2"
61,"ROI46","Dn1.1","16",37699755.98,3.769,63.3,13.7,12.4,"vPC2"
62,"ROI46","Dc4.1","3",37608136.38,3.762,63.26,10.9,5,"vPC2"
63,"ROI46","Dn6.3","79",37460558.24,3.771,63.31,14.3,5,"vPC2"
64,"ROI46","Do6.3","85",37293446.07,3.764,63.24,15.3,9.9,"vPC2"
65,"ROI46","Dn6.1","21",37124725.14,3.771,63.31,14.5,5,"vPC2"
66,"ROI26","Do2.3","81",37066690.08,1.328,30.04,20,20,"vPC4"
67,"ROI26","Dd3.1","7",36980536.13,1.288,30.53,9.6,20,"vPC3"
68,"ROI46","Dn6.2","50",36865146.8,3.771,63.31,15,5,"vPC2"
69,"ROI46","Dc4.3","61",36837228.5,3.762,63.26,10.7,5,"vPC2"
70,"ROI80","Do6.2","56",36685016.18,3.298,71.53,13.1,18.7,"vPC5"
71,"ROI46","Do6.1","27",36558962.78,3.764,63.26,13.8,7.7,"vPC2"
72,"ROI46","Dd1.1","5",36459273.6,3.766,63.26,15.7,15.2,"vPC2"
73,"ROI46","Do7.1","28",36294565.02,3.764,63.25,12.7,5,"vPC2"
74,"ROI80","Do6.3","85",57174738.14,3.295,71.55,13.8,20,"vPC5"
75,"ROI46","Do7.2","57",36167386.42,3.764,63.25,12.9,5,"vPC2"
76,"ROI46","Dn1.3","74",36159744.46,3.77,63.31,14,5,"vPC2"
77,"ROI46","Dd6.1","10",36127592.7,3.765,63.26,14.8,10.8,"vPC2"
78,"ROI46","Do6.2","56",35886335.99,3.765,63.26,14,5,"vPC2"
79,"ROI46","Dd6.2","39",35638434.2,3.765,63.26,15,9.7,"vPC2"
80,"ROI26","Do4.2","54",35245512.87,1.326,30.06,20,20,"vPC4"
81,"ROI46","Dn5.3","78",35124948.92,3.767,63.3,12.1,7.8,"vPC2"
82,"ROI46","Dn5.2","49",34908008.22,3.768,63.3,12,6.7,"vPC2"
83,"ROI46","Dd1.2","34",34905941.45,3.767,63.25,15.4,12,"vPC2"
84,"ROI26","Do4.3","83",34885667.56,1.326,30.05,20,20,"vPC4"
85,"ROI26","Do4.1","25",34687948.26,1.326,30.05,20,20,"vPC4"
86,"ROI112","Do6.1","27",34658611.49,4.492,97.97,13.8,5,"vPC6"
87,"ROI46","Do7.3","86",34505038.79,3.765,63.25,12.6,5,"vPC2"
88,"ROI46","Dn5.1","20",34468555.35,3.767,63.29,11.8,7.8,"vPC2"
89,"ROI26","Dn3.1","18",34402584.04,1.284,30.55,9.9,20,"vPC3"
90,"ROI26","Dc5.2","33",34188615.73,1.282,30.54,9,20,"vPC3"
91,"ROI26","Dc4.3","61",34114347.66,1.284,30.54,9.2,20,"vPC3"
92,"ROI75","Dc2.3","59",34038792.69,3.834,74.2,20,5,"vPC7"
93,"ROI112","Do6.2","56",34032008.42,4.493,97.97,14.1,5,"vPC6"
94,"ROI46","Dd6.3","68",33974956.95,3.766,63.25,14.4,5,"vPC2"
95,"ROI75","Dc2.2","30",33878688.19,3.834,74.2,20,5,"vPC7"
96,"ROI112","Do6.3","85",33860132.97,4.489,97.98,14.7,5,"vPC6"
97,"ROI46","Dd4.1","8",33657076.34,3.767,63.27,14.9,8.8,"vPC2"
98,"ROI26","Dc4.2","32",33558689.42,1.284,30.54,8.9,20,"vPC3"
99,"ROI75","Dc2.1","1",33444174.13,3.835,74.2,20,5,"vPC7"
100,"ROI26","Dn3.3","76",33343554.84,1.284,30.55,9.9,20,"vPC3"
101,"ROI74","Do6.2","56",33297888.39,3.783,72.79,20,20,"vPC8"
102,"ROI46","Df3.1","14",33182611.52,3.765,63.24,14.6,5,"vPC2"
103,"ROI26","Dc5.3","62",33153468.39,1.281,30.54,9.2,20,"vPC3"
104,"ROI51","Dd4.3","66",33070997.62,3.622,63.91,20,20,"vPC9"
105,"ROI26","Dc2.2","30",32848573.08,1.318,30.06,20,20,"vPC4"
106,"ROI46","Dd7.2","40",32780543.24,3.766,63.25,16.5,19,"vPC2"
107,"ROI46","Dd4.2","37",32654361.62,3.767,63.26,14.7,5,"vPC2"
108,"ROI53","Dn6.3","79",32595677.59,3.348,49.84,5,5,"vPC1"
109,"ROI26","Do5.3","84",32582930.47,1.323,30.05,20,20,"vPC4"
110,"ROI26","Dc2.3","59",32568489.6,1.318,30.07,20,20,"vPC4"
111,"ROI46","Dd2.3","64",32393625.09,3.763,63.23,18.8,20,"vPC2"
112,"ROI46","Dd7.3","69",32269756.21,3.767,63.27,16.3,16.4,"vPC2"
113,"ROI46","Dd7.1","11",32169689.05,3.766,63.26,15.7,13.1,"vPC2"
114,"ROI75","Dc1.1","0",32133313.17,3.834,74.18,20,6.7,"vPC7"
115,"ROI26","Dc2.1","1",31986918.2,1.316,30.06,20,20,"vPC4"
116,"ROI75","Dc1.2","29",31931889.64,3.835,74.18,20,7.2,"vPC7"
117,"ROI108","Dc2.3","59",31834654.86,5.397,93.47,6.9,5,"vPC10"
118,"ROI26","Dc5.1","4",31706499.21,1.283,30.54,9,20,"vPC3"
119,"ROI75","Dc1.3","58",31641251.48,3.834,74.18,20,5,"vPC7"
120,"ROI48","Do6.1","27",31522250.51,3.665,62.63,20,14.4,"vPC11"
121,"ROI108","Dc2.2","30",31485271.13,5.397,93.47,6.7,5,"vPC10"
122,"ROI93","Do6.1","27",31464437.77,3.297,77.79,9.2,11.1,"vPC12"
123,"ROI48","Do6.3","85",31443244.35,3.664,62.63,20,20,"vPC11"
124,"ROI108","Dc2.1","1",31432430.23,5.398,93.47,7.1,5,"vPC10"
125,"ROI86","Do6.1","27",31391455.5,3.144,76.06,20,8.2,"vPC13"
126,"ROI80","Do5.3","84",31331536.96,3.297,71.54,12.9,19.7,"vPC5"
127,"ROI80","Dn1.1","16",31150202.96,3.309,71.51,17.7,20,"vPC5"
128,"ROI46","Df3.2","43",31100064.15,3.765,63.24,14.2,7,"vPC2"
129,"ROI93","Do6.3","85",31094788.7,3.294,77.8,10.5,11.1,"vPC12"
130,"ROI93","Do6.2","56",31064052.52,3.298,77.79,9.7,12.1,"vPC12"
131,"ROI46","Df3.3","72",30972241.18,3.764,63.24,14.2,7.4,"vPC2"
132,"ROI80","Dn1.2","45",30949744.27,3.311,71.51,17.7,20,"vPC5"
133,"ROI26","Dn3.2","47",30894207.38,1.284,30.55,10,20,"vPC3"
134,"ROI26","Dc4.1","3",30822213.69,1.284,30.54,8.4,20,"vPC3"
135,"ROI86","Do6.2","56",30814719.1,3.145,76.06,20,8.7,"vPC13"
136,"ROI101","Dc2.3","59",30768209.39,4.105,79.13,16.6,5,"vPC14"
137,"ROI74","Do6.1","27",33141523.65,3.782,72.79,18.6,9.8,"vPC8"
138,"ROI80","Do7.1","28",30745202.18,3.295,71.54,15.1,20,"vPC5"
139,"ROI75","Dc3.3","60",30598281.49,3.835,74.19,20,5.4,"vPC7"
140,"ROI96","Dc2.3","59",30587947.12,4.032,75.52,20,9.5,"vPC15"
141,"ROI96","Dc2.2","30",30385228.6,4.032,75.52,20,9.3,"vPC15"
142,"ROI46","Dd2.2","35",30224601.53,3.765,63.24,16.1,14.2,"vPC2"
143,"ROI86","Do6.3","85",30186899.51,3.14,76.08,20,8.6,"vPC13"
144,"ROI96","Dc2.1","1",30110212.99,4.033,75.52,20,9.6,"vPC15"
145,"ROI48","Do6.2","56",30068129.41,3.664,62.64,20,16.5,"vPC11"
146,"ROI75","Dc3.1","2",30036753.64,3.836,74.19,20,5.1,"vPC7"
147,"ROI107","Do6.1","27",30036325.93,5.122,93.77,5.9,5,"vPC16"
148,"ROI75","Dc5.1","4",30033526.71,3.832,74.21,19.9,5.4,"vPC7"
149,"ROI108","Dc1.1","0",29996326.96,5.397,93.47,6.8,5,"vPC10"
150,"ROI108","Dc1.2","29",29856317.31,5.398,93.47,7.1,5,"vPC10"
151,"ROI48","Do6.3","85",29814311.17,3.7,62.52,20,17.5,"vPC17"
152,"ROI75","Dc5.3","62",29807675.33,3.834,74.21,20,7.6,"vPC7"
153,"ROI108","Dc1.3","58",29767508.03,5.397,93.46,7,5,"vPC10"
154,"ROI74","Do6.3","85",32304365.51,3.783,72.79,18.9,9.6,"vPC8"
155,"ROI48","Do6.1","27",29588433.63,3.701,62.52,19,12.9,"vPC17"
156,"ROI92","Do6.1","27",29582004.97,3.362,77.87,20,12.6,"vPC18"
157,"ROI51","Dc2.1","1",29568971.97,3.625,63.85,10.2,20,"vPC9"
158,"ROI107","Do6.3","85",29470700.3,5.119,93.78,7.3,5,"vPC16"
159,"ROI80","Df1.3","70",29408782.65,3.299,71.53,14,20,"vPC5"
160,"ROI80","Do7.2","57",29355671.34,3.296,71.54,15.5,20,"vPC5"
161,"ROI75","Dc5.2","33",29317170.82,3.832,74.21,20,7.3,"vPC7"
162,"ROI80","Dn1.3","74",29316890.92,3.312,71.5,16.7,20,"vPC5"
163,"ROI107","Do6.2","56",29315821.03,5.123,93.77,6.5,5,"vPC16"
164,"ROI101","Dc1.1","0",29249139.18,4.111,79.1,16.4,5,"vPC14"
165,"ROI112","Do5.3","84",29245742.87,4.491,97.98,13.7,5,"vPC6"
166,"ROI46","Dd2.1","6",29212440.82,3.765,63.24,15.6,5,"vPC2"
167,"ROI92","Do6.2","56",29148951,3.363,77.87,20,15.2,"vPC18"
168,"ROI74","Do5.3","84",29068246.55,3.782,72.79,20,20,"vPC8"
169,"ROI96","Dc1.1","0",29060085.12,4.032,75.51,20,9.9,"vPC15"
170,"ROI101","Dc1.2","29",29019964.96,4.111,79.1,16.5,5,"vPC14"
171,"ROI101","Dc1.3","58",28881594.24,4.111,79.09,16.5,5,"vPC14"
172,"ROI98","Dc1.2","29",28831383.3,4.033,75.51,20,10.2,"vPC15"
173,"ROI108","Dc3.3","60",28811798.97,5.397,93.46,7.1,5,"vPC10"
174,"ROI96","Dc1.3","58",28747891.19,4.033,75.51,20,10.2,"vPC15"
175,"ROI48","Do6.2","56",28663221.82,3.701,62.52,20,11.7,"vPC17"
176,"ROI108","Dc3.1","2",28575150.97,5.397,93.46,8,5,"vPC10"
177,"ROI51","Dc3.1","2",28554238.49,3.622,63.85,12.3,20,"vPC9"
178,"ROI26","Do5.1","26",28488184.86,1.323,30.05,20,20,"vPC4"
179,"ROI92","Do6.3","85",28460637.93,3.359,77.89,20,15.4,"vPC18"
180,"ROI47","Dc3.2","31",28423261.89,3.735,62.01,19.6,16.7,"vPC19"
181,"ROI51","Dc1.1","0",28372060.28,3.624,63.83,9.9,20,"vPC9"
182,"ROI53","Dc1.1","0",28244472.36,3.348,49.78,5,5,"vPC1"
183,"ROI108","Dc3.2","31",28162529.05,5.398,93.46,8.5,5,"vPC10"
184,"ROI51","Dc2.3","59",28160136.06,3.646,63.85,9.9,20,"vPC20"
185,"ROI51","Dc1.3","58",28066527.49,3.625,63.83,10.3,20,"vPC9"
186,"ROI108","Dc5.1","4",28038022.59,5.395,93.47,6.6,5,"vPC10"
187,"ROI48","Do7.1","28",27982881.47,3.664,62.6,20,20,"vPC11"
188,"ROI51","Dc3.2","31",27921242.01,3.646,63.86,13,20,"vPC20"
189,"ROI101","Dc3.3","60",27920435.07,4.11,79.11,16.5,5.9,"vPC14"
190,"ROI26","Do6.2","56",27902314.72,1.28,30.54,9.3,20,"vPC3"
191,"ROI51","Dc2.3","59",27887218.42,3.622,63.84,9,20,"vPC9"
192,"ROI26","Dc3.1","2",27864623.21,1.314,30.05,20,20,"vPC4"
193,"ROI48","Df1.3","70",27802837.36,3.671,62.59,20,20,"vPC11"
194,"ROI98","Dc3.3","60",27788606.18,4.035,75.5,20,13.5,"vPC15"
195,"ROI101","Dc3.2","31",27758687.34,4.112,79.11,18,6,"vPC14"
196,"ROI53","Dn4.1","19",27745382.43,3.348,49.83,5,5,"vPC1"
197,"ROI80","Do7.3","86",27721155.9,3.297,71.53,15.9,20,"vPC5"
198,"ROI80","Df1.1","12",27718657.27,3.3,71.53,13.6,20,"vPC5"
199,"ROI26","Dc3.2","31",27657599.64,1.314,30.06,20,20,"vPC4"
200,"ROI112","Do7.1","28",27656939.04,4.489,97.97,14.8,5,"vPC6"
201,"ROI101","Dc3.1","2",27649569.34,4.111,79.12,17,6.3,"vPC14"
202,"ROI108","Dc5.3","62",27463817.44,5.397,93.48,6.8,5,"vPC10"
203,"ROI51","Dc2.2","30",27455225.94,3.622,63.84,8.5,20,"vPC9"
204,"ROI51","Dc2.2","30",27452932.53,3.647,63.85,9.2,20,"vPC20"
205,"ROI26","Dc3.3","60",27413250.76,1.314,30.05,20,20,"vPC4"
206,"ROI75","Dc3.2","31",29761180.03,3.838,74.19,19.7,5.8,"vPC7"
207,"ROI51","Dc3.3","60",27306487.23,3.646,63.85,11.3,20,"vPC20"
208,"ROI98","Dc3.1","2",27302679.6,4.035,75.5,20,13.5,"vPC15"
209,"ROI56","Dd4.3","66",27260556.95,3.5,64.34,20,20,"vPC21"
210,"ROI51","Dc1.2","29",27250108.24,3.625,63.83,9.7,20,"vPC9"
211,"ROI26","Dc2.1","1",27229501.78,1.274,30.54,10.2,20,"vPC3"
212,"ROI108","Dc5.2","33",27158935.85,5.395,93.47,6.7,5,"vPC10"
213,"ROI77","Dc1.1","0",27077834.21,3.734,74.42,20,5.7,"vPC22"
214,"ROI80","Df3.1","14",27062724.28,3.298,71.53,14.9,20,"vPC5"
215,"ROI98","Dc3.2","31",27047417.08,4.036,75.5,20,13.2,"vPC15"
216,"ROI96","Dc5.1","4",26928098.45,4.028,75.52,20,9.9,"vPC15"
217,"ROI26","Df4.1","15",26887633.57,1.276,30.55,8.6,20,"vPC3"
218,"ROI48","Dd4.3","66",26886224.75,3.703,62.49,20,20,"vPC17"
219,"ROI80","Dn6.2","50",26840083,3.315,71.5,20,20,"vPC5"
220,"ROI80","Df1.2","41",26816795.26,3.301,71.53,14.3,20,"vPC5"
221,"ROI93","Do5.3","84",26814124.05,3.296,77.8,9.5,11.5,"vPC12"
222,"ROI48","Do5.3","84",26772827.6,3.701,62.5,20,18.1,"vPC17"
223,"ROI48","Df1.1","12",26761507.35,3.672,62.59,20,20,"vPC11"
224,"ROI80","Do5.1","26",26749289.47,3.298,71.54,12.5,17.1,"vPC5"
225,"ROI26","Do6.3","85",26709000.1,1.283,30.54,9.3,20,"vPC3"
226,"ROI79","Dc5.1","4",26639694.04,3.364,71.16,20,6,"vPC23"
227,"ROI101","Dc5.3","62",26602082.49,4.104,79.14,16.5,5,"vPC14"
228,"ROI51","Dd1.3","63",26544146.09,3.62,63.92,15.9,20,"vPC9"
229,"ROI80","Dd7.3","69",26472905.9,3.303,71.53,13.9,20,"vPC5"
230,"ROI79","Dc2.1","1",26454279.56,3.372,71.15,17.5,5,"vPC23"
231,"ROI80","Dd1.3","63",26440059.32,3.298,71.53,14,20,"vPC5"
232,"ROI80","Df3.3","72",26419899.31,3.297,71.53,14.7,20,"vPC5"
233,"ROI96","Dc5.3","62",26418959.77,4.03,75.52,20,10.7,"vPC15"
234,"ROI86","Do5.3","84",26391749.49,3.142,76.08,20,8.2,"vPC13"
235,"ROI51","Do7.1","28",26389396.37,3.622,63.89,15.7,20,"vPC9"
236,"ROI26","Df2.1","13",26382316.42,1.282,30.55,8.3,20,"vPC3"
237,"ROI26","Do7.2","57",26377900.54,1.281,30.54,8.7,20,"vPC3"
238,"ROI51","Dc5.3","62",26349354.58,3.646,63.85,11.3,20,"vPC20"
239,"ROI47","Dc2.1","1",26287582.03,3.733,62.01,14.5,10.7,"vPC19"
240,"ROI112","Do5.1","26",26273657.4,4.491,97.98,13.7,5,"vPC6"
241,"ROI79","Dc3.2","31",26244583.59,3.376,71.13,20,8.3,"vPC23"
242,"ROI47","Dc3.1","2",26243551.2,3.734,62,17,13.3,"vPC19"
243,"ROI80","Df2.1","13",26194122.61,3.292,71.54,15.2,20,"vPC5"
244,"ROI47","Dc3.3","60",26188464.48,3.734,62,16.4,14,"vPC19"
245,"ROI106","Dc1.3","58",26143537.62,3.779,83.5,12.7,20,"vPC24"
246,"ROI101","Dc5.2","33",26134207.3,4.1,79.14,16.5,5,"vPC14"
247,"ROI51","Dc5.1","4",26098771.9,3.62,63.85,9.3,20,"vPC9"
248,"ROI26","Dc2.2","30",26089674.35,1.275,30.54,9.4,20,"vPC3"
249,"ROI96","Dc5.2","33",26080830.03,4.028,75.52,20,10.1,"vPC15"
250,"ROI51","Do7.2","57",26066014.27,3.622,63.89,15.6,20,"vPC9"
251,"ROI79","Dc2.2","30",26045415.87,3.371,71.15,16.6,5,"vPC23"
252,"ROI26","Df4.3","73",26021432.2,1.276,30.55,8.1,20,"vPC3"
253,"ROI79","Dc2.3","59",26018134.83,3.371,71.15,16.5,5,"vPC23"
254,"ROI51","Dc3.3","60",25966412.78,3.621,63.85,9.6,20,"vPC9"
255,"ROI47","Dc5.3","62",25936393.69,3.729,62.01,16.9,14.5,"vPC19"
256,"ROI75","Do1.2","51",25926126.75,3.828,74.2,20,5,"vPC7"
257,"ROI48","Dd7.3","69",25915994.66,3.704,62.49,20,20,"vPC17"
258,"ROI48","Dd7.1","11",25870028.3,3.703,62.49,20,20,"vPC17"
259,"ROI51","Dc5.2","33",25829586.28,3.621,63.85,9.7,20,"vPC9"
260,"ROI46","Df1.3","70",25824718.93,3.765,63.26,13.6,6.1,"vPC2"
261,"ROI48","Df1.2","41",25797093.73,3.673,62.58,20,19.8,"vPC11"
262,"ROI48","Do7.2","57",25782759.19,3.664,62.59,20,18.8,"vPC11"
263,"ROI75","Do1.3","80",25741319.8,3.828,74.19,20,11.9,"vPC7"
264,"ROI26","Do6.1","27",25728949.69,1.281,30.54,8.4,20,"vPC3"
265,"ROI74","Do5.1","26",25726681.65,3.783,72.79,20,20,"vPC8"
266,"ROI48","Dd1.3","63",25710558.5,3.701,62.49,20,20,"vPC17"
267,"ROI48","Dd7.2","40",25668519.11,3.703,62.49,20,20,"vPC17"
268,"ROI46","Df1.1","12",25650840.27,3.766,63.26,13.6,8,"vPC2"
269,"ROI80","Dd2.2","35",25612516.62,3.297,71.53,16.7,20,"vPC5"
270,"ROI26","Dn2.1","17",28622082.35,1.31,30.13,20,20,"vPC4"
271,"ROI46","Df2.1","13",25586778.99,3.762,63.22,14.2,6,"vPC2"
272,"ROI44","Df1.1","12",25585630.35,3.861,62.59,17.4,18.3,"vPC25"
273,"ROI47","Dc2.3","59",25583071.62,3.732,62,13.7,9.6,"vPC19"
274,"ROI75","Do1.1","22",25460784.11,3.828,74.2,20,5,"vPC7"
275,"ROI47","Dc2.2","30",25434951.48,3.732,62.01,13.7,10.6,"vPC19"
276,"ROI26","Dn2.2","46",28653407.42,1.31,30.12,20,20,"vPC4"
277,"ROI47","Dc1.1","0",25411303.12,3.736,61.98,15.3,5,"vPC19"
278,"ROI79","Dc3.1","2",25392215.95,3.375,71.13,19.6,6.1,"vPC23"
279,"ROI80","Dd2.1","6",25373922.83,3.297,71.53,16.5,20,"vPC5"
280,"ROI112","Do7.2","57",25349628.66,4.489,97.97,14.8,5,"vPC6"
281,"ROI101","Dc2.1","1",25272395.4,4.107,79.14,13.7,5,"vPC14"
282,"ROI82","Dc2.1","1",25253040.35,3.448,72.99,16.3,5,"vPC26"
283,"ROI46","Df1.2","41",25251423.14,3.766,63.26,13.7,5,"vPC2"
284,"ROI51","Dd1.1","5",25239502.79,3.621,63.9,16.1,20,"vPC9"
285,"ROI92","Do5.3","84",25228142.83,3.361,77.87,20,14.5,"vPC18"
286,"ROI80","Df3.2","43",25227268.68,3.298,71.53,15.1,20,"vPC5"
287,"ROI106","Dc2.3","59",31651041.8,3.774,83.53,9.7,18.5,"vPC24"
288,"ROI51","Do7.3","86",25217471.21,3.623,63.87,15.1,20,"vPC9"
289,"ROI48","Df3.1","14",25212579.54,3.668,62.61,20,20,"vPC11"
290,"ROI44","Df1.3","70",25193443.29,3.861,62.6,15.9,19.7,"vPC25"
291,"ROI48","Dd2.3","64",25087808.56,3.699,62.49,20,20,"vPC17"
292,"ROI48","Dn1.1","16",34606960.81,3.679,62.57,20,20,"vPC11"
293,"ROI46","Dn4.1","19",25059082.55,3.769,63.31,14.5,12,"vPC2"
294,"ROI85","Dc3.2","31",25051286.73,3.45,72.99,18.8,12.9,"vPC26"
295,"ROI26","Dn4.3","77",25049451.47,1.311,30.15,20,20,"vPC4"
296,"ROI47","Dc1.3","58",25035318.06,3.736,61.98,15.4,5,"vPC19"
297,"ROI79","Dc1.2","29",25016728.99,3.378,71.11,17.7,5,"vPC23"
298,"ROI48","Df2.1","13",24967914.77,3.664,62.62,20,20,"vPC11"
299,"ROI80","Dn6.3","79",24956666.02,3.313,71.49,17.7,20,"vPC5"
300,"ROI26","Do5.2","55",24955732.25,1.324,30.02,20,20,"vPC4"
301,"ROI26","Dn2.3","75",28556049.28,1.311,30.11,20,20,"vPC4"
302,"ROI48","Dd4.2","37",24940397.92,3.705,62.48,20,20,"vPC17"
303,"ROI51","Dd1.2","34",24924336.08,3.622,63.88,15.8,20,"vPC9"
304,"ROI51","Dc3.2","31",24906125.5,3.622,63.85,10.5,20,"vPC9"
305,"ROI56","Dd4.1","8",24897232.28,3.502,64.35,19.7,20,"vPC21"
306,"ROI82","Dc3.3","60",24887916.94,3.448,72.99,17.7,11.1,"vPC26"
307,"ROI80","Dd4.3","66",24868607.82,3.3,71.53,12,20,"vPC5"
308,"ROI80","Dd7.1","11",24862422.25,3.3,71.53,12.4,20,"vPC5"
309,"ROI48","Dd1.3","63",24845989.8,3.665,62.61,20,20,"vPC11"
310,"ROI51","Do1.1","22",24838129.74,3.615,63.85,11.6,20,"vPC9"
311,"ROI46","Do4.2","54",24829490.35,3.763,63.25,13.5,5,"vPC2"
312,"ROI51","Dc3.1","2",24829320.05,3.647,63.85,10.2,20,"vPC20"
313,"ROI48","Dd6.1","10",34854604.92,3.702,62.45,20,20,"vPC17"
314,"ROI51","Do6.1","27",24743516.72,3.621,63.87,15.4,20,"vPC9"
315,"ROI46","Do4.1","25",24724181.71,3.762,63.24,11.8,5,"vPC2"
316,"ROI107","Do5.3","84",24711065.94,5.121,93.78,5.9,5,"vPC16"
317,"ROI93","Do7.1","28",24681128.89,3.294,77.8,9.6,12.4,"vPC12"
318,"ROI47","Dc5.2","33",24639271.85,3.727,62.01,15.1,14.8,"vPC19"
319,"ROI79","Dc1.1","0",24637381.92,3.377,71.11,16.9,5,"vPC23"
320,"ROI48","Dn1.2","45",34327133.9,3.68,62.56,20,20,"vPC11"
321,"ROI80","Dd7.2","40",24623449.79,3.3,71.53,12.7,20,"vPC5"
