,vPC_num,H_data,C_data
366,vPC528,1.054608735,18.19432486
367,vPC529,4.001202025,61.26162628
368,vPC533,3.971457598,73.88547705
369,vPC534,0.977243843,21.88754052
370,vPC535,3.67808253,62.04125797
371,vPC536,3.852783707,77.40628951
372,vPC538,1.813543465,31.17381829
373,vPC539,1.110360659,24.05594289
374,vPC542,3.895196835,72.24310201
375,vPC543,4.10820038,65.76763123
376,vPC544,1.000801824,22.54424457
377,vPC545,4.105807278,69.85378172
378,vPC546,3.842351678,70.09567555
379,vPC550,1.323854193,26.02462701
380,vPC552,3.557358135,64.94748737
381,vPC553,0.710337597,12.3500044
382,vPC554,1.585187232,16.06221552
383,vPC555,3.586939891,87.93592749
384,vPC557,0.964429497,16.69017729
385,vPC559,1.137372282,28.75450058
386,vPC560,0.971263056,21.24813137
387,vPC562,6.684042851,115.9341787
388,vPC563,3.855652243,60.39765232
389,vPC564,3.415420165,65.20668722
390,vPC567,4.039005482,79.09917678
391,vPC568,2.805769024,39.08001337
392,vPC571,4.731609831,86.13014798
393,vPC572,4.915156498,103.5808817
394,vPC573,1.257314402,29.27857398
395,vPC575,2.301781515,34.76976869
396,vPC576,3.546771496,74.56271747
397,vPC577,2.617669279,32.71936141
398,vPC578,3.439115686,77.46121897
399,vPC579,1.119122599,19.45239257
400,vPC582,1.60903735,31.17591645
401,vPC583,1.89334704,30.53300008
402,vPC584,1.8250485,26.94635276
403,vPC585,1.517976432,15.58274139
404,vPC587,4.260860434,104.958221
405,vPC588,0.86530265,21.41107855
406,vPC593,1.364139383,21.74151906
407,vPC597,1.614095616,30.4764441
408,vPC599,1.093487009,40.58550444
409,vPC601,2.733638987,38.62143468
410,vPC603,4.897688645,102.4938529
411,vPC604,3.635660607,71.97191649
412,vPC605,4.978137146,102.5919092
413,vPC606,1.441935538,32.95915634
414,vPC607,1.262589749,23.63618663
415,vPC608,3.377693037,72.87023433
416,vPC611,2.260095811,39.30388149
417,vPC613,1.114237097,40.65207132
418,vPC614,5.084901994,95.62949309
419,vPC616,1.258479763,32.91350498
420,vPC621,1.778496905,25.53496514
421,vPC622,1.011901075,15.0498849
422,vPC625,3.774241531,56.07572466
423,vPC626,3.775990037,75.47064463
424,vPC627,4.351646023,63.14184123
425,vPC628,1.808261663,35.52807107
426,vPC629,6.745369638,105.1339782
427,vPC633,1.989432213,31.50737257
428,vPC640,4.148140055,69.70744722
429,vPC641,1.578297649,28.75357661
430,vPC642,4.286551263,104.4943631
431,vPC644,3.534534485,72.17495139
432,vPC647,3.787704425,70.04382409
433,vPC648,1.040647543,57.45023357
434,vPC649,1.806481609,33.9669391
435,vPC650,3.869298923,61.23831255
436,vPC651,1.213113799,32.56285366
437,vPC652,3.463586472,77.64994577
438,vPC654,1.018258539,57.44921373
439,vPC655,0.923112711,20.91767154
440,vPC659,1.229296992,28.1539529
441,vPC660,3.881674262,57.02807323
442,vPC662,3.733385894,71.37122759
443,vPC663,1.721103882,25.48735785
444,vPC664,3.465045843,74.96963208
445,vPC665,2.461105864,39.04630803
446,vPC666,3.58433155,62.70927247
447,vPC668,6.718190188,104.8241747
448,vPC670,3.441689343,72.05048998
449,vPC673,1.151268566,40.552607
450,vPC674,4.034032585,77.33252112
451,vPC675,3.107599166,49.78743036
452,vPC676,2.108975387,26.93541742
453,vPC678,1.132978002,40.80408522
454,vPC680,3.88791664,61.32787781
455,vPC683,3.647253002,68.47640017
456,vPC684,6.816285458,116.2710374
457,vPC685,1.342306535,25.54430024
458,vPC690,0.973905665,12.17144108
459,vPC694,2.134227083,26.96885729
460,vPC695,3.432894425,65.16319098
461,vPC696,1.091388596,21.55631759
462,vPC697,3.203477843,41.69838179
463,vPC700,1.079223947,57.28581557
464,vPC703,3.759512275,64.65901142
465,vPC704,6.755907927,115.751225
466,vPC705,1.015307506,16.27384688
467,vPC707,3.786544379,64.60352068
468,vPC710,2.420561391,39.37297842
469,vPC711,1.281610768,24.81524462
470,vPC719,1.973626164,40.68886204
471,vPC720,2.060070928,29.15812008
472,vPC721,4.580047572,85.88206527
473,vPC730,0.863722077,11.13996991
474,vPC731,3.303431135,74.6537511
475,vPC734,0.873629476,15.58044459
476,vPC735,3.608883365,78.94763654
477,vPC737,4.106124313,75.49427133
478,vPC739,1.897911339,24.30093705
479,vPC740,2.099148959,26.45996635
480,vPC742,3.712143095,71.89946321
481,vPC744,0.971898476,15.99000525
482,vPC745,6.954193111,116.9552428
483,vPC747,3.703143778,71.06884592
484,vPC753,1.511588566,31.48451698
485,vPC755,3.471592442,64.29027393
486,vPC758,0.940132133,21.77735016
487,vPC759,0.932471416,16.65055386
488,vPC761,3.442798108,74.4577478
489,vPC762,2.263771651,33.3979752
490,vPC763,3.142031693,77.85278159
491,vPC764,4.548546767,64.83472458
492,vPC767,6.652484721,104.183595
493,vPC769,2.052877211,20.62794773
494,vPC770,6.645742175,103.82885
495,vPC772,1.842620664,26.92050272
496,vPC774,6.767289402,116.5766892
497,vPC779,4.447202811,98.56637512
498,vPC780,1.030313124,15.48846357
499,vPC782,3.645409952,51.65941283
500,vPC783,1.997451912,40.83066639
501,vPC784,2.049407372,41.59907706
502,vPC785,4.429774225,63.72523087
503,vPC787,3.615649196,56.36641986
504,vPC788,1.180319587,30.50065314
505,vPC793,3.299241525,72.88369285
506,vPC795,1.18822287,32.57725289
507,vPC796,4.326712099,104.5805753
508,vPC797,6.772511324,104.9895383
509,vPC798,3.742806896,75.91243904
510,vPC799,7.121793026,117.4895424
511,vPC800,4.051215667,73.13817324
512,vPC802,2.680286821,41.10471075
513,vPC803,3.93848205,68.60900144
514,vPC805,3.498633579,60.6492909
515,vPC806,6.236717616,104.8867269
516,vPC811,2.650249318,44.64484131
517,vPC815,3.67886149,67.62626949
518,vPC820,0.872054316,20.50981312
519,vPC821,1.678697815,30.13825896
520,vPC825,1.566300797,23.88201262
521,vPC831,3.363361689,74.48575013
522,vPC833,3.539151986,62.66734043
523,vPC834,5.266842713,70.46225106
524,vPC837,1.710737159,26.10398696
525,vPC839,2.194027517,36.36853545
526,vPC840,7.101572092,117.0135079
527,vPC844,3.898129216,69.85876891
528,vPC845,3.973788483,64.56087641
529,vPC846,2.693216723,44.501831
530,vPC848,7.004527368,111.5233316
531,vPC855,3.631501282,74.07368269
532,vPC858,1.925440853,22.58211763
533,vPC860,4.878900823,100.4199903
534,vPC863,4.206459408,87.0500913
535,vPC868,4.377935733,64.81892572
536,vPC871,3.532048204,63.68949377
537,vPC873,3.704998649,56.86418801
538,vPC874,0.959439216,7.445350811
539,vPC878,6.848018832,120.6093931
540,vPC879,3.570637182,74.50274213
541,vPC880,1.359000109,34.86050105
542,vPC884,1.599801031,28.75701519
543,vPC886,1.087408563,38.21294249
544,vPC887,6.708328934,105.3805138
545,vPC888,2.118049589,53.2242589
546,vPC893,1.182790953,23.0068342
547,vPC895,3.967475027,74.78301731
548,vPC899,1.784239655,32.08531025
549,vPC900,6.955458518,116.4452691
550,vPC902,1.803771229,26.89321162
551,vPC903,3.316344424,48.85448233
552,vPC904,5.296998636,128.0686113
553,vPC905,7.141033845,112.3627241
554,vPC911,6.738730166,104.4229312
555,vPC912,1.489060047,29.10259543
556,vPC913,3.635064173,56.42262884
557,vPC914,3.23191729,71.56060451
558,vPC915,1.203815383,24.02966558
559,vPC919,4.232798488,104.0644862
560,vPC920,2.219849096,42.81387478
561,vPC922,0.997934501,17.11627357
562,vPC925,1.049408246,23.74811222
563,vPC927,3.13253396,74.80516234
564,vPC928,1.274061825,38.20446336
565,vPC929,3.714562199,69.1886568
566,vPC930,4.23251366,72.12650667
567,vPC931,2.074758725,27.28903098
568,vPC932,1.045295068,17.2962124
569,vPC935,1.363942199,37.21533523
570,vPC940,4.260062099,102.6256873
571,vPC944,1.238602154,28.87137517
572,vPC945,5.32888861,93.46731449
573,vPC952,4.200932952,101.649145
574,vPC953,1.291345448,26.36991321
575,vPC954,1.926575592,30.53045935
576,vPC955,1.587722041,31.23470278
577,vPC957,2.055139881,29.81490737
578,vPC958,4.322648404,64.80255597
579,vPC960,4.173631663,70.05669965
580,vPC963,4.925914509,73.81795826
581,vPC965,1.288192362,22.26752959
582,vPC968,1.803247685,42.2953147
583,vPC975,3.564956551,79.08740735
584,vPC976,1.357717906,26.41740643
585,vPC982,2.022742233,29.45903873
586,vPC984,6.525121814,131.2346158
587,vPC985,5.377786812,132.5716564
588,vPC986,7.330432867,130.0912794
589,vPC987,7.15167243,128.552141
590,vPC989,4.14098485,66.32983519
591,vPC990,2.331684106,33.08523059
592,vPC992,1.071615373,25.13120823
593,vPC995,1.24586989,24.0369081
594,vPC996,3.532729908,75.36118499
595,vPC997,7.166356706,130.6801479
596,vPC998,1.83340372,29.13000796
597,vPC1000,3.931098363,67.13222487
598,vPC1005,6.730710371,113.9571144
599,vPC1009,3.38434237,64.01024669
600,vPC1010,3.545492852,61.29796637
601,vPC1012,6.980412468,111.2050957
602,vPC1013,1.523193405,32.52302314
603,vPC1018,4.870613242,102.4850907
604,vPC1021,3.526212395,61.98522855
605,vPC1023,6.951608619,111.9597078
606,vPC1027,1.678162255,23.85886704
607,vPC1029,3.512549648,63.61475926
608,vPC1031,0.941823343,47.03351983
609,vPC1032,3.650977735,78.80584614
610,vPC1036,1.116045163,28.74982036
611,vPC1039,3.488335262,62.52043692
612,vPC1044,3.511338055,75.43922899
613,vPC1046,3.703392256,83.55121964
614,vPC1047,3.749746764,78.69858395
615,vPC1053,1.599198425,26.63511313
616,vPC1057,7.027824301,111.0640599
617,vPC1058,1.132705913,23.51964721
618,vPC1060,2.868568481,43.14951131
619,vPC1064,3.198769913,77.88505627
620,vPC1067,5.236313531,71.70344462
621,vPC1068,1.395598494,33.6644927
622,vPC1069,1.080042807,20.29091418
623,vPC1071,6.728524385,105.2117758
624,vPC1073,4.858294549,105.1807184
625,vPC1074,1.239434363,25.52602268
626,vPC1077,6.676369917,115.0918682
627,vPC1079,4.068548613,66.2976599
628,vPC1082,1.194930412,15.8507853
629,vPC1084,2.626140094,31.06667626
630,vPC1086,3.653305694,75.38226979
631,vPC1087,0.806345307,15.21717884
632,vPC1088,3.692199745,73.59151024
633,vPC1095,1.417917134,25.99191249
634,vPC1096,5.316163362,122.2470215
635,vPC1098,1.325341873,20.92787535
636,vPC1099,1.439621404,26.85007117
637,vPC1100,2.018370345,33.48714104
638,vPC1102,7.134311851,131.3405027
639,vPC1104,1.716936976,34.77565149
640,vPC1105,6.685394602,104.5995888
641,vPC1106,1.325112399,15.68014996
642,vPC1109,1.157086368,25.23966549
643,vPC1110,1.188009597,12.48348158
644,vPC1118,2.978548372,40.51830772
645,vPC1125,1.782789005,32.87178884
646,vPC1126,1.630332278,31.22601464
647,vPC1127,1.023212003,34.89136943
648,vPC1129,3.743564164,60.23909764
649,vPC1130,7.575039811,129.7723202
650,vPC1132,6.888094085,120.5499706
651,vPC1133,3.751636094,71.22239286
652,vPC1135,5.350299493,128.6899637
653,vPC1141,7.443642954,127.258715
654,vPC1145,4.459154731,68.01490213
655,vPC1146,1.555279484,28.75473548
656,vPC1147,1.533874891,31.64121898
657,vPC1154,3.543711295,56.35928388
658,vPC1156,6.725630901,115.5871413
659,vPC1159,3.396785427,75.75007072
660,vPC1161,1.009984312,21.61345787
661,vPC1164,3.366273956,61.75731684
662,vPC1170,1.821656905,29.72393451
663,vPC1172,1.174650878,28.10158984
664,vPC1177,3.869940493,64.76264331
665,vPC1186,1.791759222,31.16537771
666,vPC1191,3.445976954,75.1654766
667,vPC1193,3.273570288,52.68417684
668,vPC1197,3.533169074,77.49896183
669,vPC1199,3.853740876,64.80991502
670,vPC1201,6.655757712,115.9953764
671,vPC1205,6.677579226,103.876645
672,vPC1208,5.033093755,97.35005005
673,vPC1224,4.907570987,73.73675507
674,vPC1227,4.080039007,64.81735056
675,vPC1230,3.767069779,60.25078055
676,vPC1232,6.710444337,117.7836971
677,vPC1234,1.062778643,30.38934322
678,vPC1236,4.947196964,73.63425785
679,vPC1239,3.482215784,55.20167138
680,vPC1240,3.465238001,63.77304033
681,vPC1241,7.020602364,117.5014998
682,vPC1243,1.755224967,34.76332371
683,vPC1246,5.014839019,73.90114105
684,vPC1250,3.290174354,62.58227079
685,vPC1251,1.641586146,38.05492989
686,vPC1252,6.636187466,113.3936304
687,vPC1257,4.266487297,72.66407942
688,vPC1258,5.047587568,93.7692987
689,vPC1260,1.268801745,25.69245906
690,vPC1261,6.308208299,109.8933546
691,vPC1262,1.248220975,27.55582687
692,vPC1264,1.131924887,14.71617484
693,vPC1270,3.445223409,74.02819484
694,vPC1274,1.153947249,26.10011594
695,vPC1278,3.435401248,66.83673829
696,vPC1285,1.836846562,31.216613
697,vPC1286,1.975536829,21.4725733
698,vPC1291,2.297439342,54.80130081
699,vPC1293,1.241517065,26.33891602
700,vPC1296,3.437778317,63.88624804
701,vPC1298,1.019915751,14.05746322
702,vPC1299,3.455599091,55.45590809
703,vPC1301,1.115000212,26.99600925
704,vPC1302,1.178835156,20.01274731
705,vPC1307,1.275450179,27.81857797
706,vPC1311,0.952979957,23.46352403
707,vPC1316,3.48467133,78.25366868
708,vPC1318,3.54736164,70.68595118
709,vPC1319,3.240644639,53.85347223
710,vPC1326,6.98712293,108.0806996
711,vPC1331,4.367945654,63.25968106
712,vPC1332,1.038274127,12.01016567
713,vPC1342,5.085869363,73.32722269
714,vPC1345,3.741504555,67.89196617
715,vPC1352,3.378381248,74.7142914
716,vPC1356,3.333404404,74.42197489
717,vPC1362,7.059383209,109.9727474
718,vPC1364,1.966108273,27.61917957
719,vPC1367,0.818250652,16.12608703
720,vPC1372,6.588300439,121.7760196
721,vPC1374,4.207260931,64.61136707
722,vPC1380,1.972051714,24.9580587
723,vPC1383,1.103984028,12.02291963
724,vPC1394,3.383703589,62.51680737
725,vPC1395,4.198722161,72.96213097
726,vPC1397,4.407072225,105.2306165
727,vPC1408,4.906823054,100.2723386
