"NO","PeakID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_PC"
384,441,"Do7.2",57,21405698.06,3.359,77.87,20,18,NA
385,84,"Dc1.1",0,21391255.5,3.778,83.5,9.9,7.1,NA
386,414,"Do3.3",82,21355429.8,4.026,75.53,20,16.4,NA
387,158,"Dc1.3",58,21353822.14,3.802,62.04,9.2,20,NA
388,37,"Dd4.3",66,21340445.44,3.348,49.78,5,5,NA
389,418,"Df4.1",15,21305946.87,1.318,30.08,20,20,NA
390,149,"Df3.1",14,21290174.47,3.296,77.78,10.3,20,NA
391,104,"Dc3.2",31,21271830.29,3.779,83.52,11.5,13.8,NA
392,149,"Df3.3",72,21265375.39,3.296,77.78,10.2,20,NA
393,418,"Df4.3",73,21231540.7,1.318,30.08,20,20,NA
394,503,"Df4.3",73,21196378.4,3.365,77.88,20,20,NA
395,290,"Do7.1",28,21115291.96,3.7,62.49,20,19,NA
396,403,"Dd4.3",66,21107380.09,3.148,76.06,19.9,11.7,NA
397,225,"Df3.3",72,21100765.77,4.491,97.97,13.8,5,NA
398,77,"Dd2.1",6,21089569.13,1.282,30.54,8.7,20,NA
399,132,"Do6.1",27,21087834.77,3.861,62.64,10,11.8,NA
400,195,"Dc3.1",2,21062776.2,3.805,62.02,11.6,14.3,NA
401,421,"Dd7.3",69,21056909.38,3.151,76.06,20,11.2,NA
402,75,"Dd2.2",35,21030414.29,1.282,30.54,9,20,NA
403,141,"Df1.2",41,21030015.75,3.3,77.76,10.6,20,NA
404,304,"Dn4.1",19,21024342.48,3.686,62.55,20,20,NA
405,226,"Df3.1",14,21019200.51,4.491,97.97,13.8,5,NA
406,138,"Dc3.2",31,21013692.18,1.271,30.54,11.5,20,NA
407,63,"Do7.1",28,20999616.6,5.12,93.77,6.7,5,NA
408,180,"Dd2.2",35,20988926.75,3.623,64.02,20,12.8,NA
409,367,"Df1.1",12,20973285.15,3.784,72.79,20,7.4,NA
410,135,"Dd4.1",8,20949727.76,3.302,77.77,10.1,13.9,NA
411,134,"Dd3.3",65,20947925.39,1.142,18.4,9,15,NA
412,145,"Do5.2",55,20940482.33,3.766,63.27,12.5,7,NA
413,334,"Df4.1",15,20925226.23,3.862,62.6,17.1,20,NA
414,116,"Do1.1",22,20913380.24,3.767,83.56,10.5,20,NA
415,220,"Dd6.2",39,20825792.58,4.492,97.97,14.1,5,NA
416,287,"Df2.1",13,20807955.27,3.86,62.62,14.8,20,NA
417,150,"Dd1.1",5,20794629.73,3.299,77.78,10.2,14.4,NA
418,91,"Df3.3",72,20782804.4,1.281,30.55,8.9,20,NA
419,422,"Dd1.1",5,20689050.37,3.784,72.79,20,16.7,NA
420,70,"Dc5.2",33,20687620.52,3.769,83.54,7.9,17.6,NA
421,170,"Df2.1",13,20677106.56,3.291,77.8,10.6,20,NA
422,148,"Dc1.1",0,20663248.71,3.801,62.04,8.4,20,NA
423,296,"Dd7.2",40,20646009.08,3.862,62.59,17.5,20,NA
424,192,"Dd6.3",68,20594471.5,3.703,62.45,19.8,20,NA
425,474,"Df2.2",42,20565503.74,3.697,62.51,20,19.9,NA
426,422,"Dn1.2",45,20561793.05,3.708,62.5,20,20,NA
427,231,"Dd5.1",9,20552275.56,4.502,97.95,14.6,5,NA
428,390,"Dd6.2",39,20551613.44,3.783,72.79,20,18.5,NA
429,202,"Dd2.1",6,20544305.82,3.623,64.01,20,20,NA
430,283,"Df3.3",72,20501833.56,3.861,62.62,14.5,19.4,NA
431,180,"Do5.1",26,20497825.78,3.765,63.27,11.8,5,NA
432,437,"Dd4.1",8,20494861.76,3.151,76.06,20,10.8,NA
433,325,"Dn4.3",77,20486496.89,3.313,71.48,19.5,20,NA
434,594,"Dd4.1",8,20457944.63,3.37,77.85,20,19.4,NA
435,384,"Dn5.2",49,20443248.25,3.865,62.53,20,20,NA
436,289,"Do1.1",22,20429984.37,3.724,62,14.5,15.4,NA
437,244,"Dd2.2",35,20420921.44,4.491,97.97,15,5,NA
438,374,"Dc4.1",3,20401182.96,3.833,74.21,20,7.3,NA
439,326,"Dn4.3",77,20388982.26,3.686,62.54,20,20,NA
440,285,"Dd4.3",66,20358108.26,3.66,62.59,20,20,NA
441,125,"Do2.1",23,20306278.7,3.291,71.55,12.8,15.6,NA
442,110,"Dd7.2",40,20303955.84,1.28,30.53,9.4,20,NA
443,270,"Dd2.1",6,20281848.96,4.492,97.97,14.9,5,NA
444,448,"Df1.1",12,20269411.14,3.146,76.06,20,10.3,NA
445,179,"Dn1.3",74,20266962.91,3.311,77.75,12.5,16.3,NA
446,379,"Do2.1",23,20264325.53,3.699,62.51,20,20,NA
447,158,"Dd6.2",39,20258926.7,3.297,77.79,10.9,13.7,NA
448,247,"Do2.1",23,20252488.8,4.484,97.99,13.6,5,NA
449,430,"Do2.1",23,20238355.87,3.663,62.62,20,20,NA
450,206,"Dc5.2",33,20222753.92,3.72,74.43,15.3,5,NA
451,175,"Df4.3",73,20211531.61,3.298,77.78,10.7,20,NA
452,196,"Dn2.1",17,20202630.81,3.766,63.28,13.1,5,NA
453,256,"Dd5.2",38,20185055.36,4.51,97.94,16.6,5,NA
454,263,"Df2.2",42,20179390.71,1.246,17.88,17.4,7.8,NA
455,365,"Dd4.1",8,20144153.08,3.659,62.6,20,20,NA
456,575,"Df4.1",15,20116357.67,3.366,77.88,20,20,NA
457,527,"Df1.1",12,20107152.49,1.322,30.08,20,20,NA
458,474,"Dd5.1",9,20102507.95,3.786,72.8,20,20,NA
459,213,"Df1.2",41,20085664.11,4.496,97.96,13.7,5,NA
460,427,"Dd4.1",8,20075919.04,3.784,72.79,20,9.8,NA
461,220,"Do1.1",22,20065411.31,3.639,63.85,8.8,20,NA
462,574,"Dd1.1",5,20052471.08,3.366,77.87,20,20,NA
463,519,"Dn6.3",79,20050954.91,3.789,83.46,20,19.6,NA
464,400,"Dn2.1",17,20049672.34,3.863,62.55,20,20,NA
465,303,"Do1.1",22,20045561.51,3.713,74.44,20,5,NA
466,504,"Df3.1",14,20044415.24,1.322,30.07,20,20,NA
467,413,"Dc1.3",58,20028477.74,1.32,30.04,20,20,NA
468,69,"Dd7.3",69,20024010.72,5.128,93.77,6.9,5,NA
469,157,"Dn1.2",45,20020035.51,3.309,77.76,12,15.9,NA
470,255,"Df4.3",73,20007714.63,4.493,97.98,13.8,5,NA
471,424,"Dd7.2",40,19988884.9,3.147,76.07,20,10.8,NA
472,373,"Dc4.3",61,19984291.59,3.831,74.21,20,5,NA
473,583,"Do6.2",56,19969574.13,3.319,71.68,16.5,7.2,NA
474,115,"Dd1.1",5,19964952.67,1.28,30.54,8.8,20,NA
475,172,"Dc5.2",33,19945134.63,3.441,73.01,13.2,10.2,NA
476,462,"Dd1.1",5,19933114.42,3.498,64.33,20,20,NA
477,59,"Dd7.2",40,19918402.59,5.125,93.77,6.9,5,NA
478,320,"Dn2.1",17,19874176.82,3.678,62.54,20,20,NA
479,462,"Dd2.2",35,19873087.62,3.783,72.79,20,20,NA
480,219,"Do1.1",22,19867247.6,4.098,79.12,14.1,5.9,NA
481,533,"Df4.1",15,19853117,3.702,62.51,20,20,NA
482,189,"Dd5.1",9,19827754.55,3.305,77.76,11.3,15.5,NA
483,272,"Df2.1",13,19821278,4.486,97.99,13.8,5,NA
484,398,"Dd6.2",39,19812644.15,3.664,62.63,20,20,NA
485,100,"Dc3.1",2,19798568.87,3.776,83.52,9.2,11.8,NA
486,124,"Dd4.3",66,19795804.31,1.278,30.54,8.5,20,NA
487,592,"Do6.1",27,19791220.05,3.319,71.68,16,5,NA
488,225,"Dd6.2",39,19787709.6,3.862,62.52,14.2,20,NA
489,224,"Dd5.2",38,19740789.6,3.312,77.75,13.8,16,NA
490,190,"Dc3.2",31,19729814.94,3.805,62.02,11.4,18.8,NA
491,236,"Dd1.2",34,19677966.09,4.497,97.96,14.2,5,NA
492,550,"Dn6.1",21,19672892.47,3.789,83.47,20,19.1,NA
493,208,"Dn1.2",45,19659156.43,3.628,63.83,13.2,20,NA
494,186,"Do5.1",26,19652902.39,3.78,62.52,13,9.4,NA
495,436,"Df3.1",14,19625581.55,3.363,77.88,19.4,20,NA
496,249,"Do2.3",81,19625530.75,3.762,63.22,12.7,9,NA
497,227,"Do1.3",80,19624226.74,3.638,63.84,7.8,20,NA
498,51,"Do3.2",53,19618069.23,5.396,93.48,6.4,5,NA
499,187,"Df2.2",42,19601538.09,3.291,77.8,11.1,20,NA
500,402,"Do7.1",28,19594225.56,3.834,74.19,20,10.5,NA
501,371,"Do7.2",57,19589908.22,3.834,74.19,20,11.4,NA
502,328,"Do3.3",82,19587997.51,3.727,62.01,15.4,18.2,NA
503,220,"Dn2.3",75,19560969.29,3.766,63.27,13.3,5,NA
504,193,"Dd2.2",35,19547879.56,3.296,77.79,11.5,16,NA
505,95,"Dd6.2",39,19542987.08,1.282,30.54,8.7,20,NA
506,198,"Dc5.3",62,19538076.86,3.804,62.01,10.4,15,NA
507,516,"Dd2.1",6,19530711.4,3.784,72.79,20,20,NA
508,437,"Dd2.2",35,19495930.16,1.322,30.04,20,20,NA
509,451,"Df3.1",14,19482989.56,3.783,72.79,20,9.8,NA
510,420,"Dd1.2",34,19482590.86,3.785,72.78,20,12.6,NA
511,76,"Dd4.3",66,19467149.99,5.125,93.77,6.4,5,NA
512,258,"Dc1.1",0,19425989.64,4.498,97.96,13.8,5,NA
513,222,"Do7.2",57,19418405.62,3.78,62.5,14.5,20,NA
514,548,"Df3.3",72,19410653.31,3.143,76.07,20,13.3,NA
515,443,"Dc1.1",0,19398498.71,1.32,30.05,20,20,NA
516,573,"Dd6.2",39,19398208.56,3.363,77.87,20,19.9,NA
517,470,"Dd7.2",40,19377913.3,3.499,64.33,20,20,NA
518,265,"Dc1.3",58,19372347.94,4.498,97.96,13.9,5,NA
519,388,"Df1.2",41,19356945.71,3.784,72.78,20,6,NA
520,138,"Do1.3",80,19349865.11,3.767,83.55,9.7,20,NA
521,479,"Dn1.2",45,19332005.08,3.785,83.46,20,9.6,NA
522,482,"Do3.2",53,19316285.13,4.027,75.53,20,15.9,NA
523,513,"Dn1.3",74,19293914.77,3.71,62.5,20,19.7,NA
524,555,"Df3.1",14,19275325.34,3.144,76.07,20,11.8,NA
525,434,"Dn6.1",21,19270481.39,3.838,74.18,20,10.6,NA
526,385,"Dn1.2",45,19232443.61,3.836,74.18,20,9.6,NA
527,495,"Df2.2",42,19216631.42,3.356,77.9,20,16.5,NA
528,59,"Df1.1",12,19202544.68,5.124,93.77,6.2,5,NA
529,419,"Dn6.3",79,19201745.39,3.837,74.18,20,6.9,NA
530,435,"Dn5.1",20,19183344.7,3.864,62.54,20,20,NA
531,264,"Dn1.3",74,19162978.77,4.508,97.94,14.6,5,NA
532,492,"Dd2.1",6,19153166.53,1.322,30.05,20,20,NA
533,328,"Do6.2",56,19153073.22,3.775,83.49,16.6,20,NA
534,209,"Df4.1",15,19152862.18,3.298,77.78,11,20,NA
535,583,"Dd5.1",9,19146683.99,3.504,64.37,20,20,NA
536,553,"Df4.3",73,19144934.03,3.702,62.51,20,20,NA
537,279,"Do1.3",80,19138678.93,3.726,61.98,12.7,20,NA
538,396,"Do6.2",56,19124352.47,3.833,74.18,20,11.8,NA
539,426,"Dd5.1",9,19124120.55,3.837,74.18,20,9.5,NA
540,248,"Do7.1",28,19114565.43,3.78,62.5,14.5,20,NA
541,499,"Dd7.3",69,19108566.33,3.501,64.34,19.7,20,NA
542,474,"Dd4.3",66,19102344.27,1.318,30.05,20,20,NA
543,472,"Dd5.2",38,19049614.72,3.667,62.59,20,20,NA
544,250,"Dn1.2",45,19044046.46,4.506,97.95,14.4,5,NA
545,211,"Dd2.1",6,19042976.99,3.296,77.79,10.8,15.4,NA
546,513,"Dd6.2",39,19033873.82,3.145,76.07,20,10.1,NA
547,424,"Do6.1",27,19031748.27,3.833,74.18,20,5,NA
548,338,"Dn5.2",49,19025224.79,3.684,62.52,20,20,NA
549,447,"Dn2.3",75,19018197.74,3.863,62.54,20,20,NA
550,203,"Do2.1",23,19007177.12,3.29,77.82,9.3,13.3,NA
551,428,"Dc1.1",0,19006869.85,3.703,62.51,20,20,NA
552,649,"Dc1.1",0,18965214.44,3.67,62.62,20,20,NA
553,652,"Dd5.1",9,18918494.22,3.375,77.84,20,20,NA
554,507,"Dd1.1",5,18904412.18,3.147,76.07,19.7,10.1,NA
555,537,"Df3.3",72,18897221.31,1.322,30.07,20,20,NA
556,541,"Dn1.3",74,18892079.13,3.787,83.45,20,9,NA
557,233,"Do3.3",82,18890692.7,3.645,63.87,8.3,20,NA
558,431,"Dd5.1",9,18866939.63,3.661,62.6,20,20,NA
559,294,"Df4.1",15,18861267.97,4.494,97.98,13.9,5,NA
560,322,"Do7.2",57,18856866.4,3.679,74.67,18.4,6.4,NA
561,445,"Dd1.2",34,18849841.34,3.499,64.32,19.2,20,NA
562,164,"Dd7.3",69,18840126.84,1.278,30.54,8.9,20,NA
563,444,"Dn1.3",74,18838637.77,3.838,74.18,20,10.3,NA
564,351,"Dd6.2",39,18837893.46,3.775,83.49,17.1,20,NA
565,324,"Do1.1",22,18819605.82,3.361,71.14,16.5,5,NA
566,489,"Df1.2",41,18819214.63,1.322,30.05,20,20,NA
567,468,"Dn1.3",74,18811197.66,1.312,30.12,20,20,NA
568,432,"Dn5.2",49,18799261.03,3.837,74.2,20,7.1,NA
569,67,"Dc4.1",3,18776051.4,5.396,93.48,6.5,5,NA
570,288,"Do2.3",81,18760795.25,3.52,64.22,18.6,5,NA
571,457,"Dn1.2",45,18758100.3,1.313,30.11,20,20,NA
572,541,"Dc1.1",0,18754851.62,3.784,72.8,20,20,NA
573,278,"Dd6.3",68,18754506.56,3.864,62.51,14.7,20,NA
574,292,"Do2.1",23,18717358.76,3.52,64.23,19,5,NA
575,346,"Dn2.1",17,18713608.61,3.302,71.5,19.4,20,NA
576,166,"Dc4.3",61,18701059.34,3.621,63.85,10.2,20,NA
577,160,"Dd6.3",68,18675096.98,3.299,71.53,11.6,20,NA
578,195,"Dd1.2",34,18656786.34,3.301,77.77,10,14.6,NA
579,546,"Dd5.2",38,18655744.47,3.79,83.45,20,16.6,NA
580,423,"Do3.2",53,18649353.74,3.363,71.16,20,7.5,NA
581,496,"Dn4.1",19,18648890.47,3.38,77.87,20,20,NA
582,196,"Do4.3",83,18628585.19,3.292,71.54,12.6,20,NA
583,589,"Dd5.1",9,18620465.05,3.156,76.06,20,11.9,NA
584,502,"Dd6.3",68,18591705.59,3.785,72.78,20,16.8,NA
585,202,"Dc5.2",33,18584273.96,3.801,62.01,8.5,20,NA
586,290,"Df2.2",42,18575653.99,4.485,97.99,13.9,5,NA
587,356,"Dd5.2",38,18572461.85,3.867,62.55,18.5,20,NA
588,533,"Dc1.3",58,18566664.93,3.784,72.8,20,20,NA
589,72,"Dc4.3",61,18555130.54,5.396,93.48,6.4,5,NA
590,479,"Dd1.1",5,18553580.21,3.834,74.18,20,14.3,NA
591,179,"Do4.1",25,18536682.86,3.291,71.55,13.2,16.5,NA
592,459,"Df2.1",13,18535620.89,3.356,77.9,19.6,17.3,NA
593,346,"Dn2.3",75,18513842.22,3.68,62.53,20,20,NA
594,349,"Do7.1",28,18513589.11,3.679,74.67,18.2,5.9,NA
595,203,"Dn2.3",75,18480209.5,1.28,30.53,11.5,20,NA
596,564,"Df4.3",73,18473732.68,3.146,76.07,20,12.1,NA
597,440,"Dd4.3",66,18467506.85,3.834,74.18,20,5,NA
598,509,"Dc5.2",33,18455464.38,2.06,27.97,20,12.3,NA
599,447,"Dd6.2",39,18447136.57,3.833,74.19,20,12.2,NA
600,74,"Dd1.1",5,18415929.08,5.124,93.77,6.4,5,NA
601,473,"Dd6.3",68,18397978.93,3.834,74.18,20,13,NA
602,341,"Do1.3",80,18379364.68,3.362,71.13,16.2,5.3,NA
603,436,"Dc1.3",58,18370234.86,3.703,62.51,20,20,NA
604,145,"Dd4.1",8,18365449.56,1.277,30.54,8,20,NA
605,522,"Do2.3",81,18351400.41,3.661,62.61,20,20,NA
606,381,"Dn5.1",20,18350276.31,3.68,62.53,20,20,NA
607,546,"Dn2.1",17,18338609.18,3.368,77.9,20,20,NA
608,362,"Dn5.1",20,18338244.5,3.304,71.5,19.4,20,NA
609,366,"Dn5.2",49,18319779.76,3.307,71.49,19.5,20,NA
610,131,"Dd5.1",9,18302520.49,5.397,93.46,8,5,NA
611,398,"Dd3.3",65,18297289.11,1.326,30.06,20,20,NA
612,256,"Dn1.3",74,18285836.51,3.629,63.83,12.5,20,NA
613,423,"Do2.3",81,18275092.57,3.699,62.51,20,20,NA
614,493,"Dn5.1",20,18259868.45,3.836,74.2,20,8.5,NA
615,297,"Dd6.3",68,18254765.49,4.493,97.96,13.8,5,NA
616,559,"Dc4.1",3,18240640.86,4.026,75.53,20,11.3,NA
617,259,"Do3.3",82,18219589.95,4.098,79.15,14.2,7.4,NA
618,208,"Dc1.1",0,18199250.61,3.302,77.78,9.8,11.9,NA
619,208,"Dc1.3",58,18193811.74,3.302,77.78,9.9,12.8,NA
620,564,"Dd4.1",8,18185499.08,1.318,30.05,20,20,NA
621,631,"Dd1.2",34,18170107.44,3.368,77.85,20,19.1,NA
622,122,"Dn6.3",79,18165239.64,5.401,93.46,7.9,5,NA
623,624,"Df2.1",13,18130939.54,3.137,76.09,20,13.2,NA
624,555,"Dd5.2",38,18124457.97,3.789,72.82,20,20,NA
625,477,"Do7.1",28,18100685.12,3.442,72.99,20,20,NA
626,611,"Dd2.2",35,18086226.53,3.362,77.88,20,20,NA
627,350,"Do3.3",82,18079944.92,3.362,71.16,17.2,7,NA
628,183,"Dc4.1",3,18074038.28,3.622,63.85,9.7,20,NA
629,566,"Do7.1",28,18071080.67,3.496,64.35,18.7,20,NA
630,181,"Do2.3",81,18066295.84,3.291,71.55,12.7,16.7,NA
631,383,"Dd3.2",36,18055101.2,1.326,30.06,20,20,NA
632,214,"Dd6.3",68,18052521.23,3.298,77.78,10.4,14.8,NA
633,536,"Do4.3",83,18037087.8,3.783,72.78,20,13.7,NA
634,600,"Dc1.1",0,18007593.55,3.15,76.06,20,10.5,NA
635,456,"Dd1.2",34,18001486.46,3.835,74.17,20,6.9,NA
636,562,"Dc4.3",61,18000787.53,4.026,75.53,20,10.3,NA
637,671,"Dc1.1",0,18000505.85,3.369,77.85,20,17.1,NA
638,431,"Do7.2",57,17996977.75,3.442,72.99,20,17,NA
639,557,"Dn1.2",45,17978100.64,3.158,76.04,20,20,NA
640,646,"Dn5.1",20,17958285.19,1.311,30.11,20,20,NA
641,498,"Dd5.1",9,17953725.22,3.739,61.99,18.9,20,NA
642,531,"Df3.3",72,17950929.23,3.7,62.51,20,20,NA
643,178,"Dc1.3",58,17948110.96,1.277,30.53,8.8,20,NA
644,580,"Dc1.3",58,17944975.64,3.15,76.06,20,10.8,NA
645,129,"Dn6.1",21,17935873.56,5.401,93.47,8,5,NA
646,311,"Do2.3",81,17926751.68,4.483,97.98,13.5,5,NA
647,458,"Dn6.3",79,17925467.33,3.743,74.4,20,5.3,NA
648,567,"Dd6.3",68,17924126.22,3.661,62.61,20,20,NA
649,90,"Do7.1",28,17922666.15,5.396,93.46,6.8,5,NA
650,419,"Do4.1",25,17918984.01,3.699,62.5,20,20,NA
651,586,"Dn5.2",49,17906187.71,1.311,30.12,20,20,NA
652,125,"Dn1.2",45,17904974.01,5.4,93.47,7.8,5,NA
653,74,"Dd6.2",39,17904427.99,5.123,93.78,6.7,5,NA
654,77,"Do7.2",57,17899714.12,5.396,93.47,6.8,5,NA
655,111,"Dd5.1",9,17899662.01,5.131,93.77,7.1,5,NA
656,97,"Dd2.2",35,17892251.56,5.121,93.77,7.1,6.1,NA
657,82,"Dd4.1",8,17888315.42,5.128,93.77,6.3,5,NA
658,550,"Dn1.2",45,17882973.76,3.785,72.81,20,11.4,NA
659,142,"Dd1.1",5,17879757.43,3.855,71.04,7.1,16,NA
660,421,"Do2.1",23,17873449.11,3.782,72.78,17.6,15.7,NA
661,329,"Do4.1",25,17853161.52,4.484,97.99,13.6,5,NA
662,154,"Dd5.1",9,17846848.1,1.275,30.54,8.8,20,NA
663,159,"Dd1.2",34,17826037.19,1.28,30.52,8.6,20,NA
664,300,"Dd4.3",66,17814346.62,3.863,62.59,12.1,20,NA
665,596,"Dn1.3",74,17806135.88,3.786,72.82,20,20,NA
666,494,"Dd5.2",38,17784749.44,3.841,74.17,20,10.8,NA
667,440,"Dd2.2",35,17782623.33,3.684,74.68,20,16.9,NA
668,626,"Do2.1",23,17777304.31,3.353,77.9,20,17.3,NA
669,261,"Dd7.2",40,17752692,3.781,62.52,15.7,17.4,NA
670,609,"Dd2.2",35,17751439.45,3.144,76.08,20,12.7,NA
671,676,"Dc1.3",58,17742316.99,3.369,77.85,20,19.2,NA
672,547,"Dn4.3",77,17721036.36,3.381,77.86,20,20,NA
673,161,"Dd5.1",9,17710000.78,3.862,71.03,8,13,NA
674,267,"Df3.1",14,17707367.4,1.023,19.68,13.8,15,NA
675,94,"Do6.1",27,17700598,5.396,93.46,6.7,5,NA
676,666,"Dd6.3",68,17692439.85,3.365,77.86,20,20,NA
677,109,"Dd4.3",66,17692277.55,3.798,69.18,7,18.1,NA
678,621,"Do2.1",23,17690791.88,3.135,76.09,19.9,9.7,NA
679,553,"Do7.2",57,17686417.54,3.496,64.34,19,20,NA
680,333,"Df4.1",15,17669048.88,1.248,17.91,16.4,10.5,NA
681,563,"Dd1.1",5,17654003.75,1.32,30.05,20,20,NA
682,348,"Do4.3",83,17600409.56,4.486,97.99,13.8,5,NA
683,87,"Df3.1",14,17587236.94,5.122,93.77,6.3,5,NA
684,641,"Dd2.1",6,17585818.49,3.144,76.08,20,12.7,NA
685,96,"Do6.2",56,17571977.8,5.396,93.46,7.3,5,NA
686,115,"Dd4.3",66,17569772.05,5.396,93.46,7.4,5,NA
687,150,"Dn1.3",74,17563796.94,5.401,93.47,8.2,5,NA
688,140,"Dd1.2",34,17559735.58,3.857,71.03,7.1,18.9,NA
689,515,"Df1.2",41,17551364.8,3.147,76.05,19.2,12.4,NA
690,139,"Dd6.3",68,17546994.04,1.283,30.53,7.6,20,NA
691,665,"Dd5.1",9,17546126.81,4.038,75.5,20,20,NA
692,299,"Do5.1",26,17534604.31,3.378,73.61,15.1,9.8,NA
693,335,"Df4.3",73,17531906.25,1.248,17.91,16.2,10.6,NA
694,663,"Do6.1",27,17527010.67,4.03,75.5,20,17.5,NA
695,424,"Do4.3",83,17517623.58,3.7,62.48,20,20,NA
696,104,"Dd2.1",6,17495152.22,5.122,93.77,6.9,5.9,NA
697,82,"Df1.2",41,17467312.42,5.125,93.77,5.9,5,NA
698,265,"Do7.1",28,17465143.69,3.861,62.62,11.1,10.4,NA
699,655,"Do7.1",28,17464636.76,4.028,75.51,20,20,NA
700,182,"Dd5.2",38,17458689.98,5.401,93.46,10.1,5,NA
701,568,"Dd6.2",39,17445793.81,1.322,30.05,20,20,NA
702,697,"Dc1.3",58,17439421.74,3.66,62.62,20,20,NA
703,425,"Do7.1",28,17436647.95,4.105,79.12,16.8,7.8,NA
704,548,"Dd4.1",8,17431665.15,3.835,74.18,20,13.2,NA
705,602,"Dn1.2",45,17429127.95,4.034,75.52,20,16.3,NA
706,471,"Dn6.1",21,17425868.34,4.118,79.09,17.2,6.8,NA
707,569,"Dd5.2",38,17421123.71,3.745,62.01,20,20,NA
708,624,"Do7.2",57,17417920.8,4.028,75.51,20,20,NA
709,602,"Df4.1",15,17415462.36,3.784,72.79,20,20,NA
710,637,"Df4.1",15,17404750.5,3.146,76.07,20,12.3,NA
711,176,"Dd5.2",38,17396170.19,5.138,93.77,9.2,5,NA
712,650,"Do4.1",25,17395181.44,3.663,62.63,20,20,NA
713,393,"Do7.2",57,17392803.63,4.105,79.12,16.9,8.1,NA
714,119,"Dd1.2",34,17384221.2,5.126,93.76,6.2,5,NA
715,246,"Do1.1",22,17381424.19,3.798,62,10.9,8.3,NA
716,580,"Dd5.2",38,17379127.69,3.163,76.05,20,12.3,NA
717,169,"Do7.1",28,17369753.69,3.854,71.04,6.8,20,NA
718,204,"Dd5.2",38,17354858.51,3.868,71.03,10.5,14,NA
719,642,"Do6.2",56,17353102.48,4.031,75.5,20,18.2,NA
720,486,"Dd2.1",6,17341701.88,3.684,74.68,20,13.3,NA
721,623,"Dn6.3",79,17325959.73,4.037,75.52,20,12.3,NA
722,165,"Do3.3",82,17302713.13,3.768,83.54,8.5,16.2,NA
723,653,"Dd2.1",6,17295392.05,3.362,77.88,20,20,NA
724,439,"Do6.1",27,17280686.5,4.106,79.1,16.5,5,NA
725,441,"Dd4.3",66,17267525.64,3.685,74.68,20,8.7,NA
726,552,"Dd5.1",9,17266472.69,3.456,72.97,20,17.4,NA
727,592,"Dn1.3",74,17265152.38,3.16,76.04,20,20,NA
728,578,"Df3.3",72,17251537.62,3.782,72.79,20,11.6,NA
729,263,"Do4.1",25,17230216.04,3.29,77.82,9.8,12.7,NA
730,347,"Do3.2",53,17226769.62,3.727,62.01,15.8,5,NA
731,497,"Dn6.1",21,17220653.73,3.743,74.4,20,13.9,NA
732,551,"Df3.1",14,17219199.4,3.833,74.19,20,7.7,NA
733,116,"Dd6.2",39,17218455.77,5.395,93.46,7.5,5,NA
734,193,"Dd7.3",69,17209942.18,3.858,71.04,7.6,10.8,NA
735,147,"Dd7.2",40,17208105.85,3.855,71.04,7.5,11.6,NA
736,571,"Dd2.2",35,17207795.12,3.496,64.31,20,20,NA
737,576,"Dd5.2",38,17205810.03,3.509,64.4,20,15.3,NA
738,654,"Dn6.1",21,17200277.01,4.038,75.52,20,14.1,NA
739,133,"Dd1.1",5,17187974.27,5.396,93.45,7.2,5,NA
740,565,"Dd5.2",38,17173668.97,4.123,79.06,19.3,7.7,NA
741,101,"Dd4.3",66,17131176.26,3.799,71.62,5,20,NA
742,480,"Dd1.1",5,17130844.73,3.685,74.68,20,10.9,NA
743,459,"Do5.2",55,17123174.89,3.703,62.49,20,20,NA
744,272,"Dn6.3",79,17114846.73,3.628,63.82,11.6,20,NA
745,244,"Do2.3",81,17103004.26,3.29,77.81,9,13,NA
746,668,"Dd5.2",38,17090781.79,3.384,77.82,20,20,NA
747,243,"Do3.2",53,17082823.4,3.647,63.86,8.1,20,NA
748,610,"Dd2.1",6,17077819.95,3.496,64.31,20,20,NA
749,651,"Dd4.3",66,17067826.85,4.034,75.49,20,20,NA
750,810,"Do5.1",26,17043443.16,3.674,62.6,19.9,10.1,NA
751,239,"Do1.3",80,17036474.97,3.798,61.99,10.3,14.2,NA
752,486,"Dn1.3",74,17020235.05,4.117,79.09,17.2,5.9,NA
753,284,"Dc5.3",62,17009764.27,3.765,56.39,12.7,20,NA
754,355,"Dd1.1",5,16999731.27,3.863,62.6,12.5,20,NA
755,254,"Dc5.2",33,16978733.88,3.766,56.38,12.9,20,NA
756,106,"Dn5.2",49,16975734,5.402,93.48,7.3,5,NA
757,643,"Dn1.3",74,16975613.36,4.035,75.52,20,16.4,NA
758,441,"Dd5.1",9,16963845.86,3.783,83.47,16,12.2,NA
759,698,"Do4.3",83,16958299.53,3.664,62.62,20,20,NA
760,578,"Dd1.2",34,16915969.39,3.149,76.05,20,7,NA
761,465,"Do7.2",57,16913623.65,3.729,61.97,18.3,5,NA
762,359,"Dd7.3",69,16910668.23,3.385,73.61,16.2,19.1,NA
763,634,"Dc4.1",3,16893338.62,2.062,27.97,20,13.8,NA
764,324,"Dn6.3",79,16876396.35,3.311,77.74,14.8,20,NA
765,657,"Df2.2",42,16869205.6,3.137,76.09,20,12.3,NA
766,269,"Do1.1",22,16862921.09,3.434,73.01,12.9,6.9,NA
