"NO","PeakID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_PC"
1,2,"Dn1.2",45,80620037.67,3.348,49.82,5,5,NA
2,4,"Dc2.3",59,64034573.74,3.766,63.25,12.3,5.7,NA
3,2,"Dc2.1",1,63137482.42,3.766,63.26,12.2,5,NA
4,3,"Dc1.1",0,60961276.86,3.767,63.28,13.5,5,NA
5,5,"Dc1.3",58,60521038.38,3.767,63.28,13.7,5,NA
6,6,"Dc3.1",2,58161113.19,3.766,63.25,14.5,5.6,NA
7,7,"Dc3.2",31,57671767.99,3.767,63.25,15.4,5.1,NA
8,6,"Dc5.3",62,55710066.17,3.765,63.26,11.9,7,NA
9,6,"Dc5.2",33,54461435.96,3.762,63.24,11.7,5,NA
10,2,"Dn1.3",74,51798901.64,3.348,49.83,5,5,NA
11,13,"Do1.1",22,47436790.81,3.76,63.21,13.2,5,NA
12,5,"Do1.1",22,47266199.81,1.286,30.54,9,20,NA
13,8,"Do3.3",82,46867825.82,1.286,30.54,8.5,20,NA
14,17,"Do1.3",80,46227879.92,3.76,63.19,13.1,5.1,NA
15,9,"Do4.3",83,45639150.37,1.284,30.55,8.2,20,NA
16,8,"Do4.1",25,44315408.26,1.285,30.53,8.4,20,NA
17,15,"Do3.3",82,44302336.98,3.762,63.25,11.8,9.1,NA
18,42,"Do1.1",22,44178715.29,1.327,30.05,20,20,NA
19,7,"Do2.1",23,43940575.25,1.286,30.54,8.7,20,NA
20,43,"Do1.3",80,43412588.94,1.328,30.03,20,20,NA
21,11,"Do3.2",53,43340959.92,1.284,30.55,8,20,NA
22,10,"Do1.3",80,43213925.74,1.287,30.53,8,20,NA
23,46,"Dc5.2",33,43191261.59,1.325,30.06,20,20,NA
24,51,"Do3.3",82,42752591.69,1.327,30.06,20,20,NA
25,54,"Dc4.1",3,42745269.57,1.326,30.08,20,20,NA
26,13,"Dd3.3",65,42647954.52,1.287,30.53,9.9,20,NA
27,62,"Dc5.3",62,42183911.93,1.323,30.07,20,20,NA
28,3,"Dn4.3",77,42141988.39,3.349,49.83,5,5,NA
29,12,"Dd3.2",36,41528239.72,1.287,30.53,10,20,NA
30,59,"Dc4.3",61,41217710.95,1.326,30.08,20,20,NA
31,9,"Do5.2",55,40437963.8,1.282,30.53,8,20,NA
32,10,"Do5.1",26,39996814.63,1.282,30.54,8.7,20,NA
33,17,"Do3.2",53,39574304.26,3.762,63.25,11.4,5,NA
34,14,"Do2.3",81,39342351.91,1.287,30.53,8.2,20,NA
35,58,"Do3.2",53,39015940.97,1.326,30.06,20,20,NA
36,31,"Dd5.1",9,38673386.85,3.768,63.28,15.9,14.2,NA
37,16,"Do6.1",27,38230484,3.298,71.54,13.1,18.8,NA
38,36,"Dd5.2",38,38212759.91,3.773,63.3,18.6,20,NA
39,70,"Do2.1",23,38197012.04,1.327,30.06,20,20,NA
40,24,"Dn1.2",45,38016065.93,3.769,63.31,14.2,13.4,NA
41,35,"Dd4.3",66,37744638.41,3.766,63.26,15.2,17.4,NA
42,20,"Dc4.1",3,37608136.38,3.762,63.26,10.9,5,NA
43,28,"Dn6.3",79,37460558.24,3.771,63.31,14.3,5,NA
44,28,"Dn6.1",21,37124725.14,3.771,63.31,14.5,5,NA
45,82,"Do2.3",81,37066690.08,1.328,30.04,20,20,NA
46,20,"Dc4.3",61,36837228.5,3.762,63.26,10.7,5,NA
47,18,"Do6.2",56,36685016.18,3.298,71.53,13.1,18.7,NA
48,32,"Do6.1",27,36558962.78,3.764,63.26,13.8,7.7,NA
49,41,"Dd1.1",5,36459273.6,3.766,63.26,15.7,15.2,NA
50,30,"Do7.1",28,36294565.02,3.764,63.25,12.7,5,NA
51,28,"Do7.2",57,36167386.42,3.764,63.25,12.9,5,NA
52,29,"Dn1.3",74,36159744.46,3.77,63.31,14,5,NA
53,29,"Do6.2",56,35886335.99,3.765,63.26,14,5,NA
54,37,"Dd6.2",39,35638434.2,3.765,63.26,15,9.7,NA
55,23,"Dn5.2",49,34908008.22,3.768,63.3,12,6.7,NA
56,41,"Dd1.2",34,34905941.45,3.767,63.25,15.4,12,NA
57,93,"Do4.3",83,34885667.56,1.326,30.05,20,20,NA
58,93,"Do4.1",25,34687948.26,1.326,30.05,20,20,NA
59,38,"Do6.1",27,34658611.49,4.492,97.97,13.8,5,NA
60,24,"Dn5.1",20,34468555.35,3.767,63.29,11.8,7.8,NA
61,22,"Dn3.1",18,34402584.04,1.284,30.55,9.9,20,NA
62,16,"Dc5.2",33,34188615.73,1.282,30.54,9,20,NA
63,19,"Dc4.3",61,34114347.66,1.284,30.54,9.2,20,NA
64,85,"Dc2.3",59,34038792.69,3.834,74.2,20,5,NA
65,42,"Do6.2",56,34032008.42,4.493,97.97,14.1,5,NA
66,40,"Dd6.3",68,33974956.95,3.766,63.25,14.4,5,NA
67,44,"Dd4.1",8,33657076.34,3.767,63.27,14.9,8.8,NA
68,85,"Dc2.1",1,33444174.13,3.835,74.2,20,5,NA
69,121,"Do6.2",56,33297888.39,3.783,72.79,20,20,NA
70,51,"Df3.1",14,33182611.52,3.765,63.24,14.6,5,NA
71,22,"Dc5.3",62,33153468.39,1.281,30.54,9.2,20,NA
72,77,"Dd4.3",66,33070997.62,3.622,63.91,20,20,NA
73,57,"Dd7.2",40,32780543.24,3.766,63.25,16.5,19,NA
74,11,"Dn6.3",79,32595677.59,3.348,49.84,5,5,NA
75,145,"Dc2.3",59,32568489.6,1.318,30.07,20,20,NA
76,63,"Dd7.3",69,32269756.21,3.767,63.27,16.3,16.4,NA
77,99,"Dc1.1",0,32133313.17,3.834,74.18,20,6.7,NA
78,168,"Dc2.1",1,31986918.2,1.316,30.06,20,20,NA
79,16,"Dc2.3",59,31834654.86,5.397,93.47,6.9,5,NA
80,105,"Dc1.3",58,31641251.48,3.834,74.18,20,5,NA
81,124,"Do6.1",27,31522250.51,3.665,62.63,20,14.4,NA
82,29,"Do6.1",27,31464437.77,3.297,77.79,9.2,11.1,NA
83,17,"Dc2.1",1,31432430.23,5.398,93.47,7.1,5,NA
84,178,"Do6.1",27,31391455.5,3.144,76.06,20,8.2,NA
85,27,"Do6.2",56,31064052.52,3.298,77.79,9.7,12.1,NA
86,66,"Df3.3",72,30972241.18,3.764,63.24,14.2,7.4,NA
87,62,"Dn1.2",45,30949744.27,3.311,71.51,17.7,20,NA
88,31,"Dn3.2",47,30894207.38,1.284,30.55,10,20,NA
89,26,"Dc4.1",3,30822213.69,1.284,30.54,8.4,20,NA
90,162,"Do6.2",56,30814719.1,3.145,76.06,20,8.7,NA
91,80,"Dc2.3",59,30768209.39,4.105,79.13,16.6,5,NA
92,114,"Do6.1",27,30747390.27,3.782,72.79,18.6,9.8,NA
93,53,"Do7.1",28,30745202.18,3.295,71.54,15.1,20,NA
94,186,"Dc2.3",59,30587947.12,4.032,75.52,20,9.5,NA
95,80,"Dd2.2",35,30224601.53,3.765,63.24,16.1,14.2,NA
96,194,"Dc2.1",1,30110212.99,4.033,75.52,20,9.6,NA
97,160,"Do6.2",56,30068129.41,3.664,62.64,20,16.5,NA
98,144,"Dc3.1",2,30036753.64,3.836,74.19,20,5.1,NA
99,14,"Do6.1",27,30036325.93,5.122,93.77,5.9,5,NA
100,18,"Dc1.1",0,29996326.96,5.397,93.47,6.8,5,NA
101,155,"Dc5.3",62,29807675.33,3.834,74.21,20,7.6,NA
102,18,"Dc1.3",58,29767508.03,5.397,93.46,7,5,NA
103,91,"Do6.1",27,29588433.63,3.701,62.52,19,12.9,NA
104,229,"Do6.1",27,29582004.97,3.362,77.87,20,12.6,NA
105,35,"Dc2.1",1,29568971.97,3.625,63.85,10.2,20,NA
106,54,"Do7.2",57,29355671.34,3.296,71.54,15.5,20,NA
107,142,"Dc5.2",33,29317170.82,3.832,74.21,20,7.3,NA
108,79,"Dn1.3",74,29316890.92,3.312,71.5,16.7,20,NA
109,15,"Do6.2",56,29315821.03,5.123,93.77,6.5,5,NA
110,102,"Dc1.1",0,29249139.18,4.111,79.1,16.4,5,NA
111,86,"Dd2.1",6,29212440.82,3.765,63.24,15.6,5,NA
112,232,"Do6.2",56,29148951,3.363,77.87,20,15.2,NA
113,217,"Dc1.1",0,29060085.12,4.032,75.51,20,9.9,NA
114,111,"Dc1.3",58,28881594.24,4.111,79.09,16.5,5,NA
115,226,"Dc1.3",58,28747891.19,4.033,75.51,20,10.2,NA
116,89,"Do6.2",56,28663221.82,3.701,62.52,20,11.7,NA
117,25,"Dc3.1",2,28575150.97,5.397,93.46,8,5,NA
118,49,"Dc3.1",2,28554238.49,3.622,63.85,12.3,20,NA
119,213,"Do5.1",26,28488184.86,1.323,30.05,20,20,NA
120,181,"Dc3.2",31,28423261.89,3.735,62.01,19.6,16.7,NA
121,48,"Dc1.1",0,28372060.28,3.624,63.83,9.9,20,NA
122,15,"Dc1.1",0,28244472.36,3.348,49.78,5,5,NA
123,26,"Dc3.2",31,28162529.05,5.398,93.46,8.5,5,NA
124,34,"Dc2.3",59,28160136.06,3.646,63.85,9.9,20,NA
125,50,"Dc1.3",58,28066527.49,3.625,63.83,10.3,20,NA
126,214,"Do7.1",28,27982881.47,3.664,62.6,20,20,NA
127,47,"Dc3.2",31,27921242.01,3.646,63.86,13,20,NA
128,33,"Do6.2",56,27902314.72,1.28,30.54,9.3,20,NA
129,67,"Dc2.3",59,27887218.42,3.622,63.84,9,20,NA
130,215,"Dc3.1",2,27864623.21,1.314,30.05,20,20,NA
131,143,"Dc3.2",31,27758687.34,4.112,79.11,18,6,NA
132,11,"Dn4.1",19,27745382.43,3.348,49.83,5,5,NA
133,55,"Df1.1",12,27718657.27,3.3,71.53,13.6,20,NA
134,221,"Dc3.2",31,27657599.64,1.314,30.06,20,20,NA
135,89,"Do7.1",28,27656939.04,4.489,97.97,14.8,5,NA
136,151,"Dc3.1",2,27649569.34,4.111,79.12,17,6.3,NA
137,24,"Dc5.3",62,27463817.44,5.397,93.48,6.8,5,NA
138,139,"Dc3.2",31,27374511.09,3.838,74.19,19.7,5.8,NA
139,280,"Dc3.1",2,27302679.6,4.035,75.5,20,13.5,NA
140,243,"Dd4.3",66,27260556.95,3.5,64.34,20,20,NA
141,45,"Dc2.1",1,27229501.78,1.274,30.54,10.2,20,NA
142,21,"Dc5.2",33,27158935.85,5.395,93.47,6.7,5,NA
143,171,"Dc1.1",0,27077834.21,3.734,74.42,20,5.7,NA
144,60,"Df3.1",14,27062724.28,3.298,71.53,14.9,20,NA
145,275,"Dc3.2",31,27047417.08,4.036,75.5,20,13.2,NA
146,33,"Df4.1",15,26887633.57,1.276,30.55,8.6,20,NA
147,185,"Dd4.3",66,26886224.75,3.703,62.49,20,20,NA
148,67,"Df1.2",41,26816795.26,3.301,71.53,14.3,20,NA
149,218,"Df1.1",12,26761507.35,3.672,62.59,20,20,NA
150,47,"Do5.1",26,26749289.47,3.298,71.54,12.5,17.1,NA
151,142,"Dc5.3",62,26602082.49,4.104,79.14,16.5,5,NA
152,64,"Dd7.3",69,26472905.9,3.303,71.53,13.9,20,NA
153,167,"Dc2.1",1,26454279.56,3.372,71.15,17.5,5,NA
154,75,"Df3.3",72,26419899.31,3.297,71.53,14.7,20,NA
155,274,"Dc5.3",62,26418959.77,4.03,75.52,20,10.7,NA
156,92,"Do7.1",28,26389396.37,3.622,63.89,15.7,20,NA
157,34,"Df2.1",13,26382316.42,1.282,30.55,8.3,20,NA
158,34,"Do7.2",57,26377900.54,1.281,30.54,8.7,20,NA
159,52,"Dc5.3",62,26349354.58,3.646,63.85,11.3,20,NA
160,163,"Dc2.1",1,26287582.03,3.733,62.01,14.5,10.7,NA
161,107,"Do5.1",26,26273657.4,4.491,97.98,13.7,5,NA
162,240,"Dc3.2",31,26244583.59,3.376,71.13,20,8.3,NA
163,193,"Dc3.1",2,26243551.2,3.734,62,17,13.3,NA
164,78,"Df2.1",13,26194122.61,3.292,71.54,15.2,20,NA
165,90,"Dc1.3",58,26143537.62,3.779,83.5,12.7,20,NA
166,131,"Dc5.2",33,26134207.3,4.1,79.14,16.5,5,NA
167,252,"Dc5.2",33,26080830.03,4.028,75.52,20,10.1,NA
168,86,"Do7.2",57,26066014.27,3.622,63.89,15.6,20,NA
169,39,"Df4.3",73,26021432.2,1.276,30.55,8.1,20,NA
170,172,"Dc2.3",59,26018134.83,3.371,71.15,16.5,5,NA
171,212,"Dc5.3",62,25936393.69,3.729,62.01,16.9,14.5,NA
172,188,"Dd7.3",69,25915994.66,3.704,62.49,20,20,NA
173,40,"Dc5.2",33,25829586.28,3.621,63.85,9.7,20,NA
174,217,"Df1.2",41,25797093.73,3.673,62.58,20,19.8,NA
175,228,"Do7.2",57,25782759.19,3.664,62.59,20,18.8,NA
176,238,"Do1.3",80,25741319.8,3.828,74.19,20,11.9,NA
177,39,"Do6.1",27,25728949.69,1.281,30.54,8.4,20,NA
178,285,"Do5.1",26,25726681.65,3.783,72.79,20,20,NA
179,169,"Dd7.2",40,25668519.11,3.703,62.49,20,20,NA
180,95,"Df1.1",12,25650840.27,3.766,63.26,13.6,8,NA
181,88,"Dd2.2",35,25612516.62,3.297,71.53,16.7,20,NA
182,274,"Dn2.1",17,25609464.01,1.31,30.13,20,20,NA
183,153,"Df2.1",13,25586778.99,3.762,63.22,14.2,6,NA
184,224,"Df1.1",12,25585630.35,3.861,62.59,17.4,18.3,NA
185,151,"Dc2.3",59,25583071.62,3.732,62,13.7,9.6,NA
186,234,"Do1.1",22,25460784.11,3.828,74.2,20,5,NA
187,156,"Dc1.1",0,25411303.12,3.736,61.98,15.3,5,NA
188,237,"Dc3.1",2,25392215.95,3.375,71.13,19.6,6.1,NA
189,97,"Dd2.1",6,25373922.83,3.297,71.53,16.5,20,NA
190,117,"Do7.2",57,25349628.66,4.489,97.97,14.8,5,NA
191,79,"Dc2.1",1,25272395.4,4.107,79.14,13.7,5,NA
192,113,"Dc2.1",1,25253040.35,3.448,72.99,16.3,5,NA
193,84,"Df1.2",41,25251423.14,3.766,63.26,13.7,5,NA
194,103,"Dd1.1",5,25239502.79,3.621,63.9,16.1,20,NA
195,53,"Dc2.3",59,25225215.96,3.774,83.53,9.7,18.5,NA
196,297,"Df3.1",14,25212579.54,3.668,62.61,20,20,NA
197,122,"Dn4.1",19,25059082.55,3.769,63.31,14.5,12,NA
198,168,"Dc3.2",31,25051286.73,3.45,72.99,18.8,12.9,NA
199,286,"Dn4.3",77,25049451.47,1.311,30.15,20,20,NA
200,162,"Dc1.3",58,25035318.06,3.736,61.98,15.4,5,NA
201,282,"Df2.1",13,24967914.77,3.664,62.62,20,20,NA
202,187,"Dn6.3",79,24956666.02,3.313,71.49,17.7,20,NA
203,201,"Do5.2",55,24955732.25,1.324,30.02,20,20,NA
204,296,"Dn2.3",75,24954931.6,1.311,30.11,20,20,NA
205,112,"Dd1.2",34,24924336.08,3.622,63.88,15.8,20,NA
206,115,"Dc3.2",31,24906125.5,3.622,63.85,10.5,20,NA
207,301,"Dd4.1",8,24897232.28,3.502,64.35,19.7,20,NA
208,74,"Dd4.3",66,24868607.82,3.3,71.53,12,20,NA
209,61,"Do1.1",22,24838129.74,3.615,63.85,11.6,20,NA
210,139,"Dc3.1",2,24829320.05,3.647,63.85,10.2,20,NA
211,119,"Do6.1",27,24743516.72,3.621,63.87,15.4,20,NA
212,88,"Do4.1",25,24724181.71,3.762,63.24,11.8,5,NA
213,80,"Do7.1",28,24681128.89,3.294,77.8,9.6,12.4,NA
214,185,"Dc5.2",33,24639271.85,3.727,62.01,15.1,14.8,NA
215,236,"Dc1.1",0,24637381.92,3.377,71.11,16.9,5,NA
216,219,"Dn1.2",45,24634319.26,3.68,62.56,20,20,NA
217,63,"Dd7.2",40,24623449.79,3.3,71.53,12.7,20,NA
218,39,"Df2.2",42,24608573.76,1.283,30.55,8.4,20,NA
219,65,"Dd3.2",36,24605208.13,1.142,18.41,9.5,13,NA
220,123,"Do6.2",56,24598717.51,3.379,73.61,15.9,16.8,NA
221,232,"Dc1.3",58,24565347.17,3.378,71.11,17.2,5,NA
222,98,"Do4.3",83,24538377.58,3.762,63.25,11.9,5,NA
223,130,"Dd5.2",38,24484024.08,3.314,71.52,16.3,20,NA
224,55,"Dc2.3",59,24476438.5,1.275,30.54,9.6,20,NA
225,132,"Dn4.3",77,24469325.38,3.77,63.3,14.4,12.7,NA
226,136,"Dc2.1",1,24436802.3,3.728,74.43,16.6,6.1,NA
227,56,"Dc2.1",1,24425488.25,3.775,83.52,9.6,19.7,NA
228,151,"Dd7.2",40,24410953.26,3.622,63.92,18,20,NA
229,226,"Df1.2",41,24408371.34,3.862,62.58,17.5,18.8,NA
230,302,"Dn6.1",21,24349657.05,3.867,62.57,20,20,NA
231,50,"Do7.1",28,24328565.88,1.282,30.54,8.7,20,NA
232,235,"Dd4.1",8,24326035.77,3.705,62.49,20,20,NA
233,234,"Dn1.3",74,24305694.95,3.683,62.55,20,20,NA
234,204,"Dn6.1",21,24181932.58,3.313,71.49,17.7,20,NA
235,376,"Dn1.3",74,24166486,3.381,77.84,20,20,NA
236,128,"Dd4.1",8,24143055.06,3.624,63.99,19.2,20,NA
237,52,"Df1.1",12,24138241.16,1.281,30.55,8.7,20,NA
238,173,"Df2.2",42,24130722.41,3.762,63.22,15.1,5,NA
239,206,"Do3.3",82,24123621.51,4.334,69.13,15,19,NA
240,68,"Do3.3",82,24122196.05,3.621,63.87,11.1,20,NA
241,361,"Dn1.2",45,24107009.72,3.378,77.84,20,20,NA
242,275,"Do3.3",82,24098201.97,3.833,74.21,20,11.8,NA
243,75,"Do5.1",26,24082879.49,3.297,77.8,9.7,12.1,NA
244,130,"Dd5.1",9,24072023.9,3.626,63.92,16.2,20,NA
245,323,"Do7.1",28,24071252.18,3.14,76.07,20,11.1,NA
246,183,"Dd5.2",38,24052032.21,3.629,63.87,19.8,20,NA
247,299,"Do7.2",57,23953170.06,1.323,30.05,20,20,NA
248,173,"Dc3.1",2,23945441.02,3.448,72.99,17.4,7,NA
249,94,"Df2.2",42,23940524.34,3.292,71.54,15.9,20,NA
250,102,"Dc2.3",59,23925293.37,3.447,73,14,11.3,NA
251,188,"Do6.1",27,23901363.62,3.682,74.67,16.1,5,NA
252,148,"Dd4.3",66,23858855.24,4.495,97.96,13.8,5,NA
253,268,"Dn4.1",19,23857709.88,1.311,30.15,19.5,20,NA
254,179,"Do6.2",56,23839877.68,3.682,74.68,17.1,5,NA
255,70,"Do1.3",80,23822503.35,3.615,63.84,10.6,20,NA
256,124,"Do6.2",56,23814794.9,3.622,63.87,15.5,20,NA
257,295,"Df4.3",73,23811425.29,3.67,62.6,20,20,NA
258,292,"Df3.3",72,23777440.31,3.667,62.62,20,19.5,NA
259,76,"Dd1.1",5,23773314.22,3.3,71.52,12.6,20,NA
260,242,"Dn6.3",79,23760283.76,3.686,62.55,20,20,NA
261,65,"Do6.1",27,23704798.24,3.78,62.52,11.1,11.1,NA
262,215,"Dc5.3",62,23704043.5,3.367,71.16,17.9,5.7,NA
263,244,"Dd5.1",9,23690597.86,3.707,62.48,20,20,NA
264,118,"Do6.1",27,23654218.71,3.379,73.61,14.3,14.8,NA
265,314,"Df2.1",13,23636698.88,1.324,30.06,20,20,NA
266,342,"Df1.1",12,23635779.93,3.702,62.51,20,18.4,NA
267,72,"Dd4.1",8,23620965.97,3.304,71.53,12.4,20,NA
268,336,"Do5.1",26,23601011.87,3.143,76.07,20,8.1,NA
269,46,"Do1.1",22,23516947.81,5.392,93.46,6.7,5,NA
270,155,"Dc3.1",2,23500325.45,3.758,56.41,12.9,20,NA
271,303,"Dn6.3",79,23495256.73,3.866,62.57,20,14.3,NA
272,386,"Dd7.3",69,23465527.95,3.661,62.61,20,20,NA
273,302,"Do6.2",56,23464176.74,1.322,30.05,20,20,NA
274,391,"Df1.1",12,23463360.95,3.366,77.87,20,19.3,NA
275,230,"Dd2.2",35,23449970.1,3.7,62.48,20,20,NA
276,113,"Dd6.2",39,23447445.19,3.621,63.9,15.9,20,NA
277,233,"Dd1.1",5,23439658.06,3.703,62.49,20,20,NA
278,109,"Dd5.1",9,23422090.31,3.307,71.52,13.4,20,NA
279,140,"Dc1.1",0,23403148.85,3.649,63.81,7.2,20,NA
280,146,"Dc2.3",59,23398789.76,3.726,74.43,15.4,5.3,NA
281,197,"Dd7.3",69,23393784.31,3.626,64.01,20,20,NA
282,389,"Do7.1",28,23360222.03,3.359,77.88,20,19.8,NA
283,200,"Dc3.1",2,23324083.05,3.729,74.44,18.3,9.9,NA
284,46,"Dd4.3",66,23320843.31,3.856,71.04,6.9,10.1,NA
285,304,"Df2.2",42,23317345.45,3.664,62.63,20,20,NA
286,154,"Dc1.3",58,23308478.94,3.649,63.81,7.6,20,NA
287,71,"Do6.2",56,23302606.27,3.781,62.52,11.8,13.6,NA
288,325,"Dn4.1",19,23298901.27,3.866,62.55,20,20,NA
289,257,"Dn6.1",21,23278234.72,3.687,62.56,20,20,NA
290,184,"Dc5.3",62,23218395.89,3.444,73,16.6,9.2,NA
291,257,"Dn1.3",74,23159966.14,3.866,62.56,17.8,20,NA
292,156,"Dd6.3",68,23156824.4,3.622,63.88,14.9,20,NA
293,250,"Dd2.1",6,23154706.08,3.701,62.48,20,20,NA
294,292,"Do7.2",57,23115928.82,3.782,72.8,19.5,20,NA
295,369,"Dd1.1",5,23100027.31,3.664,62.63,20,20,NA
296,194,"Dc3.2",31,23097226.07,3.73,74.44,19,11.8,NA
297,320,"Dd7.2",40,23074452.3,3.785,72.79,20,20,NA
298,100,"Dc5.3",62,23062828.48,3.622,63.84,8,20,NA
299,342,"Dd7.3",69,23058949.27,3.785,72.8,20,20,NA
300,337,"Dd7.2",40,23044471.86,3.663,62.63,20,20,NA
301,99,"Dd4.3",66,23039430.7,3.3,77.77,10.6,15.3,NA
302,223,"Do5.1",26,23037038.1,3.702,62.5,20,11.9,NA
303,116,"Dc2.3",59,23034752.64,3.805,62.01,10.2,17.7,NA
304,205,"Df3.1",14,23001715.08,1.254,17.83,18.4,11.5,NA
305,311,"Df4.1",15,22966682.39,3.671,62.59,20,20,NA
306,101,"Dc2.1",1,22949639.76,3.649,63.85,6.2,19.8,NA
307,183,"Dd7.3",69,22908530,4.498,97.96,14.3,5,NA
308,107,"Dd1.2",34,22872904.56,3.302,71.53,13.9,20,NA
309,49,"Do1.3",80,22848753.51,5.392,93.46,6.2,5,NA
310,152,"Dc1.3",58,22834475.5,3.454,72.98,15.1,5,NA
311,372,"Do1.1",22,22794872.68,4.026,75.5,20,12.1,NA
312,235,"Dd1.2",34,22765741.81,3.703,62.49,20,20,NA
313,148,"Dc3.2",31,22731962.22,3.757,56.41,12.8,20,NA
314,164,"Dd7.2",40,22729678.76,4.494,97.97,14.1,5,NA
315,87,"Df4.3",73,22723334.65,3.299,71.53,12.8,20,NA
316,101,"Do7.2",57,22718185.44,3.295,77.79,9.6,12.6,NA
317,110,"Df1.1",12,22708172.53,3.299,77.77,10.8,20,NA
318,128,"Dc5.2",33,22690646.85,3.645,63.85,8.5,20,NA
319,319,"Do7.1",28,22667001.82,3.782,72.8,19.5,20,NA
320,336,"Dn4.3",77,22637288.06,3.867,62.54,20,20,NA
321,127,"Dc3.1",2,22607062.17,1.272,30.54,11.4,20,NA
322,395,"Do5.1",26,22606825.21,3.362,77.87,20,14.6,NA
323,107,"Dc1.3",58,22602594.4,3.304,71.53,13.5,20,NA
324,246,"Dn1.2",45,22579066.11,3.866,62.57,17.2,20,NA
325,239,"Dd5.2",38,22575806.06,3.71,62.49,20,20,NA
326,112,"Dc1.1",0,22564800.64,3.303,71.53,13.4,20,NA
327,349,"Dd2.2",35,22556052.68,3.664,62.62,20,20,NA
328,146,"Dc1.1",0,22545909.28,3.454,72.98,14.5,5,NA
329,102,"Dd7.2",40,22527537.11,3.299,77.78,11.1,14,NA
330,187,"Df4.1",15,22485633.86,3.766,63.25,14.3,9.1,NA
331,134,"Dc2.1",1,22484106.31,3.805,62.02,10,18.9,NA
332,249,"Dn4.1",19,22446908.6,3.312,71.49,19.5,20,NA
333,338,"Do6.1",27,22434238.25,1.322,30.05,20,20,NA
334,345,"Do7.1",28,22396048.96,1.323,30.05,20,20,NA
335,81,"Dd6.2",39,22340723.63,3.298,71.53,13.2,20,NA
336,119,"Dd7.3",69,22333604.91,3.302,77.77,10.9,14.5,NA
337,386,"Dd2.1",6,22322666.98,3.664,62.62,20,20,NA
338,195,"Df4.3",73,22270641.17,3.766,63.25,14.1,9.1,NA
339,279,"Df3.1",14,22252111.35,3.861,62.62,16.2,20,NA
340,216,"Df1.1",12,22240231.03,1.249,17.9,16.8,11,NA
341,307,"Df2.2",42,22234498.57,3.86,62.63,20,20,NA
342,199,"Dd1.1",5,22206016.7,4.494,97.97,14.2,5,NA
343,197,"Dd4.1",8,22159732.5,4.498,97.96,13.9,5,NA
344,231,"Dc5.2",33,22152791.51,3.364,71.16,16.7,5,NA
345,108,"Df4.1",15,22116980.44,3.299,71.53,13.3,20,NA
346,319,"Do3.2",53,22113217.56,3.833,74.21,20,16.1,NA
347,191,"Df1.1",12,22110917.64,4.494,97.97,13.7,5,NA
348,354,"Dd4.3",66,22081800.59,3.784,72.79,20,13.7,NA
349,331,"Df2.2",42,22065558.07,1.324,30.06,20,20,NA
350,207,"Dc5.3",62,22054469.75,3.723,74.43,17.4,6.3,NA
351,413,"Df3.1",14,22054187.02,3.701,62.51,20,20,NA
352,40,"Do5.1",26,21975343.86,5.122,93.78,6.1,5,NA
353,253,"Do1.3",80,21969001.52,4.098,79.11,16.4,6.2,NA
354,385,"Do1.3",80,21959273.17,4.027,75.49,20,11.4,NA
355,450,"Dn6.3",79,21958187.73,3.381,77.87,20,20,NA
356,363,"Df1.2",41,21951218.53,3.702,62.51,20,16.8,NA
357,358,"Do7.2",57,21947771.84,3.14,76.07,20,10.9,NA
358,469,"Dd4.3",66,21940509.35,3.367,77.86,20,20,NA
359,81,"Dc5.3",62,21932975.49,3.773,83.53,9.4,17.9,NA
360,69,"Dd4.1",8,21878028.31,3.859,71.03,7,10.9,NA
361,136,"Dd6.2",39,21845743.91,3.702,62.46,20,20,NA
362,227,"Do3.2",53,21823225.62,4.335,69.13,14.9,16.5,NA
363,425,"Dd1.2",34,21812088.81,3.661,62.6,20,20,NA
364,132,"Do6.2",56,21781113.16,3.861,62.64,11.2,13.1,NA
365,243,"Df2.1",13,21774960.05,1.246,17.88,17.2,8.1,NA
366,197,"Df1.2",41,21719802.62,1.249,17.9,16.3,11.2,NA
367,444,"Df2.1",13,21692715.12,3.697,62.51,20,20,NA
368,44,"Do3.3",82,21692642.48,5.396,93.48,6.6,5,NA
369,83,"Do3.2",53,21688224.45,3.622,63.86,10.7,20,NA
370,235,"Df3.3",72,21685348.16,1.254,17.82,18.3,12.5,NA
371,73,"Df3.1",14,21656387.61,1.281,30.55,8.7,20,NA
372,173,"Dc1.3",58,21626517.91,3.734,74.42,15.4,5,NA
373,524,"Dd7.3",69,21623644.35,3.37,77.85,20,20,NA
374,452,"Dn6.1",21,21603785.86,3.381,77.86,20,20,NA
375,467,"Dd7.2",40,21583489.14,3.366,77.87,20,20,NA
376,66,"Df1.2",41,21550608.85,1.281,30.54,8.6,20,NA
377,316,"Df4.3",73,21545010.27,3.862,62.61,16.7,20,NA
378,253,"Do7.2",57,21542712.79,3.701,62.49,20,18.3,NA
379,429,"Df3.3",72,21518850.32,3.362,77.88,20,20,NA
380,56,"Do7.2",57,21496188.74,5.12,93.76,6.7,5,NA
381,147,"Dn2.1",17,21483163.2,1.28,30.54,11.9,20,NA
382,442,"Df1.2",41,21463239.93,3.367,77.86,20,17.3,NA
383,221,"Do2.1",23,21453221.17,3.761,63.23,13.6,17.9,NA
