ID,GroupID,SI,Amplitude,Center,LW..Hz.
6360,1982,49,820572.16,"4.335, 104.61","20.0,   20.0"
6381,1988,49,898993.31,"1.714,  26.09","20.0,   20.0"
6391,1994,49,835286.32,"7.142, 130.07","20.0,   20.0"
6409,2003,49,364651.47,"4.432,  90.26","5.9,    8.1"
6423,2008,49,769047.75,"1.049,  23.73","17.9,   20.0"
6462,3203,49,799142.75,"1.808,  34.00","20.0,   20.0"
6468,2023,49,623216.92,"4.006,  56.94","17.8,   15.4"
6482,2008,49,696450.73,"1.060,  20.51","20.0,   20.0"
6506,227,49,836820.88,"3.449,  70.97","20.0,   20.0"
6527,174,49,506917,"3.600,  64.52","20.0,    5.0"
6587,230,49,570888.63,"3.361,  74.34","14.8,   20.0"
6596,2071,49,757766.85,"2.755,  45.64","20.0,   20.0"
6629,2082,49,1000998.54,"1.989,  31.51","20.0,   20.0"
6659,2090,49,569747.73,"4.022,  83.97","13.3,   20.0"
6663,1824,49,789238.51,"0.923, 11.731","20.0,   20.0"
6731,174,49,556714.17,"3.648,  65.12","20.0,    5.0"
6732,1988,49,873584.03,"1.619,  25.76","18.6,   20.0"
6740,1162,49,832479.13,"2.687,  44.53","18.3,   20.0"
6748,230,49,964883.09,"3.275,  74.81","20.0,   20.0"
6749,2712,49,910401.7,"1.971,  40.67","20.0,   20.0"
6754,1190,49,949636.65,"2.064,  29.11","20.0,   20.0"
6766,651,49,476568.15,"3.784,  69.11","6.2,   20.0"
6789,2114,49,336320.16,"3.379,  46.36","5.4,   18.8"
6839,2008,49,766768.56,"1.065,  22.08","20.0,   20.0"
6841,2132,49,439196.64,"3.729,  52.38","9.4,   20.0"
6884,3160,49,760846.49,"1.008,  15.20","20.0,   20.0"
6894,3099,49,711423.81,"1.355,  27.84","20.0,   20.0"
6916,3099,49,557116.16,"1.157,  23.47","20.0,   20.0"
6928,3160,49,396259.05,"1.194,  15.86","10.3,   20.0"
6934,2157,49,859635.22,"2.118,  53.21","20.0,   20.0"
7012,579,49,716591.93,"3.659,  71.87","20.0,   20.0"
7039,3160,49,681364.37,"1.046,  17.33","20.0,   20.0"
7083,3099,49,594196.37,"1.280,  24.85","20.0,   20.0"
7091,1432,49,747909.41,"2.185,  46.67","20.0,   20.0"
7100,858,49,784961.53,"2.073,  27.28","20.0,   20.0"
7101,2008,49,688669.35,"0.992,  23.11","20.0,   20.0"
7143,2224,49,662026.44,"4.555,  69.21","20.0,   20.0"
7162,2230,49,579295.5,"2.986,  40.54","17.9,   20.0"
7166,2233,49,718378.54,"4.261, 102.62","20.0,   20.0"
7199,2008,49,696548.48,"0.943,  21.73","20.0,   20.0"
7203,600,49,747520.51,"3.968,  69.15","13.3,    5.0"
7240,2090,49,368349.17,"3.970,  83.03","8.0,   20.0"
7244,174,49,709459.54,"3.583,  65.00","20.0,   20.0"
7245,174,49,665104.44,"3.531,  64.17","20.0,   20.0"
7246,2008,49,525336.05,"0.952,  19.41","15.9,   20.0"
7259,2693,49,559133.27,"2.257,  33.42","20.0,   20.0"
7267,1169,49,834390.44,"1.304,  32.49","20.0,   20.0"
7284,2265,49,600020.16,"1.072,  38.23","20.0,   20.0"
7311,2270,49,585842.44,"4.109,  65.77","20.0,   20.0"
7340,107,49,311785.03,"3.304,  49.62","5.0,    5.0"
7358,858,49,643494.22,"2.135,  26.96","18.3,   20.0"
7363,847,49,643226.4,"2.475,  46.60","20.0,   20.0"
7415,2008,49,585248.12,"0.969,  21.39","20.0,    5.0"
7419,3099,49,556345.91,"1.268,  25.19","20.0,   20.0"
7423,191,49,304073.77,"3.717,  83.56","5.0,   20.0"
7424,2302,49,400816.41,"5.166,  79.66","9.5,    5.0"
7478,1824,49,660637.29,"0.863, 12.226","20.0,   20.0"
7488,2233,49,649979.6,"4.201, 101.66","20.0,   20.0"
7499,230,49,546517.14,"3.497,  75.41","20.0,   20.0"
7515,1451,49,774337.35,"2.631,  41.60","20.0,   20.0"
7528,3462,49,655768.06,"1.524,  32.47","20.0,   20.0"
7531,2336,49,835207.04,"2.321,  49.79","20.0,   20.0"
7539,3160,49,759106.64,"0.970,  15.97","20.0,   20.0"
7577,1190,49,463473.09,"2.054,  29.94","20.0,   20.0"
7608,1175,49,305258.88,"1.833,  18.61","5.0,   12.5"
7660,1684,49,576914.16,"2.376,  34.37","20.0,   20.0"
7680,2391,49,538881.66,"3.749,  78.68","20.0,   20.0"
7718,858,49,734126.45,"2.019,  27.91","20.0,   20.0"
7723,2406,49,716829.2,"6.651, 104.11","20.0,   20.0"
7724,1830,49,512722.72,"1.102, 11.999","16.6,   20.0"
7730,174,49,396759.03,"3.744,  64.08","5.0,    5.0"
7751,928,49,326065.66,"2.300,  54.80","6.0,   20.0"
7752,579,49,379509.15,"3.780,  72.11","20.0,    5.0"
7777,230,49,659105.44,"3.449,  77.42","20.0,   20.0"
7808,2428,49,314707.28,"3.414,  57.17","6.5,   20.0"
7815,3462,49,693155.23,"1.512,  31.49","20.0,   20.0"
7834,1736,49,504908.02,"3.775,  56.93","20.0,    5.0"
7889,2460,49,554590.5,"6.928, 116.95","20.0,   20.0"
7938,174,49,541594.27,"3.603,  65.99","20.0,   20.0"
7940,2476,49,381280.28,"3.274,  53.79","9.4,   20.0"
7989,579,49,767357.22,"3.826,  71.64","20.0,   20.0"
8005,2507,49,628270.51,"1.270,  38.22","20.0,   20.0"
8058,230,49,574895.75,"3.781,  75.48","20.0,   20.0"
8086,2533,49,589035.86,"1.900,  24.38","20.0,   20.0"
8094,1982,49,519452.21,"4.233, 104.07","20.0,   20.0"
8139,2549,49,528480.8,"4.370,  64.78","20.0,   20.0"
8152,2008,49,407304.54,"0.992,  20.51","11.8,    5.0"
8185,2566,49,612455.77,"1.510,  21.99","20.0,   20.0"
8231,3160,49,516756.41,"0.901,  16.81","20.0,   20.0"
8247,579,49,456552.97,"3.850,  70.19","20.0,   20.0"
8358,230,49,431437.99,"3.484,  75.13","20.0,   19.9"
8365,2712,49,625443.56,"2.048,  41.65","20.0,   20.0"
8369,2008,49,613293.69,"0.919,  20.98","20.0,   20.0"
8399,621,49,265809.94,"3.228,  54.66","5.0,   20.0"
8413,1736,49,588240.3,"3.889,  57.09","20.0,    5.0"
8425,3160,49,301475.54,"1.020, 14.060","9.3,   20.0"
8450,230,49,535716.08,"3.548,  74.42","20.0,   20.0"
8463,1830,49,521514.65,"0.981, 12.433","20.0,   20.0"
8478,2665,49,252462.23,"1.973,  21.65","5.0,   20.0"
8482,3099,49,1387700.13,"1.288,  29.35","20.0,   20.0"
8501,230,49,553772.1,"3.629,  75.80","20.0,   20.0"
8509,230,49,719816.51,"3.622,  74.25","20.0,   20.0"
8510,3160,49,625236.63,"0.873,  15.63","20.0,   20.0"
8516,3099,49,548288.68,"1.336,  25.98","20.0,   20.0"
8531,3160,49,594567.82,"0.963, 14.115","20.0,   20.0"
8540,3099,49,546717.42,"1.242,  26.33","20.0,   20.0"
8563,2693,49,723650.01,"2.335,  33.06","20.0,   20.0"
8606,107,49,440860.8,"3.316,  48.92","5.0,    5.0"
8620,600,49,744499.99,"3.940,  69.07","11.7,   20.0"
8640,2132,49,426711.97,"3.702,  52.43","13.2,   20.0"
8693,2710,49,546312.15,"4.460,  68.03","20.0,   20.0"
8697,2929,49,529122.07,"4.093,  71.89","20.0,   20.0"
8698,2712,49,486696.4,"1.806,  42.29","20.0,   20.0"
8748,1727,49,627197.87,"2.396,  51.79","20.0,   20.0"
8772,2738,49,623593.16,"6.919, 106.75","20.0,   20.0"
8795,3099,49,649410.13,"1.331,  23.48","20.0,   20.0"
8824,2406,49,582808.1,"6.718, 105.07","20.0,   20.0"
8842,1596,49,516360,"5.364, 130.78","19.1,   20.0"
8843,579,49,391629.66,"3.817,  70.98","17.1,   20.0"
8858,2768,49,457956.1,"5.498, 112.58","20.0,   14.6"
8878,2775,49,359478.53,"1.273,  52.30","12.1,   20.0"
8885,2778,49,409859.77,"1.475,  17.22","12.9,   11.8"
8937,3160,49,588783.24,"1.067,  19.04","20.0,   20.0"
8962,3099,49,485707.64,"1.193,  27.67","20.0,   20.0"
8967,2008,49,520126.13,"1.127,  19.63","20.0,   20.0"
8968,230,49,344147.58,"3.381,  74.83","12.5,   20.0"
8974,2815,49,648232.19,"1.919,  28.81","20.0,   20.0"
8992,2391,49,495889.23,"3.787,  79.09","20.0,   20.0"
9032,651,49,532884.47,"3.665,  68.41","20.0,   20.0"
9052,3160,49,399537.9,"1.270,  18.47","20.0,   20.0"
9055,813,49,563242.15,"2.066,  33.43","20.0,   20.0"
9075,1736,49,584982.72,"3.675,  55.61","20.0,   20.0"
9089,579,49,670921.84,"3.742,  73.12","20.0,   20.0"
9119,2008,49,477649.37,"0.896,  20.28","20.0,   20.0"
9135,579,49,250775.59,"3.696,  72.63","20.0,   20.0"
9210,1451,49,616974.62,"2.591,  41.59","20.0,   20.0"
9218,813,49,477957.43,"2.020,  33.48","20.0,   20.0"
9248,174,49,600908.4,"3.584,  63.33","20.0,   20.0"
9264,3099,49,513959.06,"1.157,  25.16","20.0,   20.0"
9270,813,49,575701.58,"2.106,  31.90","20.0,   20.0"
9292,2922,49,523362.72,"4.204,  63.70","20.0,   20.0"
9305,2929,49,568309.72,"3.954,  72.44","20.0,   20.0"
9349,2712,49,484194.5,"2.022,  40.81","20.0,   20.0"
9371,2815,49,492789.82,"1.822,  29.74","20.0,   20.0"
9426,2970,49,259355.84,"3.253,  58.45","5.4,   20.0"
9514,2999,49,468638.82,"2.792,  61.48","20.0,   20.0"
9521,1407,49,386276.34,"0.714, 12.433","13.3,   20.0"
9522,3099,49,522570.02,"1.283,  26.12","20.0,   20.0"
9526,230,49,495544.84,"3.766,  73.84","9.9,    5.0"
9533,1988,49,636857.83,"1.778,  25.35","20.0,   20.0"
9585,579,49,503414.63,"3.703,  71.88","20.0,   20.0"
9586,3022,49,402407.19,"1.074, 10.376","20.0,   20.0"
9594,2008,49,335103.19,"1.180,  20.00","20.0,   20.0"
9599,230,49,601572.91,"3.203,  77.88","20.0,   20.0"
9616,2008,49,397457.07,"1.169,  20.54","20.0,   20.0"
9639,1501,49,634040.55,"1.847,  26.89","20.0,   20.0"
9688,3160,49,507895.13,"0.962,  15.03","20.0,   20.0"
9691,230,49,542941.34,"3.236,  77.35","20.0,   20.0"
9695,230,49,549362.48,"3.506,  77.49","20.0,   20.0"
9714,765,49,500043.23,"1.493,  29.08","20.0,   20.0"
9736,579,49,427034.14,"3.680,  72.40","20.0,   20.0"
9741,1249,49,338349.63,"2.803,  26.33","13.5,    5.0"
9742,1501,49,680441.48,"1.805,  26.88","20.0,   20.0"
9757,3099,49,378434.62,"1.106,  24.28","10.1,   20.0"
9758,1988,49,607845.47,"1.584,  25.44","20.0,   20.0"
9761,3079,49,313255.12,"2.962,  61.47","13.0,    5.0"
9789,3088,49,267674.28,"5.433, 124.54","10.1,   20.0"
9830,3099,49,450493.35,"1.352,  21.20","20.0,   20.0"
9844,3099,49,448603.88,"1.238,  25.59","20.0,   20.0"
9884,3462,49,396275.5,"1.600,  31.74","20.0,   20.0"
9885,3160,49,416216.33,"1.116,  18.64","20.0,   20.0"
9899,3122,49,388687.85,"5.150,  76.68","16.9,   20.0"
9921,3160,49,428805.93,"1.250,  18.02","20.0,   20.0"
9964,1643,49,420241.91,"5.307, 128.92","19.2,   20.0"
9987,230,49,456915.86,"3.653,  75.33","20.0,   20.0"
10000,3160,49,518241.27,"1.052,  15.82","20.0,   20.0"
10012,3160,49,382598.89,"1.180,  16.94","20.0,   20.0"
10029,3160,49,481939.78,"1.213,  17.99","20.0,   20.0"
10069,3099,49,523098.39,"1.326,  27.68","20.0,   20.0"
10084,3099,49,502532.51,"1.440,  26.78","20.0,   20.0"
10085,1190,49,623745.44,"2.025,  29.42","20.0,   20.0"
10089,1933,49,505374.66,"2.528,  53.74","20.0,   20.0"
10151,3203,49,570058.08,"1.783,  32.86","20.0,   20.0"
10166,3160,49,342018.26,"1.133, 14.703","20.0,   20.0"
10210,230,49,201989.92,"3.456,  73.95","8.6,    5.0"
10227,3223,49,450602.19,"4.103,  68.05","20.0,   20.0"
10280,2008,49,287020.1,"1.211,  20.22","16.8,   20.0"
10284,3242,49,378517.78,"3.746,  60.24","20.0,   20.0"
10295,2712,49,430415.58,"1.747,  42.56","20.0,   20.0"
10318,3099,49,463790.99,"1.150,  26.16","20.0,   20.0"
10320,858,49,477658.36,"2.084,  26.74","20.0,   20.0"
10334,2460,49,467668.34,"6.960, 116.98","20.0,   20.0"
10339,2391,49,379788.04,"3.905,  79.11","20.0,   20.0"
10353,579,49,344376.69,"3.897,  70.59","20.0,   20.0"
10372,579,49,336733.37,"3.917,  70.94","20.0,   20.0"
10397,2549,49,539938.31,"4.328,  64.82","20.0,   20.0"
10399,3099,49,446381.79,"1.181,  22.92","20.0,   20.0"
10423,2929,49,538215.48,"4.039,  73.07","20.0,   20.0"
10449,3099,49,450746.67,"1.367,  21.74","20.0,   20.0"
10452,3099,49,507675.52,"1.337,  26.65","20.0,   20.0"
10464,3099,49,405243.65,"1.248,  27.56","20.0,   20.0"
10469,2224,49,443057.06,"4.502,  69.25","20.0,   20.0"
10490,3099,49,448137,"1.371,  26.94","20.0,   20.0"
10505,1988,49,535562.28,"1.725,  25.36","20.0,   20.0"
10560,174,49,540944.38,"3.569,  62.21","20.0,   20.0"
10585,3099,49,443357.35,"1.318,  22.31","20.0,   20.0"
10627,3462,49,374806.46,"1.526,  33.17","20.0,   20.0"
10642,813,49,415498.08,"1.964,  33.13","20.0,   20.0"
10646,3160,49,385674.76,"1.161,  16.08","20.0,   20.0"
10677,813,49,452826.13,"2.126,  32.35","20.0,   20.0"
10712,1988,49,411453.21,"1.659,  25.85","20.0,   20.0"
10717,230,49,521347.48,"3.129,  74.86","20.0,   20.0"
10723,3372,49,700316.05,"1.178,  30.55","20.0,   20.0"
10729,2008,49,405331.37,"0.870,  20.57","20.0,   20.0"
10760,1691,49,441521.05,"6.757, 115.82","20.0,   20.0"
10764,1736,49,292269,"3.739,  56.91","13.7,   20.0"
10785,3388,49,490351.81,"3.932,  67.25","20.0,   20.0"
10788,1684,49,533786.78,"2.300,  34.84","20.0,   20.0"
10797,3099,49,373152.72,"1.144,  27.94","20.0,   20.0"
10813,847,49,381643.75,"2.566,  46.94","20.0,   20.0"
10857,2090,49,205424.55,"4.037,  83.47","5.2,   17.3"
10864,174,49,443643.12,"3.648,  61.90","20.0,    5.0"
10866,1691,49,474991.6,"6.826, 116.40","20.0,   20.0"
10892,174,49,493272.42,"3.812,  64.78","20.0,   20.0"
10910,1727,49,213367.41,"2.298,  51.90","5.0,   20.0"
10945,3437,49,473915.04,"1.148,  40.45","20.0,   20.0"
10947,3160,49,392756.14,"0.817,  16.17","20.0,   20.0"
11018,3462,49,579032.94,"1.393,  33.59","20.0,   20.0"
11074,3099,49,499064.04,"1.248,  24.17","20.0,   20.0"
11081,3484,49,346153.04,"2.580,  21.60","17.4,    5.0"
11084,3486,49,215387.31,"5.322, 122.27","9.1,    5.0"
11121,2712,49,394863.03,"1.899,  41.30","13.6,   20.0"
11126,1736,49,249580.69,"3.704,  56.60","5.0,   20.0"
11149,3462,49,355641.56,"1.507,  32.99","20.0,   20.0"
11175,1432,49,354442.57,"2.146,  45.43","20.0,   20.0"
11190,3517,49,229843.52,"1.276, 13.354","9.3,   14.7"
11200,3521,49,396104.63,"3.038,  64.21","20.0,   20.0"
11210,230,49,393136.83,"3.485,  73.72","20.0,    5.0"
11219,230,49,483314.11,"3.330,  74.48","20.0,   20.0"
11227,3525,49,384491.61,"2.076,  48.13","20.0,   20.0"
11240,3099,49,427975.94,"1.278,  27.84","20.0,   20.0"
11265,3099,49,393060.12,"1.220,  25.30","20.0,   20.0"
11278,2566,49,499398.02,"1.466,  21.94","20.0,   20.0"
11302,1736,49,465747.81,"3.863,  56.27","20.0,    5.0"
11317,813,49,547670.23,"2.105,  32.96","20.0,   20.0"
11383,174,49,399780.78,"3.663,  61.32","20.0,   20.0"
11407,2712,49,418752.5,"1.859,  41.33","20.0,   20.0"
11412,1501,49,469215.03,"1.758,  26.90","20.0,   20.0"
11428,2929,49,311536.85,"4.092,  70.85","20.0,   20.0"
11437,3160,49,266183.38,"1.011, 14.632","13.4,   20.0"
11454,3559,49,199572.77,"1.389,  15.89","9.9,   11.6"
11465,2391,49,317222.53,"3.888,  78.25","20.0,   20.0"
11487,227,49,719560.84,"3.453,  72.02","20.0,   20.0"
11507,3160,49,437300.21,"1.038,  16.71","20.0,   20.0"
11537,1736,49,393606.98,"3.605,  55.40","20.0,   20.0"
11549,964,49,412136.88,"1.897,  26.16","20.0,   20.0"
11556,858,49,510661.44,"1.966,  27.57","20.0,   20.0"
11569,3593,49,355996.41,"1.638,  42.19","20.0,   20.0"
11587,174,49,454328.01,"3.432,  66.84","20.0,   20.0"
11595,3099,49,501329.44,"1.189,  29.31","20.0,   20.0"
11617,1736,49,289816.89,"3.825,  56.02","20.0,    5.0"
11629,3611,49,451907.31,"2.170,  29.92","20.0,   20.0"
11637,3616,49,514784.59,"1.836,  38.43","20.0,   20.0"
11645,189,49,522052.59,"3.990,  74.77","20.0,   20.0"
11649,3621,49,323433.8,"6.764, 106.67","20.0,   20.0"
11661,579,49,357179.74,"3.875,  69.96","20.0,   20.0"
11717,230,49,417990.72,"3.495,  78.23","20.0,   20.0"
11737,174,49,420816.65,"3.591,  62.70","20.0,   20.0"
11748,847,49,352159.44,"2.401,  46.38","20.0,   20.0"
11766,2929,49,263012.49,"4.074,  70.66","20.0,   20.0"
11790,3099,49,302132.24,"1.294,  23.78","11.8,   20.0"
11793,2265,49,486936.95,"1.102,  38.32","20.0,   20.0"
11858,230,49,513790.34,"3.522,  74.35","20.0,   20.0"
11892,1736,49,335868.84,"3.911,  56.88","20.0,    5.0"
11943,3099,49,355609.39,"1.116,  26.99","20.0,   20.0"
11972,1244,49,447871.74,"4.073,  76.51","19.0,   20.0"
11979,174,49,463956.17,"3.762,  64.56","20.0,   20.0"
12034,3743,49,446638.5,"4.195,  73.98","20.0,   20.0"
12047,2008,49,352498.03,"1.002,  22.49","20.0,   20.0"
12056,174,49,440134.79,"3.538,  62.74","20.0,   20.0"
12063,230,49,400875.48,"3.605,  75.99","20.0,   20.0"
12073,579,49,422552.34,"3.754,  71.10","20.0,   20.0"
12089,1197,49,411611.17,"1.677,  23.88","20.0,   20.0"
12103,122,49,169522.04,"1.375,  30.40","5.0,   20.0"
12158,3796,49,418365.09,"7.041, 111.69","20.0,   20.0"
12282,3842,49,152468.25,"1.141, 10.002","5.0,   20.0"
12347,3869,49,481892.18,"1.642,  38.03","20.0,   20.0"
12353,230,49,491072.8,"3.387,  72.83","20.0,   20.0"
12360,3099,49,307480.59,"1.036,  27.95","20.0,   20.0"
12375,1824,49,320387.21,"0.817, 12.592","20.0,   20.0"
12389,3877,49,313309.74,"1.782,  45.66","20.0,   20.0"
12410,3884,49,386902.3,"4.307,  55.86","20.0,    5.0"
12414,3160,49,384686.55,"0.805,  15.21","20.0,   20.0"
12420,3887,49,469264.57,"4.068,  73.94","20.0,   20.0"
12421,2008,49,331650.13,"1.028,  22.40","20.0,   20.0"
12440,3869,49,441725.49,"1.563,  37.81","20.0,   20.0"
12442,3160,49,208018.09,"0.913,  15.87","11.8,    5.0"
12491,1824,49,292192.38,"0.791, 10.558","20.0,   20.0"
12506,1849,49,280042.64,"1.983, 12.207","17.1,   20.0"
12509,579,49,352569.37,"3.602,  71.44","20.0,   20.0"
12527,2023,49,354766.28,"4.136,  55.85","20.0,    5.0"
12538,1691,49,379174.84,"6.767, 116.47","20.0,   20.0"
12557,230,49,421662.03,"3.153,  77.80","20.0,   20.0"
12639,1169,49,371458.02,"1.253,  32.92","20.0,   20.0"
12658,2712,49,406748.1,"2.015,  41.51","20.0,   20.0"
12678,1982,49,437218.33,"4.295, 104.40","20.0,   20.0"
12697,3975,49,441558.51,"1.359,  34.85","20.0,   20.0"
12700,3976,49,452501.89,"4.922,  73.80","20.0,   20.0"
12709,2712,49,381595.5,"1.877,  40.73","20.0,   20.0"
12722,1432,49,293585.24,"2.154,  46.08","14.6,   20.0"
12748,3993,49,379579.75,"3.893,  76.82","20.0,   20.0"
12760,1736,49,114965.59,"3.812,  55.50","5.0,    5.0"
12763,2008,49,342877.99,"0.951,  22.34","20.0,   20.0"
12764,2507,49,426133.02,"1.296,  38.39","20.0,   20.0"
12771,3099,49,336623.71,"1.201,  21.78","20.0,   20.0"
12803,4007,49,376860.54,"2.024,  22.84","20.0,   20.0"
12818,2265,49,405358.67,"1.047,  38.28","20.0,   20.0"
12885,230,49,443573.68,"3.439,  75.19","20.0,   20.0"
12896,858,49,464584.33,"2.020,  26.87","20.0,   20.0"
12906,2693,49,418529.84,"2.234,  33.70","20.0,   20.0"
12914,1691,49,416450.47,"6.690, 116.03","20.0,   20.0"
12947,3160,49,322796.35,"1.137,  18.24","20.0,   20.0"
12958,2406,49,308406.65,"6.710, 105.60","20.0,   20.0"
12986,1476,49,372747.56,"2.872,  38.85","20.0,   20.0"
12990,230,49,388945.11,"3.405,  76.77","20.0,   20.0"
12993,230,49,479074.19,"3.587,  74.54","20.0,   20.0"
12997,4059,49,386687.93,"4.900, 102.52","20.0,   20.0"
13020,3462,49,489538.68,"1.448,  33.01","20.0,   20.0"
13081,3099,49,409957.68,"1.289,  26.76","20.0,   20.0"
13118,4098,49,356092.85,"2.224,  42.82","20.0,   20.0"
13120,4099,49,348895.94,"5.088, 125.38","20.0,   20.0"
13124,4100,49,193697.77,"4.851,  86.48","12.0,   20.0"
13134,4104,49,410225.41,"4.436,  63.98","20.0,   20.0"
13147,189,49,550664.96,"3.863,  75.11","20.0,   20.0"
13179,3160,49,354755.75,"0.947,  17.38","20.0,   20.0"
13191,1190,49,352705.42,"2.069,  29.65","20.0,   20.0"
13238,2008,49,343012.7,"1.201,  19.32","20.0,   20.0"
13272,230,49,166976.3,"3.482,  74.71","5.0,    5.0"
13331,367,49,270844.61,"4.460,  98.52","20.0,    5.0"
13337,2233,49,469829.59,"4.299, 102.91","20.0,   20.0"
13418,579,49,411495.04,"3.739,  72.09","20.0,   20.0"
13455,174,49,353973.13,"3.492,  62.45","20.0,   20.0"
13513,4214,49,330971.56,"4.551,  64.83","20.0,   20.0"
13518,230,49,402535.09,"3.424,  78.11","20.0,   20.0"
13521,2008,49,298177.25,"0.805,  19.39","18.7,   20.0"
13546,940,49,306794.44,"3.985,  64.83","20.0,   20.0"
13601,4243,49,433821.05,"1.675,  30.14","20.0,   20.0"
13607,4245,49,326690.39,"1.923,  22.66","20.0,   20.0"
13610,2391,49,393300.16,"3.681,  79.22","20.0,   20.0"
13618,2023,49,327806.29,"4.072,  56.38","20.0,   17.7"
13641,1197,49,330907.73,"1.600,  23.12","20.0,   20.0"
13642,3462,49,387904.96,"1.544,  31.90","20.0,   20.0"
13657,4261,49,324134.37,"2.194,  36.38","20.0,   20.0"
13686,3099,49,401970.59,"1.444,  23.92","20.0,   20.0"
13693,1982,49,327461.33,"4.222, 104.93","20.0,   20.0"
13697,1988,49,391824.35,"1.596,  26.54","20.0,   20.0"
13698,230,49,405440.06,"3.674,  75.82","20.0,   20.0"
13702,3099,49,374644.38,"1.169,  21.54","20.0,   20.0"
13723,3099,49,371534.65,"1.272,  22.86","20.0,   20.0"
13750,4289,49,349249.97,"2.974,  50.38","20.0,   20.0"
13761,3160,49,256876.52,"1.115,  15.70","20.0,   20.0"
13781,174,49,444452.99,"3.550,  61.32","20.0,   20.0"
13797,3099,49,355884.18,"1.263,  21.67","20.0,   20.0"
13852,4326,49,367332.19,"1.700,  35.78","20.0,   20.0"
13859,2815,49,433908.45,"1.842,  29.13","20.0,   20.0"
13875,3099,49,281704.22,"1.192,  23.46","20.0,   20.0"
13890,122,49,303945.43,"1.392,  30.75","20.0,   20.0"
13891,3242,49,345922.06,"3.770,  60.26","20.0,   20.0"
13895,174,49,312022.49,"3.732,  66.00","20.0,   20.0"
13907,3099,49,398659.65,"1.071,  25.20","20.0,   20.0"
13966,3099,49,208007.01,"1.174,  28.15","12.7,   20.0"
13981,3099,49,385727.14,"1.287,  28.68","20.0,   20.0"
13999,3079,49,206006.17,"2.981,  61.47","7.0,   20.0"
14002,1982,49,277998.49,"4.303, 105.49","19.4,   20.0"
14057,2233,49,361446.22,"4.240, 101.87","20.0,   20.0"
14067,3099,49,370991.82,"1.225,  23.15","20.0,   20.0"
14073,3099,49,420448.9,"1.197,  26.11","20.0,   20.0"
14092,2929,49,506445.61,"3.878,  72.39","20.0,   20.0"
14145,4412,49,311677.32,"3.533,  83.58","20.0,   20.0"
14151,940,49,262848.65,"4.007,  65.10","20.0,   20.0"
14159,1736,49,414358.32,"3.612,  56.40","20.0,   20.0"
14221,813,49,376081.66,"1.932,  32.79","20.0,   20.0"
14323,3099,49,426347.51,"1.309,  25.74","20.0,   20.0"
14346,4467,49,144011.29,"4.782,  95.48","6.0,   14.8"
14353,4471,49,308656.81,"2.908,  27.59","20.0,   20.0"
14366,4476,49,335427.13,"2.413,  35.51","20.0,   20.0"
14415,2391,49,413373.05,"3.602,  79.70","20.0,   20.0"
14430,1501,49,420092.96,"1.854,  27.74","20.0,   20.0"
14431,2929,49,342334.64,"4.053,  72.46","20.0,   20.0"
14437,3099,49,298950.5,"1.282,  24.29","20.0,   20.0"
14438,1162,49,322225.36,"2.572,  44.62","20.0,   20.0"
14457,2712,49,268818.67,"2.005,  41.04","20.0,   20.0"
14459,3160,49,447757.52,"1.056,  18.15","20.0,   20.0"
14480,227,49,419605.27,"3.521,  72.29","20.0,   20.0"
14481,2929,49,369627.87,"4.096,  72.67","20.0,   20.0"
14500,2712,49,307687.18,"2.050,  41.07","20.0,   20.0"
14502,2929,49,427114.75,"3.936,  71.94","20.0,   20.0"
14538,1197,49,373132.76,"1.616,  22.58","20.0,   20.0"
14543,3099,49,333041.3,"1.363,  24.14","20.0,   20.0"
14553,174,49,382591.84,"3.570,  65.98","20.0,   20.0"
14577,3099,49,307266.94,"1.073,  27.41","20.0,   20.0"
14588,3160,49,287711.39,"1.093,  15.29","20.0,   20.0"
14598,2391,49,308091.84,"3.798,  78.00","20.0,   20.0"
14628,2090,49,157934.81,"3.982,  83.57","6.4,   20.0"
14638,4558,49,207457.64,"1.231,  50.87","14.2,   20.0"
14656,1691,49,323832.98,"6.730, 115.43","20.0,   20.0"
14756,4595,49,413317.9,"1.165,  31.57","20.0,   20.0"
14772,1982,49,381725.79,"4.415, 104.50","20.0,   20.0"
14785,4603,49,172978.24,"4.902,  80.32","11.7,   19.9"
14841,4619,49,175587.82,"5.379, 110.47","11.3,   20.0"
14872,672,49,350133.76,"2.015,  39.66","20.0,   20.0"
14919,4646,49,328771.84,"1.783,  21.46","20.0,   20.0"
14922,174,49,382890.82,"3.712,  64.89","20.0,   20.0"
14934,1244,49,247762.93,"4.033,  77.38","6.0,   20.0"
14942,651,49,308288.68,"3.745,  68.58","20.0,   20.0"
14952,4653,49,319672.33,"3.049,  73.07","20.0,   20.0"
14956,174,49,372884.79,"3.388,  63.86","20.0,   20.0"
14959,1824,49,246493.61,"0.816, 10.819","20.0,   20.0"
15048,4675,49,152237.67,"4.496,  88.06","7.0,   20.0"
15088,4686,49,362732.34,"2.321,  28.91","20.0,   20.0"
15119,2815,49,400731.49,"1.796,  29.88","20.0,   20.0"
15180,3462,49,334244.6,"1.407,  31.73","20.0,   20.0"
15187,174,49,383134.47,"3.446,  63.84","20.0,   20.0"
15259,2712,49,384182.64,"1.879,  41.93","20.0,   20.0"
15284,3099,49,383714.37,"1.287,  22.22","20.0,   20.0"
15291,230,49,304187.33,"3.483,  75.89","20.0,    5.0"
