ID,GroupID,SI,Amplitude,Center,LW..Hz.
1,1,0,269395.43,"5.177, 102.55","15.4,   49.5"
3,3783,0,60961276.86,"3.767,  63.28","13.5,    5.0"
15,9,0,28244472.36,"3.348,  49.78","5.0,    5.0"
18,12,0,29996326.96,"5.397,  93.47","6.8,    5.0"
48,3783,0,28372060.28,"3.624,  63.83","9.9,   20.0"
84,41,0,21391255.5,"3.778,  83.50","9.9,    7.1"
99,51,0,32133313.17,"3.834,  74.18","20.0,    6.7"
102,52,0,29249139.18,"4.111,  79.10","16.4,    5.0"
112,51,0,22564800.64,"3.303,  71.53","13.4,   20.0"
138,71,0,16553593.33,"5.127,  93.77","6.2,    5.0"
140,3783,0,23403148.85,"3.649,  63.81","7.2,   20.0"
146,51,0,22545909.28,"3.454,  72.98","14.5,    5.0"
148,3783,0,20663248.71,"3.801,  62.04","8.4,   20.0"
156,3783,0,25411303.12,"3.736,  61.98","15.3,    5.0"
171,51,0,27077834.21,"3.734,  74.42","20.0,    5.7"
208,51,0,18199250.61,"3.302,  77.78","9.8,   11.9"
210,181,0,16659945.76,"1.277,  30.53","8.5,   20.0"
217,101,0,29060085.12,"4.032,  75.51","20.0,    9.9"
236,51,0,24637381.92,"3.377,  71.11","16.9,    5.0"
258,121,0,19425989.64,"4.498,  97.96","13.8,    5.0"
428,3783,0,19006869.85,"3.703,  62.51","20.0,   20.0"
443,181,0,19398498.71,"1.320,  30.05","20.0,   20.0"
520,210,0,11908863.57,"4.365,  67.36","9.2,    5.0"
522,3783,0,12737442.23,"3.781,  62.55","10.7,   14.5"
541,217,0,18754851.62,"3.784,  72.80","20.0,   20.0"
544,51,0,13113464.29,"3.385,  73.60","15.0,    8.7"
572,3783,0,8201380.27,"3.849,  62.62","9.0,    5.0"
579,231,0,9886266.15,"6.731, 136.93","7.1,    8.8"
593,3783,0,11136377.33,"3.863,  62.61","12.5,    8.5"
600,237,0,18007593.55,"3.150,  76.06","20.0,   10.5"
635,51,0,13162485.71,"3.685,  74.68","15.9,   12.0"
649,3783,0,18965214.44,"3.670,  62.62","20.0,   20.0"
671,51,0,18000505.85,"3.369,  77.85","20.0,   17.1"
686,273,0,13109406.49,"3.654,  73.00","17.5,   20.0"
717,3783,0,11516439.56,"3.819,  61.95","6.5,    5.0"
771,311,0,12326563.19,"3.976,  68.30","20.0,   20.0"
835,51,0,7510805.8,"3.438,  72.97","5.0,    5.0"
1042,273,0,5858114.12,"3.860,  71.03","7.4,   16.7"
1053,51,0,11311539.65,"3.324,  71.66","15.9,   16.3"
1057,1769,0,7752654.09,"3.813,  56.54","20.0,   20.0"
1071,3783,0,6982123.21,"3.718,  61.99","5.0,   17.4"
1118,415,0,4171653.96,"3.203,  54.60","5.0,   11.8"
1120,9,0,4102516.76,"3.309,  49.21","5.0,    9.6"
1170,3783,0,8661591.6,"3.604,  63.82","6.4,   20.0"
1193,2145,0,4779709.95,"2.748,  32.28","9.1,    6.3"
1196,3783,0,4977882.35,"3.653,  62.61","5.0,   20.0"
1238,448,0,8267251.22,"2.056,  27.96","20.0,   16.7"
1239,449,0,4910842.06,"2.175,  32.28","11.6,    6.1"
1240,1769,0,6878464.02,"3.766,  56.46","18.4,   20.0"
1277,273,0,4259068.86,"3.801,  71.62","5.0,   20.0"
1280,2125,0,4228805.38,"3.800,  69.16","6.7,   20.0"
1309,41,0,6723535.31,"3.792,  83.49","5.0,   11.8"
1327,472,0,7310568.96,"0.897, 14.322","18.5,    8.8"
1357,2145,0,4284415.76,"2.719,  32.28","7.6,    6.4"
1391,1769,0,5712049.05,"3.853,  56.68","20.0,   20.0"
1410,51,0,6482295.73,"3.483,  76.54","18.9,   20.0"
1458,3783,0,4791297.24,"3.799,  62.62","5.6,    5.0"
1466,449,0,4396269.14,"2.206,  32.28","10.5,    8.3"
1514,3783,0,7510503.31,"3.667,  63.78","5.0,   20.0"
1546,3783,0,3409340.68,"3.673,  65.64","9.6,    9.9"
1552,544,0,3361014.41,"3.477,  65.64","8.7,   20.0"
1565,3783,0,6376424.42,"3.503,  64.37","20.0,   20.0"
1569,550,0,4879571.98,"1.596,  25.88","20.0,   20.0"
1572,3783,0,2370751.79,"3.634,  64.47","5.0,    5.0"
1598,51,0,3968516.26,"3.371,  73.61","5.0,   13.7"
1655,51,0,2451957.33,"3.715,  74.38","5.0,    5.0"
1722,587,0,3234605.23,"4.027,  64.40","9.0,    7.8"
1724,181,0,5225048.1,"1.355,  30.45","20.0,   20.0"
1757,597,0,4125393.45,"2.766,  26.39","17.7,    5.0"
1890,646,0,4085023.7,"2.028,  38.47","20.0,   20.0"
1904,51,0,3207061.65,"3.394,  71.09","5.0,    5.0"
2068,51,0,2990535.54,"3.360,  71.16","5.0,   15.3"
2099,707,0,2168498.52,"4.052,  77.36","7.9,   20.0"
2175,544,0,2377683.15,"3.494,  65.64","5.0,   20.0"
2190,3783,0,2869107.69,"3.654,  64.51","9.3,   20.0"
2191,41,0,2635267.71,"3.769,  83.22","5.0,   20.0"
2202,743,0,3178982.32,"1.311,  23.50","20.0,   20.0"
2267,311,0,3982321.22,"3.960,  68.74","19.5,   20.0"
2269,3783,0,2314533.34,"3.690,  65.63","5.0,   19.8"
2292,587,0,2192706.87,"4.008,  64.41","5.0,   12.9"
2361,797,0,3184233.49,"2.261,  35.26","20.0,   10.6"
2397,707,0,2013952.04,"4.055,  76.53","9.2,   20.0"
2551,853,0,2469625.72,"5.341, 130.72","18.8,   20.0"
2558,797,0,2764940.18,"2.317,  34.84","20.0,   20.0"
2560,856,0,1706613.38,"1.003,  19.70","9.0,   20.0"
2611,181,0,2966641.95,"1.294,  30.25","13.3,   20.0"
2621,877,0,2738653.16,"5.329, 128.94","20.0,   20.0"
2728,3783,0,2155510.77,"3.724,  64.03","20.0,   20.0"
2736,1769,0,3176518.26,"3.794,  56.38","20.0,    5.0"
2751,914,0,1249530.71,"0.693, 12.128","5.0,    5.0"
2832,1769,0,2920726.88,"3.880,  56.54","20.0,   20.0"
2847,954,0,2680921.97,"4.142,  71.70","20.0,   20.0"
2965,991,0,2059304.56,"0.851,  20.05","16.5,   20.0"
3017,51,0,1449176.19,"3.703,  74.75","5.0,    5.0"
3100,51,0,1919300.01,"3.667,  74.63","5.0,   20.0"
3117,101,0,904590.05,"4.110,  75.51","5.0,   20.0"
3120,1035,0,1745364.22,"1.276,  32.80","15.5,   20.0"
3143,1035,0,2011478.28,"1.300,  32.52","20.0,   20.0"
3170,52,0,1199303.34,"4.039,  79.08","5.3,   20.0"
3178,181,0,2297730.31,"1.326,  30.56","20.0,   20.0"
3256,1090,0,1695598.13,"0.931,  19.16","15.8,   20.0"
3326,1769,0,3369738.64,"3.832,  56.69","20.0,   20.0"
3382,3783,0,1335380.21,"3.528,  64.14","10.2,   20.0"
3429,3783,0,940165.72,"3.584,  64.22","5.0,    5.0"
3451,2125,0,999422,"3.779,  69.16","5.0,   20.0"
3528,41,0,1209190.33,"3.756,  82.89","20.0,    5.0"
3690,3783,0,1570121.15,"3.558,  63.86","18.1,   14.9"
3704,1530,0,1510029.47,"1.899,  41.63","20.0,   20.0"
3765,550,0,2019990.72,"1.579,  26.07","20.0,   20.0"
3778,1769,0,1308429.91,"3.734,  56.59","20.0,   13.2"
3787,991,0,1340009.12,"0.830,  19.28","14.4,    6.0"
3809,3783,0,1750102.99,"3.565,  62.11","20.0,   20.0"
3860,707,0,1237274.47,"3.966,  77.75","13.4,   20.0"
3896,51,0,906575.76,"3.445,  74.45","7.6,   20.0"
3917,311,0,946227.05,"3.987,  68.08","7.9,    5.0"
3940,1299,0,968337.44,"3.209,  52.39","8.6,   20.0"
3941,1300,0,1114606.23,"3.483,  68.86","12.4,   20.0"
3987,273,0,1361343.91,"3.823,  71.60","12.0,   20.0"
4002,273,0,1051216.15,"3.894,  70.60","12.3,    5.0"
4063,797,0,1828076.04,"2.345,  34.81","20.0,   20.0"
4083,1344,0,1084715.3,"4.019,  84.02","11.8,    5.0"
4124,1359,0,731826.21,"3.967,  82.99","5.8,    5.0"
4142,3783,0,1145289.01,"3.714,  61.01","18.5,   20.0"
4160,1769,0,1565595.25,"3.789,  56.88","20.0,    5.0"
4202,3783,0,890839.62,"3.646,  65.10","20.0,    5.0"
4239,550,0,1619142.15,"1.615,  25.80","17.3,   20.0"
4247,1769,0,1351399.87,"3.856,  57.17","20.0,    5.0"
4285,1401,0,688196.02,"6.404, 106.70","6.5,   18.4"
4291,1403,0,1072708.11,"4.003,  56.93","15.5,    7.8"
4388,1661,0,1175235.29,"0.992,  23.06","14.6,   20.0"
4396,273,0,1086686.77,"3.815,  70.97","16.0,   20.0"
4469,853,0,1334657.98,"5.364, 130.75","17.2,   20.0"
4631,877,0,1246492.17,"5.306, 128.91","18.9,   20.0"
4745,1526,0,964977.66,"1.472,  17.18","12.5,   10.5"
4758,1530,0,1078814.32,"2.096,  41.62","20.0,   20.0"
4816,3783,0,907501.35,"3.577,  64.91","14.7,   20.0"
4827,1769,0,1069173.96,"3.698,  56.45","20.0,   20.0"
4896,51,0,1053903.85,"3.506,  74.66","20.0,   20.0"
4978,51,0,1257503.91,"3.622,  74.21","20.0,   20.0"
5007,9,0,578662.02,"3.304,  49.63","5.0,    5.0"
5009,1594,0,1119716.58,"0.862, 12.183","19.7,   20.0"
5053,743,0,1182932.57,"1.332,  23.46","17.8,   20.0"
5129,1637,0,1135769.72,"4.288,  70.16","20.0,   20.0"
5130,3783,0,895470.29,"3.741,  64.08","20.0,   20.0"
5133,1638,0,1020429.12,"3.779,  75.48","20.0,   20.0"
5208,1661,0,740745.64,"0.976,  21.94","11.6,   20.0"
5279,1769,0,904079.42,"3.809,  56.03","20.0,    5.0"
5354,9,0,659523.67,"3.316,  48.91","5.0,    5.0"
5356,1769,0,1376671.07,"3.851,  56.25","20.0,    5.0"
5486,1725,0,945450.22,"1.064,  19.04","20.0,   20.0"
5542,51,0,908628.85,"3.217,  77.97","20.0,   20.0"
5616,1769,0,451073.16,"3.691,  55.44","6.9,   20.0"
5651,3783,0,791458.29,"3.708,  64.99","20.0,    5.0"
5685,415,0,731794.23,"3.271,  53.82","14.4,   20.0"
5697,3783,0,991581.16,"3.664,  61.32","20.0,   20.0"
5726,51,0,1133432.99,"3.382,  72.89","20.0,    7.0"
5743,3783,0,490416.27,"3.599,  64.50","7.7,    5.0"
5778,597,0,678959.26,"2.803,  26.31","11.0,    5.0"
5791,1814,0,799585.97,"0.873,  22.93","18.0,   20.0"
5796,181,0,674932.4,"1.373,  30.40","8.0,   20.0"
5823,1725,0,727727.32,"1.026,  17.74","14.2,   18.2"
5839,51,0,350260.65,"3.372,  74.55","5.4,   20.0"
5857,587,0,839920.74,"4.019,  65.05","20.0,    5.0"
5882,2321,0,1038785.51,"6.689, 115.99","20.0,   20.0"
5944,3783,0,1098610.78,"3.639,  62.09","20.0,   20.0"
5964,51,0,873360.85,"3.496,  75.40","20.0,   20.0"
5975,797,0,938939.71,"2.296,  34.88","20.0,   20.0"
5976,1866,0,796881.19,"2.775,  41.14","20.0,   20.0"
6024,51,0,754018.67,"3.444,  77.47","20.0,   20.0"
6031,1885,0,950352.59,"1.196,  26.95","20.0,   20.0"
6129,1769,0,607101.31,"3.767,  56.02","16.5,    5.0"
6165,51,0,593613.38,"3.443,  70.97","11.3,   20.0"
6207,51,0,855354.5,"3.496,  77.49","20.0,   20.0"
6285,1964,0,585631.39,"4.108,  65.76","13.7,   13.1"
6415,1999,0,898553.9,"2.761,  38.20","20.0,   20.0"
6482,2024,0,784304.79,"2.770,  39.26","20.0,   20.0"
6506,646,0,1083382.04,"2.002,  38.49","20.0,   20.0"
6513,2037,0,864407.21,"6.953, 116.95","20.0,   20.0"
6538,1769,0,734108.13,"3.749,  56.93","20.0,    5.0"
6617,51,0,163350.49,"3.448,  72.09","19.4,    5.0"
6683,2090,0,437748.1,"5.320, 122.26","9.9,   16.6"
6757,2115,0,421009.82,"2.542,  31.05","8.6,   20.0"
6769,2117,0,344383.3,"4.002,  61.32","7.2,    5.0"
6840,1769,0,805034.83,"3.898,  56.80","20.0,   20.0"
6850,2125,0,729903.9,"3.650,  68.35","20.0,   20.0"
6871,2132,0,790434.56,"1.809,  35.54","20.0,   20.0"
6889,2141,0,723638.73,"3.226,  41.69","20.0,   20.0"
6899,2145,0,815773.15,"2.617,  32.67","20.0,   20.0"
6900,2146,0,391240.88,"3.981,  73.86","6.7,   20.0"
6926,448,0,822368.05,"2.017,  27.96","20.0,   20.0"
6928,646,0,671436.26,"2.050,  38.49","13.6,   20.0"
6979,2178,0,703748.41,"1.506,  21.98","20.0,   20.0"
7003,2185,0,476173.21,"3.500,  60.69","14.8,   20.0"
7010,51,0,697140.28,"3.550,  74.53","20.0,   20.0"
7035,273,0,652749.59,"3.873,  69.92","20.0,   20.0"
7052,51,0,703976.76,"3.149,  77.83","20.0,   20.0"
7095,2211,0,329667.09,"5.092,  95.64","5.0,   20.0"
7099,2213,0,889581.98,"6.650, 103.91","20.0,   20.0"
7115,273,0,632743.74,"3.749,  71.24","17.9,   20.0"
7128,1661,0,562368.8,"1.001,  22.50","16.0,    5.0"
7154,311,0,251356.59,"3.945,  68.75","5.0,    5.0"
7167,1344,0,330390.41,"4.039,  83.51","5.0,   20.0"
7238,51,0,509340.31,"3.270,  77.72","15.6,   20.0"
7249,646,0,683978.27,"2.029,  39.05","20.0,   20.0"
7260,51,0,875485.59,"3.249,  74.91","20.0,   20.0"
7300,2279,0,567539.26,"2.986,  40.49","19.0,   19.3"
7312,1401,0,380410.92,"6.369, 106.69","7.2,   19.0"
7345,3783,0,539462.38,"3.475,  64.22","20.0,   20.0"
7359,2293,0,664746.91,"2.470,  32.32","20.0,   20.0"
7371,3783,0,651287.48,"3.762,  64.83","20.0,   18.7"
7400,2300,0,436308.61,"1.326,  20.93","11.2,   20.0"
7446,1769,0,785529.45,"3.658,  56.43","20.0,   20.0"
7450,2312,0,690982.51,"0.971, 12.133","20.0,   20.0"
7466,2321,0,662839.04,"6.768, 116.61","20.0,   20.0"
7649,707,0,792684.93,"4.073,  76.50","12.0,   20.0"
7650,472,0,515668.5,"1.030,  15.47","15.0,   20.0"
7671,2402,0,641637.66,"4.901, 102.48","20.0,   20.0"
7672,2403,0,430916.52,"3.945,  60.28","11.2,   20.0"
7703,743,0,808843.6,"1.293,  23.63","20.0,   20.0"
7708,1866,0,595365.14,"2.686,  41.14","20.0,   20.0"
7729,2425,0,473815.83,"1.235, 14.409","16.0,    9.7"
7750,3783,0,805785.57,"3.591,  62.64","20.0,   20.0"
7757,3783,0,396467.96,"3.579,  63.55","5.0,   20.0"
7799,2213,0,470024.34,"6.708, 105.33","20.0,   20.0"
7966,3783,0,603178.43,"3.471,  61.65","20.0,   20.0"
7978,51,0,355406.49,"3.360,  74.27","6.7,    5.0"
7984,3452,0,424200.87,"4.223,  63.55","12.2,   20.0"
7988,1725,0,563165.41,"1.054,  18.20","20.0,   20.0"
8017,1769,0,752355.87,"3.718,  56.44","20.0,   20.0"
8057,2321,0,479076.6,"6.637, 116.57","18.8,   20.0"
8077,2213,0,465868.81,"6.719, 104.89","20.0,   20.0"
8140,3783,0,429727.41,"3.559,  65.02","10.2,   20.0"
8173,2300,0,458526.87,"1.379,  21.20","15.1,   20.0"
8217,51,0,571276.09,"3.302,  72.92","20.0,   20.0"
8218,2584,0,771787.82,"1.322,  26.02","20.0,   20.0"
8229,51,0,684600.1,"3.450,  72.45","11.1,   20.0"
8251,3783,0,572830.09,"3.516,  63.57","20.0,   20.0"
8295,2321,0,615740.66,"6.756, 115.78","20.0,   20.0"
8296,51,0,698388.25,"3.478,  74.86","20.0,   20.0"
8313,797,0,515994.85,"2.383,  34.12","20.0,   20.0"
8355,2624,0,525195.85,"4.555,  64.89","20.0,    8.4"
8369,1725,0,498260.5,"1.116,  19.42","20.0,   20.0"
8374,1035,0,632980.91,"1.314,  32.35","20.0,   20.0"
8625,2213,0,489231.44,"6.749, 105.18","20.0,   20.0"
8645,2724,0,468831.22,"2.221,  42.81","20.0,   20.0"
8652,3783,0,534657.41,"3.418,  61.93","20.0,   20.0"
8658,1530,0,418444.36,"2.003,  40.87","20.0,   20.0"
8701,415,0,468567,"3.223,  54.71","18.6,   20.0"
8772,646,0,642924.45,"2.029,  37.89","20.0,   20.0"
8792,51,0,662700.23,"3.208,  74.82","20.0,   20.0"
8806,707,0,450036.84,"4.035,  77.33","5.0,   20.0"
8813,1769,0,623501.42,"3.661,  55.51","20.0,   20.0"
8839,2759,0,529640.94,"3.954,  72.63","20.0,   20.0"
8845,2761,0,498369.15,"4.032,  73.28","20.0,   20.0"
8872,2765,0,474713.24,"7.024, 111.66","20.0,   20.0"
8966,273,0,355955.93,"3.760,  71.86","10.9,   20.0"
8973,51,0,581373.7,"3.305,  74.58","20.0,   20.0"
8979,3783,0,508877.63,"3.378,  63.85","20.0,   20.0"
8989,1866,0,456753.59,"2.799,  41.15","15.9,   20.0"
9081,2851,0,574654.54,"3.108,  49.81","20.0,   20.0"
9201,2893,0,512007.37,"1.583,  16.06","20.0,   20.0"
9259,587,0,519961.45,"3.984,  64.73","20.0,   20.0"
9300,2926,0,315299.37,"3.373,  76.07","5.0,   20.0"
9321,2933,0,479881.34,"1.901,  24.31","20.0,   20.0"
9345,273,0,408404.59,"3.846,  70.14","14.9,   20.0"
9393,2957,0,419185.29,"1.851,  38.36","20.0,   20.0"
9396,3783,0,357265.04,"3.460,  63.62","20.0,   20.0"
9448,3783,0,582288.35,"3.539,  62.66","20.0,   20.0"
9452,2974,0,448507.29,"6.795, 112.63","19.5,   20.0"
9470,3783,0,384312.4,"3.441,  63.79","20.0,   20.0"
9478,2985,0,465907.04,"6.732, 113.96","20.0,   20.0"
9686,550,0,565300.54,"1.583,  25.39","20.0,   20.0"
9710,51,0,618473.2,"3.583,  74.52","20.0,   20.0"
9731,51,0,588181.24,"3.632,  74.86","20.0,   20.0"
9832,51,0,185281.75,"3.380,  74.77","5.0,   20.0"
9841,51,0,595667.58,"3.244,  77.79","20.0,   20.0"
9861,12,0,314901.72,"5.331,  93.45","16.0,    5.0"
9880,448,0,406195.98,"2.118,  27.55","20.0,    5.0"
9921,51,0,494562.84,"3.419,  77.75","20.0,   20.0"
9923,1530,0,462649.72,"1.878,  41.61","15.5,   20.0"
9930,3141,0,454056.92,"4.123,  84.46","20.0,   20.0"
9993,853,0,271418.98,"5.327, 130.72","5.0,   20.0"
9994,1530,0,429505.09,"1.919,  41.61","11.2,   20.0"
10035,472,0,332457.94,"1.014, 14.955","16.0,    5.0"
10046,3175,0,459007.09,"7.138, 131.35","20.0,   20.0"
10067,2024,0,459906.43,"2.797,  39.25","20.0,   20.0"
10074,3182,0,487592.53,"7.330, 130.12","20.0,   20.0"
10104,3191,0,431733.2,"4.352,  63.15","20.0,    5.0"
10138,472,0,285924.26,"0.967, 14.594","8.9,    5.0"
10183,3220,0,391905.38,"6.712, 117.79","20.0,   20.0"
10197,3224,0,518381.09,"4.333, 104.58","20.0,   20.0"
10359,3270,0,415099.18,"1.043,  38.34","20.0,   20.0"
10435,954,0,509441.53,"4.144,  72.24","20.0,   20.0"
10440,1769,0,177786.11,"3.900,  56.30","5.3,    5.0"
10473,1769,0,617585.19,"3.621,  56.42","20.0,   20.0"
10530,51,0,101074.63,"3.451,  73.97","20.0,   20.0"
10540,3783,0,518466.17,"3.846,  64.85","20.0,   20.0"
10548,1964,0,418474.24,"4.138,  66.33","20.0,   20.0"
10626,2185,0,475026.98,"3.547,  60.47","20.0,   20.0"
10648,51,0,443824.93,"3.473,  77.62","18.1,   20.0"
10725,3369,0,350049.3,"4.104,  61.28","20.0,    5.0"
10734,3375,0,410701.89,"1.928,  22.59","20.0,   20.0"
10776,3387,0,421940.45,"1.097,  57.21","20.0,    6.7"
10779,3388,0,441597.96,"1.359,  34.87","20.0,   20.0"
10784,1999,0,323853.74,"2.690,  37.75","14.5,   20.0"
10837,3408,0,398570.56,"2.188,  28.44","20.0,   20.0"
10874,3783,0,521877.46,"3.493,  62.48","20.0,   20.0"
10886,3418,0,407299.47,"6.583, 120.65","19.5,   20.0"
10895,743,0,459770.05,"1.244,  24.03","20.0,   20.0"
10917,3431,0,382827.65,"0.938,  47.03","20.0,    6.7"
10937,1035,0,529342.08,"1.253,  32.94","20.0,   20.0"
10938,3440,0,482867.32,"1.144,  40.83","20.0,   20.0"
10982,3452,0,375576.2,"4.157,  63.17","17.7,    5.0"
10997,3452,0,361452.29,"4.200,  63.72","14.6,    8.4"
11028,3464,0,332706.39,"1.928,  32.81","20.0,   20.0"
11032,3466,0,347172.78,"6.655, 113.18","20.0,   20.0"
11055,3472,0,425221.74,"1.675,  30.16","20.0,   20.0"
11114,1964,0,370300.83,"4.068,  66.30","20.0,   20.0"
11356,2125,0,459585.36,"3.744,  68.59","20.0,   20.0"
11362,3573,0,379592.26,"3.650,  51.67","20.0,   20.0"
11365,51,0,489862.52,"3.524,  74.48","20.0,   20.0"
11379,3579,0,480864.14,"4.906,  73.71","20.0,   20.0"
11414,1769,0,367209.01,"3.713,  56.91","20.0,    5.0"
11529,3783,0,601240.65,"3.534,  61.92","20.0,   20.0"
11544,51,0,655735.83,"3.169,  74.84","20.0,   20.0"
11546,544,0,481714.76,"3.436,  65.15","20.0,   20.0"
11553,954,0,398400.28,"4.142,  71.19","20.0,   20.0"
11687,3627,0,423754.45,"4.847, 105.24","20.0,   20.0"
11704,1530,0,511823.29,"2.117,  41.60","20.0,   20.0"
11708,9,0,142524.57,"3.283,  49.81","5.0,    5.0"
11729,3637,0,408778.71,"1.364,  37.22","20.0,   20.0"
11739,3641,0,486242.19,"7.127, 117.55","20.0,   20.0"
11784,3655,0,414075.48,"1.447,  33.00","20.0,   20.0"
11804,1769,0,371739.86,"3.682,  56.25","13.4,   20.0"
11822,3783,0,255969.78,"3.671,  64.94","5.0,    5.0"
11880,3684,0,446396.89,"1.787,  32.10","20.0,   20.0"
11903,71,0,446643.89,"5.054,  93.76","20.0,   20.0"
11963,1866,0,392967.1,"2.662,  41.15","20.0,   20.0"
12024,3738,0,430725.37,"1.778,  25.60","20.0,   20.0"
12119,51,0,535677.86,"3.532,  75.36","20.0,   20.0"
12122,3776,0,407545.16,"3.459,  55.44","20.0,   20.0"
12138,3783,0,447014.44,"3.294,  62.56","20.0,   20.0"
12145,51,0,294662.46,"3.348,  72.96","20.0,    5.0"
12202,3655,0,346589.03,"1.476,  32.87","20.0,   20.0"
12205,3783,0,262291.03,"3.539,  63.76","5.0,   20.0"
12289,3843,0,385982.92,"0.900,  51.46","20.0,    5.0"
12316,3852,0,394817.18,"1.908,  29.02","20.0,   20.0"
12320,3852,0,426587.06,"1.841,  29.14","20.0,   20.0"
12367,415,0,394619.84,"3.263,  53.12","20.0,   20.0"
12390,3783,0,426433.79,"3.489,  63.65","20.0,   20.0"
12470,3897,0,454336.05,"2.288,  30.50","20.0,   20.0"
12478,2893,0,303794.84,"1.520,  15.62","17.2,   20.0"
12483,41,0,693103.36,"3.697,  83.51","20.0,   20.0"
12551,3920,0,418294.56,"7.022, 117.56","20.0,   20.0"
12597,3931,0,167314.17,"5.400,  74.24","5.0,   20.0"
12681,3783,0,217136.53,"3.795,  64.58","20.0,    5.0"
12685,3957,0,289291.25,"5.266,  70.47","17.4,    5.0"
12694,3960,0,495448.47,"4.384,  64.88","20.0,   20.0"
12719,2213,0,337992.9,"6.737, 104.30","20.0,   20.0"
12757,3783,0,431874.28,"3.410,  63.87","20.0,   20.0"
12895,4038,0,345857.37,"1.023,  34.89","20.0,   10.3"
12990,4064,0,321014.72,"5.259,  71.63","20.0,    5.0"
13024,4080,0,373854.4,"0.975,  57.96","20.0,    5.0"
13046,2145,0,397791.56,"2.568,  32.62","20.0,   20.0"
13066,51,0,289727.59,"3.518,  72.20","20.0,    5.0"
13130,3464,0,322801.27,"1.957,  32.84","20.0,   20.0"
13159,4119,0,263620.29,"3.763,  58.85","15.4,   20.0"
13213,1530,0,484086.49,"2.076,  41.57","20.0,   20.0"
13218,797,0,263312.86,"2.413,  35.22","16.4,   20.0"
13265,2765,0,431110.98,"6.999, 111.58","20.0,   20.0"
13306,2957,0,323797.82,"1.828,  38.36","20.0,   20.0"
13356,587,0,160061.27,"4.001,  65.08","10.0,    5.0"
13363,4182,0,306437.15,"7.018, 130.11","20.0,   20.0"
13375,4187,0,342076.79,"1.972,  24.97","20.0,   20.0"
13394,4194,0,449752.78,"6.847, 120.67","20.0,   20.0"
13437,1530,0,373007.88,"1.973,  40.61","20.0,   20.0"
13452,914,0,220377.4,"0.709, 12.388","11.9,    5.0"
13499,3960,0,404604.13,"4.319,  64.79","20.0,   20.0"
13508,2765,0,315665.92,"7.028, 111.01","20.0,   20.0"
13518,2213,0,442270.14,"6.684, 104.53","20.0,   20.0"
13622,1530,0,330666.24,"1.898,  41.06","20.0,   20.0"
13631,273,0,151616.31,"3.913,  70.95","5.0,   20.0"
13667,4272,0,338237.64,"5.559,  88.34","20.0,   20.0"
13708,4288,0,349853.11,"7.327, 108.06","20.0,   20.0"
13739,3224,0,368080.84,"4.253, 105.06","20.0,   20.0"
13883,4335,0,137804.63,"6.182,  99.72","5.8,    5.0"
13884,4336,0,214429.68,"3.055,  42.68","10.9,    5.0"
13923,4344,0,363779.16,"3.536,  83.54","20.0,   20.0"
13940,4349,0,150206.45,"6.218, 109.05","5.9,   20.0"
13941,4350,0,503605.61,"3.132,  71.47","20.0,   20.0"
13985,4363,0,200083.68,"7.443, 127.44","8.4,   20.0"
14047,3897,0,337166.63,"2.355,  30.85","20.0,   20.0"
14088,3783,0,297719.12,"3.813,  64.87","20.0,    5.0"
14129,2178,0,325231.98,"1.466,  21.96","20.0,   20.0"
14150,4417,0,327879.36,"6.590, 121.73","20.0,   20.0"
14178,273,0,328186.19,"3.656,  71.95","20.0,   20.0"
14204,2145,0,355895.23,"2.688,  32.28","20.0,   20.0"
14220,2765,0,276264.23,"7.145, 112.35","20.0,   20.0"
14268,273,0,328622.51,"3.783,  70.90","20.0,   20.0"
14297,3270,0,361980.14,"1.072,  38.22","20.0,   20.0"
14318,1530,0,321612.41,"2.025,  40.93","20.0,   20.0"
14333,2402,0,342485.53,"4.875, 102.34","20.0,   20.0"
14351,181,0,391474.01,"1.221,  30.46","20.0,   20.0"
14383,4491,0,391462.91,"1.078,  25.14","20.0,   20.0"
14389,4494,0,346781.47,"2.077,  21.32","20.0,   20.0"
14400,550,0,209940.54,"1.596,  26.48","11.2,   20.0"
14442,3783,0,391069.82,"3.728,  64.97","20.0,   20.0"
14466,311,0,317178.66,"3.973,  69.56","20.0,   20.0"
14513,4531,0,152698.59,"7.063, 110.00","7.9,   20.0"
14578,4552,0,336642.11,"1.781,  41.49","20.0,   20.0"
14579,4553,0,287599.18,"4.120,  59.15","20.0,   20.0"
14626,2321,0,353307.73,"6.723, 115.53","20.0,   20.0"
14654,2321,0,363450.33,"6.819, 116.21","20.0,   20.0"
14691,3175,0,209508.62,"7.143, 130.71","17.8,    5.0"
14715,4590,0,228566.05,"0.861,  21.41","15.6,   20.0"
14742,4601,0,347624.53,"1.989,  42.64","20.0,   20.0"
14763,4607,0,215631.13,"4.184,  87.94","18.8,   20.0"
14777,3783,0,414720.77,"3.341,  63.85","20.0,   20.0"
14800,2090,0,187991.89,"5.351, 122.61","10.5,   20.0"
14811,3783,0,405162.31,"3.446,  62.43","20.0,   20.0"
14813,707,0,211142.18,"3.988,  77.40","13.9,   20.0"
14822,1769,0,304656.88,"3.730,  56.03","20.0,    5.0"
14844,3783,0,421395.25,"3.388,  62.49","20.0,   20.0"
14963,4672,0,160189.01,"3.995,  82.04","10.3,   20.0"
14973,2024,0,362933.09,"2.727,  39.35","20.0,   20.0"
